YEAR,PROJECT_CODE,TRIP_NO,TARGET_SPECIES_CODE,ADFG_NO,VESSEL_NAME,TIME_FIRST_BUOY_ONBOARD,NUMBER_OF_STATIONS,HOOKS_PER_SET,HOOK_SIZE,HOOK_SPACING_INCHES,SAMPLE_FREQ,LAST_SKATE_SAMPLED,EFFORT_NO,STATION_NO,SPECIES_CODE,STAT,NUMBER_HOOKS,BARE,BAIT,INVALID,HAGFISH_SLIME,UNKNOWN,NUMBERS,DISCARD_STATUS_CODE,DISCARD_STATUS,SUBSET_CONDITION_CODE,Subset No
2011,603,3,710,60168,SEAVIEW,7/28/2011 16:55,15,1125,13,78,,,12,35,710,345731,45,7,23,0,0,0,10,1,Retained,1,13
2011,603,3,710,60168,SEAVIEW,7/28/2011 16:55,15,1125,13,78,,,12,35,710,345731,45,7,23,0,0,0,1,4,Lost,1,13
2011,603,3,710,60168,SEAVIEW,7/28/2011 16:55,15,1125,13,78,,,12,35,710,345731,45,5,18,1,0,0,17,1,Retained,1,14
2011,603,3,710,60168,SEAVIEW,7/28/2011 16:55,15,1125,13,78,,,12,35,710,345731,45,14,20,0,0,0,9,1,Retained,1,15
2011,603,3,710,60168,SEAVIEW,7/28/2011 16:55,15,1125,13,78,,,12,35,710,345731,45,14,20,0,0,0,1,4,Lost,1,15
2011,603,3,710,60168,SEAVIEW,7/28/2011 16:55,15,1125,13,78,,,12,35,710,345731,42,10,24,0,0,0,6,1,Retained,1,16
2011,603,3,710,60168,SEAVIEW,7/28/2011 16:55,15,1125,13,78,,,12,35,710,345731,44,2,18,3,0,0,13,1,Retained,1,17
2011,603,3,710,60168,SEAVIEW,7/28/2011 16:55,15,1125,13,78,,,12,35,710,345731,44,2,18,3,0,0,1,4,Lost,1,17
2011,603,3,710,60168,SEAVIEW,7/28/2011 16:55,15,1125,13,78,,,12,35,710,345731,43,7,13,0,0,0,16,1,Retained,1,18
2011,603,3,710,60168,SEAVIEW,7/28/2011 16:55,15,1125,13,78,,,12,35,710,345731,45,4,9,2,0,0,22,1,Retained,1,19
2011,603,3,710,60168,SEAVIEW,7/28/2011 16:55,15,1125,13,78,,,12,35,710,345731,42,4,18,1,0,0,16,1,Retained,1,20
2011,603,3,710,60168,SEAVIEW,7/28/2011 16:55,15,1125,13,78,,,12,35,710,345731,42,4,18,1,0,0,1,4,Lost,1,20
2011,603,3,710,60168,SEAVIEW,7/28/2011 16:55,15,1125,13,78,,,12,35,710,345731,44,20,11,0,0,0,9,1,Retained,1,21
2011,603,3,710,60168,SEAVIEW,7/28/2011 16:55,15,1125,13,78,,,12,35,710,345731,44,20,11,0,0,0,1,4,Lost,1,21
2011,603,3,710,60168,SEAVIEW,7/28/2011 16:55,15,1125,13,78,,,12,35,710,345731,45,8,22,1,0,0,14,1,Retained,1,22
2011,603,3,710,60168,SEAVIEW,7/28/2011 16:55,15,1125,13,78,,,12,35,710,345731,45,3,23,1,0,0,17,1,Retained,1,23
2011,603,3,710,60168,SEAVIEW,7/28/2011 16:55,15,1125,13,78,,,12,35,710,345731,47,8,11,7,0,0,16,1,Retained,1,24
2011,603,3,710,60168,SEAVIEW,7/28/2011 16:55,15,1125,13,78,,,12,35,710,345731,47,8,11,7,0,0,3,4,Lost,1,24
2011,603,3,710,60168,SEAVIEW,7/28/2011 16:55,15,1125,13,78,,,12,35,710,345731,45,8,4,3,0,0,26,1,Retained,1,25
2011,603,3,710,60168,SEAVIEW,7/29/2011 8:41,15,1125,13,78,,,13,33,710,345701,46,1,2,40,0,0,2,1,Retained,2,1
2011,603,3,710,60168,SEAVIEW,7/29/2011 8:41,15,1125,13,78,,,13,33,710,345701,42,3,7,20,0,0,9,1,Retained,2,2
2011,603,3,710,60168,SEAVIEW,7/29/2011 8:41,15,1125,13,78,,,13,33,710,345701,44,12,17,6,0,0,7,1,Retained,1,3
2011,603,3,710,60168,SEAVIEW,7/29/2011 8:41,15,1125,13,78,,,13,33,710,345701,44,12,17,6,0,0,1,4,Lost,1,3
2011,603,3,710,60168,SEAVIEW,7/29/2011 8:41,15,1125,13,78,,,13,33,710,345701,45,5,23,1,0,0,14,1,Retained,1,4
2011,603,3,710,60168,SEAVIEW,7/29/2011 8:41,15,1125,13,78,,,13,33,710,345701,43,15,10,8,0,0,8,1,Retained,1,5
2011,603,3,710,60168,SEAVIEW,7/29/2011 8:41,15,1125,13,78,,,13,33,710,345701,42,9,22,2,0,0,8,1,Retained,1,6
2011,603,3,710,60168,SEAVIEW,7/29/2011 8:41,15,1125,13,78,,,13,33,710,345701,44,3,17,0,0,0,20,1,Retained,1,7
2011,603,3,710,60168,SEAVIEW,7/29/2011 8:41,15,1125,13,78,,,13,33,710,345701,44,3,17,0,0,0,2,4,Lost,1,7
2011,603,3,710,60168,SEAVIEW,7/29/2011 8:41,15,1125,13,78,,,13,33,710,345701,45,3,26,1,0,0,13,1,Retained,1,8
2011,603,3,710,60168,SEAVIEW,7/29/2011 8:41,15,1125,13,78,,,13,33,710,345701,45,2,23,0,0,0,17,1,Retained,1,9
2011,603,3,710,60168,SEAVIEW,7/29/2011 8:41,15,1125,13,78,,,13,33,710,345701,45,2,23,0,0,0,2,4,Lost,1,9
2011,603,3,710,60168,SEAVIEW,7/29/2011 8:41,15,1125,13,78,,,13,33,710,345701,43,7,11,5,0,0,16,1,Retained,1,10
2011,603,3,710,60168,SEAVIEW,7/29/2011 8:41,15,1125,13,78,,,13,33,710,345701,46,10,12,0,0,0,21,1,Retained,1,11
2011,603,3,710,60168,SEAVIEW,7/29/2011 8:41,15,1125,13,78,,,13,33,710,345701,45,8,19,0,0,0,14,1,Retained,1,12
2011,603,3,710,60168,SEAVIEW,7/29/2011 8:41,15,1125,13,78,,,13,33,710,345701,45,7,21,0,0,0,15,1,Retained,1,13
2011,603,3,710,60168,SEAVIEW,7/29/2011 8:41,15,1125,13,78,,,13,33,710,345701,45,4,27,1,0,0,11,1,Retained,1,14
2011,603,3,710,60168,SEAVIEW,7/29/2011 8:41,15,1125,13,78,,,13,33,710,345701,45,4,27,1,0,0,1,4,Lost,1,14
2011,603,3,710,60168,SEAVIEW,7/29/2011 8:41,15,1125,13,78,,,13,33,710,345701,44,1,19,0,0,0,16,1,Retained,1,15
2011,603,3,710,60168,SEAVIEW,7/29/2011 8:41,15,1125,13,78,,,13,33,710,345701,44,1,19,0,0,0,3,4,Lost,1,15
2011,603,3,710,60168,SEAVIEW,7/29/2011 8:41,15,1125,13,78,,,13,33,710,345701,42,1,15,11,0,0,14,1,Retained,1,16
2011,603,3,710,60168,SEAVIEW,7/29/2011 8:41,15,1125,13,78,,,13,33,710,345701,47,5,16,1,0,0,22,1,Retained,1,17
2011,603,3,710,60168,SEAVIEW,7/29/2011 8:41,15,1125,13,78,,,13,33,710,345701,36,4,8,11,0,0,13,1,Retained,1,18
2011,603,3,710,60168,SEAVIEW,7/29/2011 8:41,15,1125,13,78,,,13,33,710,345701,44,10,13,0,0,0,18,1,Retained,1,19
2011,603,3,710,60168,SEAVIEW,7/29/2011 8:41,15,1125,13,78,,,13,33,710,345701,44,10,13,0,0,0,1,4,Lost,1,19
2011,603,3,710,60168,SEAVIEW,7/29/2011 8:41,15,1125,13,78,,,13,33,710,345701,39,13,5,1,0,0,15,1,Retained,1,20
2011,603,3,710,60168,SEAVIEW,7/29/2011 8:41,15,1125,13,78,,,13,33,710,345701,45,7,16,0,0,0,19,1,Retained,1,21
2011,603,3,710,60168,SEAVIEW,7/29/2011 8:41,15,1125,13,78,,,13,33,710,345701,44,5,12,3,0,0,19,1,Retained,1,22
2011,603,3,710,60168,SEAVIEW,7/29/2011 8:41,15,1125,13,78,,,13,33,710,345701,44,5,12,3,0,0,1,10,Discarded due to fleas,1,22
2011,603,3,710,60168,SEAVIEW,7/29/2011 8:41,15,1125,13,78,,,13,33,710,345701,44,11,5,1,0,0,24,1,Retained,1,23
2011,603,3,710,60168,SEAVIEW,7/29/2011 8:41,15,1125,13,78,,,13,33,710,345701,45,8,8,0,0,0,26,1,Retained,1,24
2011,603,3,710,60168,SEAVIEW,7/29/2011 8:41,15,1125,13,78,,,13,33,710,345701,44,9,8,1,0,0,21,1,Retained,1,25
2011,603,3,710,60168,SEAVIEW,7/29/2011 8:41,15,1125,13,78,,,13,33,710,345701,44,9,8,1,0,0,1,4,Lost,1,25
2011,603,3,710,60168,SEAVIEW,7/29/2011 8:41,15,1125,13,78,,,13,33,710,345701,44,9,8,1,0,0,1,10,Discarded due to fleas,1,25
2011,603,3,710,60168,SEAVIEW,7/29/2011 12:14,15,1125,13,78,,,14,30,710,345701,46,8,8,17,0,0,12,1,Retained,2,1
2011,603,3,710,60168,SEAVIEW,7/29/2011 12:14,15,1125,13,78,,,14,30,710,345701,46,8,8,17,0,0,1,4,Lost,2,1
2011,603,3,710,60168,SEAVIEW,7/29/2011 12:14,15,1125,13,78,,,14,30,710,345701,46,12,10,17,0,0,7,1,Retained,2,2
2011,603,3,710,60168,SEAVIEW,7/29/2011 12:14,15,1125,13,78,,,14,30,710,345701,45,14,15,6,0,0,8,1,Retained,1,3
2011,603,3,710,60168,SEAVIEW,7/29/2011 12:14,15,1125,13,78,,,14,30,710,345701,45,13,17,2,0,0,8,1,Retained,1,4
2011,603,3,710,60168,SEAVIEW,7/29/2011 12:14,15,1125,13,78,,,14,30,710,345701,50,10,26,6,0,0,6,1,Retained,1,5
2011,603,3,710,60168,SEAVIEW,7/29/2011 12:14,15,1125,13,78,,,14,30,710,345701,50,10,26,6,0,0,1,4,Lost,1,5
2011,603,3,710,60168,SEAVIEW,7/29/2011 12:14,15,1125,13,78,,,14,30,710,345701,45,6,29,0,0,0,8,1,Retained,1,6
2011,603,3,710,60168,SEAVIEW,7/29/2011 12:14,15,1125,13,78,,,14,30,710,345701,42,16,17,0,0,0,5,1,Retained,1,7
2011,603,3,710,60168,SEAVIEW,7/29/2011 12:14,15,1125,13,78,,,14,30,710,345701,44,15,22,1,0,0,5,1,Retained,1,8
2011,603,3,710,60168,SEAVIEW,7/29/2011 12:14,15,1125,13,78,,,14,30,710,345701,44,8,23,2,0,0,7,1,Retained,1,9
2011,603,3,710,60168,SEAVIEW,7/29/2011 12:14,15,1125,13,78,,,14,30,710,345701,45,9,29,0,0,0,4,1,Retained,1,10
2011,603,3,710,60168,SEAVIEW,7/29/2011 12:14,15,1125,13,78,,,14,30,710,345701,43,6,21,5,0,0,11,1,Retained,1,11
2011,603,3,710,60168,SEAVIEW,7/29/2011 12:14,15,1125,13,78,,,14,30,710,345701,45,5,31,0,0,0,9,1,Retained,1,12
2011,603,3,710,60168,SEAVIEW,7/29/2011 12:14,15,1125,13,78,,,14,30,710,345701,44,5,24,3,0,0,11,1,Retained,1,13
2011,603,3,710,60168,SEAVIEW,7/29/2011 12:14,15,1125,13,78,,,14,30,710,345701,44,17,15,1,0,0,9,1,Retained,1,14
2011,603,3,710,60168,SEAVIEW,7/29/2011 12:14,15,1125,13,78,,,14,30,710,345701,44,17,15,1,0,0,1,4,Lost,1,14
2011,603,3,710,60168,SEAVIEW,7/29/2011 12:14,15,1125,13,78,,,14,30,710,345701,45,10,20,2,0,0,12,1,Retained,1,15
2011,603,3,710,60168,SEAVIEW,7/29/2011 12:14,15,1125,13,78,,,14,30,710,345701,45,5,26,1,0,0,8,1,Retained,1,16
2011,603,3,710,60168,SEAVIEW,7/29/2011 12:14,15,1125,13,78,,,14,30,710,345701,45,13,19,2,0,0,9,1,Retained,1,17
2011,603,3,710,60168,SEAVIEW,7/29/2011 12:14,15,1125,13,78,,,14,30,710,345701,45,13,19,2,0,0,1,4,Lost,1,17
2011,603,3,710,60168,SEAVIEW,7/29/2011 12:14,15,1125,13,78,,,14,30,710,345701,43,10,13,0,0,0,16,1,Retained,1,18
2011,603,3,710,60168,SEAVIEW,7/29/2011 12:14,15,1125,13,78,,,14,30,710,345701,45,10,10,2,0,0,19,1,Retained,1,19
2011,603,3,710,60168,SEAVIEW,7/29/2011 12:14,15,1125,13,78,,,14,30,710,345701,45,10,10,2,0,0,1,10,Discarded due to fleas,1,19
2011,603,3,710,60168,SEAVIEW,7/29/2011 12:14,15,1125,13,78,,,14,30,710,345701,42,15,8,0,0,0,13,1,Retained,1,20
2011,603,3,710,60168,SEAVIEW,7/29/2011 12:14,15,1125,13,78,,,14,30,710,345701,42,15,8,0,0,0,1,10,Discarded due to fleas,1,20
2011,603,3,710,60168,SEAVIEW,7/29/2011 12:14,15,1125,13,78,,,14,30,710,345701,43,16,13,0,0,0,10,1,Retained,1,21
2011,603,3,710,60168,SEAVIEW,7/29/2011 12:14,15,1125,13,78,,,14,30,710,345701,43,16,13,0,0,0,1,10,Discarded due to fleas,1,21
2011,603,3,710,60168,SEAVIEW,7/29/2011 12:14,15,1125,13,78,,,14,30,710,345701,43,8,8,1,0,0,21,1,Retained,1,22
2011,603,3,710,60168,SEAVIEW,7/29/2011 12:14,15,1125,13,78,,,14,30,710,345701,43,8,8,1,0,0,2,10,Discarded due to fleas,1,22
2011,603,3,710,60168,SEAVIEW,7/29/2011 12:14,15,1125,13,78,,,14,30,710,345701,44,9,1,0,0,0,27,1,Retained,1,23
2011,603,3,710,60168,SEAVIEW,7/29/2011 12:14,15,1125,13,78,,,14,30,710,345701,44,9,1,0,0,0,1,4,Lost,1,23
2011,603,3,710,60168,SEAVIEW,7/29/2011 12:14,15,1125,13,78,,,14,30,710,345701,44,9,1,0,0,0,1,10,Discarded due to fleas,1,23
2011,603,3,710,60168,SEAVIEW,7/29/2011 12:14,15,1125,13,78,,,14,30,710,345701,45,14,8,1,0,0,22,1,Retained,1,24
2011,603,3,710,60168,SEAVIEW,7/29/2011 12:14,15,1125,13,78,,,14,30,710,345701,44,12,6,3,0,0,19,1,Retained,1,25
2011,603,3,710,60168,SEAVIEW,7/29/2011 12:14,15,1125,13,78,,,14,30,710,345701,44,12,6,3,0,0,1,4,Lost,1,25
2011,603,3,710,60168,SEAVIEW,7/29/2011 12:14,15,1125,13,78,,,14,30,710,345701,44,12,6,3,0,0,1,10,Discarded due to fleas,1,25
2011,603,3,710,60168,SEAVIEW,7/29/2011 14:41,15,1125,13,78,,,15,32,710,345701,47,9,19,5,0,0,6,1,Retained,1,1
2011,603,3,710,60168,SEAVIEW,7/29/2011 14:41,15,1125,13,78,,,15,32,710,345701,47,9,19,5,0,0,1,4,Lost,1,1
2011,603,3,710,60168,SEAVIEW,7/29/2011 14:41,15,1125,13,78,,,15,32,710,345701,45,14,11,10,0,0,3,1,Retained,1,2
2011,603,3,710,60168,SEAVIEW,7/29/2011 14:41,15,1125,13,78,,,15,32,710,345701,44,8,19,3,0,0,8,1,Retained,1,3
2011,603,3,710,60168,SEAVIEW,7/29/2011 14:41,15,1125,13,78,,,15,32,710,345701,44,8,19,3,0,0,1,4,Lost,1,3
2011,603,3,710,60168,SEAVIEW,7/29/2011 14:41,15,1125,13,78,,,15,32,710,345701,44,5,22,0,0,0,7,1,Retained,1,4
2011,603,3,710,60168,SEAVIEW,7/29/2011 14:41,15,1125,13,78,,,15,32,710,345701,45,8,24,1,0,0,10,1,Retained,1,5
2011,603,3,710,60168,SEAVIEW,7/29/2011 14:41,15,1125,13,78,,,15,32,710,345701,45,7,25,0,0,0,9,1,Retained,1,6
2011,603,3,710,60168,SEAVIEW,7/29/2011 14:41,15,1125,13,78,,,15,32,710,345701,46,5,26,0,0,0,10,1,Retained,1,7
2011,603,3,710,60168,SEAVIEW,7/29/2011 14:41,15,1125,13,78,,,15,32,710,345701,38,4,20,0,0,0,8,1,Retained,1,8
2011,603,3,710,60168,SEAVIEW,7/29/2011 14:41,15,1125,13,78,,,15,32,710,345701,38,4,20,0,0,0,1,3,"Discarded, too small",1,8
2011,603,3,710,60168,SEAVIEW,7/29/2011 14:41,15,1125,13,78,,,15,32,710,345701,45,10,15,0,0,0,11,1,Retained,1,9
2011,603,3,710,60168,SEAVIEW,7/29/2011 14:41,15,1125,13,78,,,15,32,710,345701,45,17,12,1,0,0,9,1,Retained,1,10
2011,603,3,710,60168,SEAVIEW,7/29/2011 14:41,15,1125,13,78,,,15,32,710,345701,45,11,21,1,0,0,11,1,Retained,1,11
2011,603,3,710,60168,SEAVIEW,7/29/2011 14:41,15,1125,13,78,,,15,32,710,345701,45,11,11,2,0,0,15,1,Retained,1,12
2011,603,3,710,60168,SEAVIEW,7/29/2011 14:41,15,1125,13,78,,,15,32,710,345701,45,11,11,2,0,0,1,4,Lost,1,12
2011,603,3,710,60168,SEAVIEW,7/29/2011 14:41,15,1125,13,78,,,15,32,710,345701,44,9,19,0,0,0,13,1,Retained,1,13
2011,603,3,710,60168,SEAVIEW,7/29/2011 14:41,15,1125,13,78,,,15,32,710,345701,45,5,30,0,0,0,8,1,Retained,1,14
2011,603,3,710,60168,SEAVIEW,7/29/2011 14:41,15,1125,13,78,,,15,32,710,345701,45,1,27,1,0,0,14,1,Retained,1,15
2011,603,3,710,60168,SEAVIEW,7/29/2011 14:41,15,1125,13,78,,,15,32,710,345701,46,8,23,2,0,0,13,1,Retained,1,16
2011,603,3,710,60168,SEAVIEW,7/29/2011 14:41,15,1125,13,78,,,15,32,710,345701,44,7,20,0,0,0,12,1,Retained,1,17
2011,603,3,710,60168,SEAVIEW,7/29/2011 14:41,15,1125,13,78,,,15,32,710,345701,45,15,12,2,0,0,15,1,Retained,1,18
2011,603,3,710,60168,SEAVIEW,7/29/2011 14:41,15,1125,13,78,,,15,32,710,345701,46,11,15,0,0,0,17,1,Retained,1,19
2011,603,3,710,60168,SEAVIEW,7/29/2011 14:41,15,1125,13,78,,,15,32,710,345701,45,16,3,0,0,0,22,1,Retained,1,20
2011,603,3,710,60168,SEAVIEW,7/29/2011 14:41,15,1125,13,78,,,15,32,710,345701,45,11,15,1,0,0,13,1,Retained,1,21
2011,603,3,710,60168,SEAVIEW,7/29/2011 14:41,15,1125,13,78,,,15,32,710,345701,45,9,8,9,0,0,15,1,Retained,1,22
2011,603,3,710,60168,SEAVIEW,7/29/2011 14:41,15,1125,13,78,,,15,32,710,345701,46,5,16,4,0,0,16,1,Retained,1,23
2011,603,3,710,60168,SEAVIEW,7/29/2011 14:41,15,1125,13,78,,,15,32,710,345701,42,14,7,0,0,0,18,1,Retained,1,24
2011,603,3,710,60168,SEAVIEW,7/29/2011 14:41,15,1125,13,78,,,15,32,710,345701,42,14,8,3,0,0,11,1,Retained,1,25
2011,603,3,710,60168,SEAVIEW,7/29/2011 14:41,15,1125,13,78,,,15,32,710,345701,42,14,8,3,0,0,2,11,Discarded due to sharks,1,25
2012,603,1,710,33468,MASONIC,7/25/2012 9:07,14,1125,13,78,20,20,1,8,710,345631,46,17,4,1,0,0,22,1,Retained,1,1
2012,603,1,710,33468,MASONIC,7/25/2012 9:07,14,1125,13,78,20,20,1,8,710,345631,46,17,4,1,0,0,2,4,Lost,1,1
2012,603,1,710,33468,MASONIC,7/25/2012 9:07,14,1125,13,78,20,20,1,8,710,345631,45,3,12,0,0,0,20,1,Retained,1,2
2012,603,1,710,33468,MASONIC,7/25/2012 9:07,14,1125,13,78,20,20,1,8,710,345631,45,3,12,0,0,0,4,4,Lost,1,2
2012,603,1,710,33468,MASONIC,7/25/2012 9:07,14,1125,13,78,20,20,1,8,710,345631,45,11,8,2,0,0,18,1,Retained,1,3
2012,603,1,710,33468,MASONIC,7/25/2012 9:07,14,1125,13,78,20,20,1,8,710,345631,43,11,12,0,0,0,18,1,Retained,1,4
2012,603,1,710,33468,MASONIC,7/25/2012 9:07,14,1125,13,78,20,20,1,8,710,345631,44,9,12,1,0,0,19,1,Retained,1,5
2012,603,1,710,33468,MASONIC,7/25/2012 9:07,14,1125,13,78,20,20,1,8,710,345631,45,10,8,0,0,0,26,1,Retained,1,6
2012,603,1,710,33468,MASONIC,7/25/2012 9:07,14,1125,13,78,20,20,1,8,710,345631,44,10,9,0,0,0,24,1,Retained,1,7
2012,603,1,710,33468,MASONIC,7/25/2012 9:07,14,1125,13,78,20,20,1,8,710,345631,46,17,2,0,0,0,25,1,Retained,1,8
2012,603,1,710,33468,MASONIC,7/25/2012 9:07,14,1125,13,78,20,20,1,8,710,345631,44,9,7,4,0,0,21,1,Retained,1,9
2012,603,1,710,33468,MASONIC,7/25/2012 9:07,14,1125,13,78,20,20,1,8,710,345631,46,15,10,0,0,0,18,1,Retained,1,10
2012,603,1,710,33468,MASONIC,7/25/2012 9:07,14,1125,13,78,20,20,1,8,710,345631,45,14,8,1,0,0,20,1,Retained,1,11
2012,603,1,710,33468,MASONIC,7/25/2012 9:07,14,1125,13,78,20,20,1,8,710,345631,43,19,5,1,0,0,18,1,Retained,1,12
2012,603,1,710,33468,MASONIC,7/25/2012 9:07,14,1125,13,78,20,20,1,8,710,345631,44,12,6,0,0,0,21,1,Retained,1,13
2012,603,1,710,33468,MASONIC,7/25/2012 9:07,14,1125,13,78,20,20,1,8,710,345631,44,12,6,0,0,0,3,4,Lost,1,13
2012,603,1,710,33468,MASONIC,7/25/2012 9:07,14,1125,13,78,20,20,1,8,710,345631,45,21,7,0,0,0,11,1,Retained,1,14
2012,603,1,710,33468,MASONIC,7/25/2012 9:07,14,1125,13,78,20,20,1,8,710,345631,45,21,7,0,0,0,3,4,Lost,1,14
2012,603,1,710,33468,MASONIC,7/25/2012 9:07,14,1125,13,78,20,20,1,8,710,345631,45,8,21,1,0,0,13,1,Retained,1,15
2012,603,1,710,33468,MASONIC,7/25/2012 9:07,14,1125,13,78,20,20,1,8,710,345631,46,9,20,1,0,0,12,1,Retained,1,16
2012,603,1,710,33468,MASONIC,7/25/2012 9:07,14,1125,13,78,20,20,1,8,710,345631,46,9,20,1,0,0,1,4,Lost,1,16
2012,603,1,710,33468,MASONIC,7/25/2012 9:07,14,1125,13,78,20,20,1,8,710,345631,45,12,10,0,0,0,14,1,Retained,1,17
2012,603,1,710,33468,MASONIC,7/25/2012 9:07,14,1125,13,78,20,20,1,8,710,345631,45,12,10,0,0,0,2,4,Lost,1,17
2012,603,1,710,33468,MASONIC,7/25/2012 9:07,14,1125,13,78,20,20,1,8,710,345631,45,16,2,0,0,0,25,1,Retained,1,18
2012,603,1,710,33468,MASONIC,7/25/2012 9:07,14,1125,13,78,20,20,1,8,710,345631,44,15,7,0,0,0,20,1,Retained,1,19
2012,603,1,710,33468,MASONIC,7/25/2012 9:07,14,1125,13,78,20,20,1,8,710,345631,45,16,1,0,0,0,26,1,Retained,1,20
2012,603,1,710,33468,MASONIC,7/25/2012 9:07,14,1125,13,78,20,20,1,8,710,345631,46,12,11,0,0,0,21,1,Retained,1,21
2012,603,1,710,33468,MASONIC,7/25/2012 9:07,14,1125,13,78,20,20,1,8,710,345631,46,12,11,0,0,0,1,4,Lost,1,21
2012,603,1,710,33468,MASONIC,7/25/2012 9:07,14,1125,13,78,20,20,1,8,710,345631,46,6,14,0,0,0,22,1,Retained,1,22
2012,603,1,710,33468,MASONIC,7/25/2012 9:07,14,1125,13,78,20,20,1,8,710,345631,46,6,14,0,0,0,1,4,Lost,1,22
2012,603,1,710,33468,MASONIC,7/25/2012 9:07,14,1125,13,78,20,20,1,8,710,345631,44,8,10,0,0,0,25,1,Retained,1,23
2012,603,1,710,33468,MASONIC,7/25/2012 9:07,14,1125,13,78,20,20,1,8,710,345631,45,7,15,0,0,0,22,1,Retained,1,24
2012,603,1,710,33468,MASONIC,7/25/2012 9:07,14,1125,13,78,20,20,1,8,710,345631,45,16,2,1,0,0,21,1,Retained,1,25
2012,603,1,710,33468,MASONIC,7/25/2012 13:03,14,1125,13,78,20,20,2,4,710,345631,45,25,2,0,0,0,14,1,Retained,1,1
2012,603,1,710,33468,MASONIC,7/25/2012 13:03,14,1125,13,78,20,20,2,4,710,345631,45,25,2,0,0,0,2,4,Lost,1,1
2012,603,1,710,33468,MASONIC,7/25/2012 13:03,14,1125,13,78,20,20,2,4,710,345631,45,29,0,0,0,0,15,1,Retained,1,2
2012,603,1,710,33468,MASONIC,7/25/2012 13:03,14,1125,13,78,20,20,2,4,710,345631,45,29,0,0,0,0,1,4,Lost,1,2
2012,603,1,710,33468,MASONIC,7/25/2012 13:03,14,1125,13,78,20,20,2,4,710,345631,44,34,0,4,0,0,5,1,Retained,1,3
2012,603,1,710,33468,MASONIC,7/25/2012 13:03,14,1125,13,78,20,20,2,4,710,345631,44,34,0,4,0,0,1,4,Lost,1,3
2012,603,1,710,33468,MASONIC,7/25/2012 13:03,14,1125,13,78,20,20,2,4,710,345631,42,19,0,0,0,0,18,1,Retained,1,4
2012,603,1,710,33468,MASONIC,7/25/2012 13:03,14,1125,13,78,20,20,2,4,710,345631,42,19,0,0,0,0,3,4,Lost,1,4
2012,603,1,710,33468,MASONIC,7/25/2012 13:03,14,1125,13,78,20,20,2,4,710,345631,45,21,0,0,0,0,16,1,Retained,1,5
2012,603,1,710,33468,MASONIC,7/25/2012 13:03,14,1125,13,78,20,20,2,4,710,345631,45,21,0,0,0,0,3,4,Lost,1,5
2012,603,1,710,33468,MASONIC,7/25/2012 13:03,14,1125,13,78,20,20,2,4,710,345631,45,20,1,2,0,0,13,1,Retained,1,6
2012,603,1,710,33468,MASONIC,7/25/2012 13:03,14,1125,13,78,20,20,2,4,710,345631,45,20,1,2,0,0,6,4,Lost,1,6
2012,603,1,710,33468,MASONIC,7/25/2012 13:03,14,1125,13,78,20,20,2,4,710,345631,45,19,0,0,0,0,24,1,Retained,1,7
2012,603,1,710,33468,MASONIC,7/25/2012 13:03,14,1125,13,78,20,20,2,4,710,345631,45,19,0,0,0,0,2,4,Lost,1,7
2012,603,1,710,33468,MASONIC,7/25/2012 13:03,14,1125,13,78,20,20,2,4,710,345631,46,26,0,0,0,0,15,1,Retained,1,8
2012,603,1,710,33468,MASONIC,7/25/2012 13:03,14,1125,13,78,20,20,2,4,710,345631,46,26,0,0,0,0,3,4,Lost,1,8
2012,603,1,710,33468,MASONIC,7/25/2012 13:03,14,1125,13,78,20,20,2,4,710,345631,46,22,0,8,0,0,9,1,Retained,1,9
2012,603,1,710,33468,MASONIC,7/25/2012 13:03,14,1125,13,78,20,20,2,4,710,345631,46,22,0,8,0,0,4,4,Lost,1,9
2012,603,1,710,33468,MASONIC,7/25/2012 13:03,14,1125,13,78,20,20,2,4,710,345631,43,30,2,0,0,0,8,1,Retained,1,10
2012,603,1,710,33468,MASONIC,7/25/2012 13:03,14,1125,13,78,20,20,2,4,710,345631,43,30,2,0,0,0,3,4,Lost,1,10
2012,603,1,710,33468,MASONIC,7/25/2012 13:03,14,1125,13,78,20,20,2,4,710,345631,46,29,1,4,0,0,11,1,Retained,1,11
2012,603,1,710,33468,MASONIC,7/25/2012 13:03,14,1125,13,78,20,20,2,4,710,345631,46,29,1,4,0,0,1,4,Lost,1,11
2012,603,1,710,33468,MASONIC,7/25/2012 13:03,14,1125,13,78,20,20,2,4,710,345631,45,20,1,2,0,0,19,1,Retained,1,12
2012,603,1,710,33468,MASONIC,7/25/2012 13:03,14,1125,13,78,20,20,2,4,710,345631,45,20,1,2,0,0,2,4,Lost,1,12
2012,603,1,710,33468,MASONIC,7/25/2012 13:03,14,1125,13,78,20,20,2,4,710,345631,46,25,0,0,0,0,15,1,Retained,1,13
2012,603,1,710,33468,MASONIC,7/25/2012 13:03,14,1125,13,78,20,20,2,4,710,345631,46,25,0,0,0,0,5,4,Lost,1,13
2012,603,1,710,33468,MASONIC,7/25/2012 13:03,14,1125,13,78,20,20,2,4,710,345631,46,26,0,0,0,0,15,1,Retained,1,14
2012,603,1,710,33468,MASONIC,7/25/2012 13:03,14,1125,13,78,20,20,2,4,710,345631,46,26,0,0,0,0,2,4,Lost,1,14
2012,603,1,710,33468,MASONIC,7/25/2012 13:03,14,1125,13,78,20,20,2,4,710,345631,46,29,0,1,0,0,13,1,Retained,1,15
