year,Mgmt_area,Project_cde,trip_no,Adfg,Vessel,date,julian_day,Stat,Spp_cde,set,start_lat,start_lon,end_lat,end_lon,depth,length,weight,age,Sex,Maturity,age_type_code,age_readability,tag_no,discard_status,release_condition_cde
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345701,710,2,57.157833,-134.714,57.1895,-134.767833,636.4224,50,NA,4,Female,0,01,03,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345701,710,2,57.157833,-134.714,57.1895,-134.767833,636.4224,50,NA,5,Male,0,01,03,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345701,710,2,57.157833,-134.714,57.1895,-134.767833,636.4224,48,NA,5,Female,0,01,02,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345631,710,3,56.874,-134.629667,56.883666999999996,-134.561833,672.9984000000001,48,NA,6,Male,0,01,03,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345631,710,4,56.7995,-134.555167,56.796333,-134.627667,724.2048000000001,47,NA,2,Female,0,01,03,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345631,710,4,56.7995,-134.555167,56.796333,-134.627667,724.2048000000001,45,NA,3,Male,0,01,03,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345631,710,4,56.7995,-134.555167,56.796333,-134.627667,724.2048000000001,49,NA,3,Male,0,01,03,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345631,710,4,56.7995,-134.555167,56.796333,-134.627667,724.2048000000001,46,NA,3,Male,0,01,03,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345631,710,4,56.7995,-134.555167,56.796333,-134.627667,724.2048000000001,49,NA,5,Female,0,01,02,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345631,710,4,56.7995,-134.555167,56.796333,-134.627667,724.2048000000001,51,NA,6,Male,0,01,03,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345631,710,4,56.7995,-134.555167,56.796333,-134.627667,724.2048000000001,50,NA,6,Male,0,01,03,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345631,710,4,56.7995,-134.555167,56.796333,-134.627667,724.2048000000001,51,NA,6,Male,0,01,03,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345631,710,4,56.7995,-134.555167,56.796333,-134.627667,724.2048000000001,43,NA,2,Female,0,01,03,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345631,710,5,56.7085,-134.566,56.683167,-134.608667,685.8000000000001,49,NA,4,Female,0,01,03,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345631,710,5,56.7085,-134.566,56.683167,-134.608667,685.8000000000001,50,NA,6,Female,0,01,03,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345631,710,5,56.7085,-134.566,56.683167,-134.608667,685.8000000000001,46,NA,3,Male,0,01,03,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345603,710,11,56.462500000000006,-134.601167,56.421667,-134.591,572.4144,46,NA,2,Male,0,01,03,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345603,710,11,56.462500000000006,-134.601167,56.421667,-134.591,572.4144,47,NA,3,Female,0,01,03,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345603,710,12,56.338167,-134.4875,56.383666999999996,-134.466833,715.0608000000001,50,NA,5,Male,0,01,03,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345631,710,15,56.873667,-134.6685,56.867166999999995,-134.59650000000002,665.6832,47,NA,3,Female,0,01,03,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345631,710,17,56.9195,-134.63750000000002,56.903166999999996,-134.578833,656.5392,49,NA,2,Female,0,01,03,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345631,710,17,56.9195,-134.63750000000002,56.903166999999996,-134.578833,656.5392,45,NA,2,Female,0,01,03,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345631,710,17,56.9195,-134.63750000000002,56.903166999999996,-134.578833,656.5392,44,NA,2,Female,0,01,01,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345701,710,18,57.069666999999995,-134.754833,57.026832999999996,-134.732833,614.4768,45,NA,4,Female,0,01,03,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345701,710,18,57.069666999999995,-134.754833,57.026832999999996,-134.732833,614.4768,49,NA,4,Female,0,01,03,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345701,710,20,57.328167,-134.670167,57.3725,-134.663,592.5312,50,NA,3,Female,0,01,03,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345701,710,20,57.328167,-134.670167,57.3725,-134.663,592.5312,50,NA,3,Male,0,01,03,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345701,710,21,57.435167,-134.726333,57.460333,-134.674833,544.9824,49,NA,3,Female,0,01,03,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345701,710,21,57.435167,-134.726333,57.460333,-134.674833,544.9824,49,NA,4,Male,0,01,03,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345701,710,21,57.435167,-134.726333,57.460333,-134.674833,544.9824,48,NA,3,Female,0,01,03,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345701,710,21,57.435167,-134.726333,57.460333,-134.674833,544.9824,50,NA,4,Female,0,01,03,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345701,710,21,57.435167,-134.726333,57.460333,-134.674833,544.9824,50,NA,5,Male,0,01,03,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345701,710,21,57.435167,-134.726333,57.460333,-134.674833,544.9824,49,NA,3,Female,0,01,03,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345701,710,23,57.401666999999996,-134.67933299999999,57.440667,-134.672,526.6944,50,NA,6,Male,0,01,03,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345701,710,23,57.401666999999996,-134.67933299999999,57.440667,-134.672,526.6944,49,NA,5,Male,0,01,03,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345701,710,23,57.401666999999996,-134.67933299999999,57.440667,-134.672,526.6944,49,NA,5,Male,0,01,03,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345701,710,23,57.401666999999996,-134.67933299999999,57.440667,-134.672,526.6944,48,NA,6,Female,0,01,03,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345731,710,24,57.611667,-134.83950000000002,57.600500000000004,-134.7705,579.7296,47,NA,4,Female,0,01,03,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345731,710,25,57.845333,-134.864833,57.801832999999995,-134.876833,515.7216000000001,50,NA,4,Male,0,01,03,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345731,710,25,57.845333,-134.864833,57.801832999999995,-134.876833,515.7216000000001,49,NA,2,Female,0,01,03,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345731,710,26,57.710833,-134.761833,57.752832999999995,-134.788667,517.5504000000001,50,NA,3,Male,0,01,03,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345731,710,26,57.710833,-134.761833,57.752832999999995,-134.788667,517.5504000000001,49,NA,8,Female,0,01,02,T-,NA,NA
2002,NSEI,11,1,25080,MISS CONCEPTION,NA,NA,345731,710,26,57.710833,-134.761833,57.752832999999995,-134.788667,517.5504000000001,49,NA,5,Male,0,01,03,T-,NA,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,1,57.463832999999994,-134.68366699999999,57.438666999999995,-134.722333,532.1808,70,NA,10,Female,1,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,1,57.463832999999994,-134.68366699999999,57.438666999999995,-134.722333,532.1808,58,NA,4,Female,1,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,1,57.463832999999994,-134.68366699999999,57.438666999999995,-134.722333,532.1808,65,NA,4,Female,1,01,01,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,1,57.463832999999994,-134.68366699999999,57.438666999999995,-134.722333,532.1808,52,NA,3,Male,0,01,01,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,1,57.463832999999994,-134.68366699999999,57.438666999999995,-134.722333,532.1808,53,NA,3,Female,0,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,1,57.463832999999994,-134.68366699999999,57.438666999999995,-134.722333,532.1808,62,NA,6,Female,1,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,1,57.463832999999994,-134.68366699999999,57.438666999999995,-134.722333,532.1808,53,NA,4,Female,0,01,03,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,1,57.463832999999994,-134.68366699999999,57.438666999999995,-134.722333,532.1808,50,NA,4,Male,0,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,1,57.463832999999994,-134.68366699999999,57.438666999999995,-134.722333,532.1808,64,NA,6,Female,1,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,1,57.463832999999994,-134.68366699999999,57.438666999999995,-134.722333,532.1808,57,NA,7,Male,1,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,1,57.463832999999994,-134.68366699999999,57.438666999999995,-134.722333,532.1808,53,NA,3,Female,0,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,1,57.463832999999994,-134.68366699999999,57.438666999999995,-134.722333,532.1808,51,NA,3,Female,0,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,1,57.463832999999994,-134.68366699999999,57.438666999999995,-134.722333,532.1808,65,NA,5,Female,1,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,1,57.463832999999994,-134.68366699999999,57.438666999999995,-134.722333,532.1808,62,NA,8,Female,1,01,03,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,1,57.463832999999994,-134.68366699999999,57.438666999999995,-134.722333,532.1808,49,NA,2,Female,0,01,01,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,1,57.463832999999994,-134.68366699999999,57.438666999999995,-134.722333,532.1808,50,NA,2,Male,0,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,1,57.463832999999994,-134.68366699999999,57.438666999999995,-134.722333,532.1808,62,NA,5,Male,1,01,03,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,1,57.463832999999994,-134.68366699999999,57.438666999999995,-134.722333,532.1808,64,NA,6,Male,1,01,03,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,1,57.463832999999994,-134.68366699999999,57.438666999999995,-134.722333,532.1808,63,NA,9,Male,1,01,03,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,1,57.463832999999994,-134.68366699999999,57.438666999999995,-134.722333,532.1808,51,NA,4,Male,0,01,03,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,1,57.463832999999994,-134.68366699999999,57.438666999999995,-134.722333,532.1808,66,NA,8,Female,1,01,03,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,1,57.463832999999994,-134.68366699999999,57.438666999999995,-134.722333,532.1808,64,NA,6,Female,1,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,1,57.463832999999994,-134.68366699999999,57.438666999999995,-134.722333,532.1808,46,NA,3,Male,0,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,1,57.463832999999994,-134.68366699999999,57.438666999999995,-134.722333,532.1808,68,NA,7,Female,1,01,03,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,1,57.463832999999994,-134.68366699999999,57.438666999999995,-134.722333,532.1808,70,NA,6,Female,1,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,1,57.463832999999994,-134.68366699999999,57.438666999999995,-134.722333,532.1808,70,NA,8,Female,1,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,1,57.463832999999994,-134.68366699999999,57.438666999999995,-134.722333,532.1808,60,NA,18,Male,1,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,1,57.463832999999994,-134.68366699999999,57.438666999999995,-134.722333,532.1808,60,NA,10,Male,1,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,1,57.463832999999994,-134.68366699999999,57.438666999999995,-134.722333,532.1808,61,NA,6,Male,1,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,1,57.463832999999994,-134.68366699999999,57.438666999999995,-134.722333,532.1808,58,NA,9,Male,1,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,1,57.463832999999994,-134.68366699999999,57.438666999999995,-134.722333,532.1808,57,NA,7,Male,0,01,03,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,1,57.463832999999994,-134.68366699999999,57.438666999999995,-134.722333,532.1808,52,NA,6,Female,0,01,03,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345731,710,2,57.615167,-134.83350000000002,57.590332999999994,-134.7895,583.3872,57,NA,6,Male,0,01,02,T-,Retained; Bio. sample,NA
