year,Mgmt_area,Project_cde,trip_no,Adfg,Vessel,date,julian_day,Stat,Spp_cde,set,start_lat,start_lon,end_lat,end_lon,depth,length,weight,age,Sex,Maturity,age_type_code,age_readability,tag_no,discard_status,release_condition_cde
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345731,710,2,57.615167,-134.83350000000002,57.590332999999994,-134.7895,583.3872,69,NA,8,Female,1,01,03,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345731,710,2,57.615167,-134.83350000000002,57.590332999999994,-134.7895,583.3872,61,NA,5,Male,1,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345731,710,2,57.615167,-134.83350000000002,57.590332999999994,-134.7895,583.3872,65,NA,9,Female,1,01,03,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345731,710,2,57.615167,-134.83350000000002,57.590332999999994,-134.7895,583.3872,69,NA,9,Female,1,01,03,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345731,710,2,57.615167,-134.83350000000002,57.590332999999994,-134.7895,583.3872,73,NA,9,Female,1,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345731,710,2,57.615167,-134.83350000000002,57.590332999999994,-134.7895,583.3872,64,NA,10,Male,1,01,03,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345731,710,2,57.615167,-134.83350000000002,57.590332999999994,-134.7895,583.3872,73,NA,8,Female,1,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345731,710,2,57.615167,-134.83350000000002,57.590332999999994,-134.7895,583.3872,73,NA,5,Female,1,01,03,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345731,710,2,57.615167,-134.83350000000002,57.590332999999994,-134.7895,583.3872,71,NA,15,Female,1,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345731,710,2,57.615167,-134.83350000000002,57.590332999999994,-134.7895,583.3872,74,NA,38,Male,1,01,03,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345731,710,2,57.615167,-134.83350000000002,57.590332999999994,-134.7895,583.3872,76,NA,10,Female,1,01,03,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345731,710,2,57.615167,-134.83350000000002,57.590332999999994,-134.7895,583.3872,70,NA,5,Female,1,01,03,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,3,57.3825,-134.6705,57.399,-134.718833,581.5584,64,NA,7,Male,1,01,03,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,3,57.3825,-134.6705,57.399,-134.718833,581.5584,71,NA,21,Female,1,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,3,57.3825,-134.6705,57.399,-134.718833,581.5584,72,NA,6,Male,1,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,3,57.3825,-134.6705,57.399,-134.718833,581.5584,59,NA,4,Male,1,01,03,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,3,57.3825,-134.6705,57.399,-134.718833,581.5584,66,NA,5,Male,1,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,3,57.3825,-134.6705,57.399,-134.718833,581.5584,65,NA,4,Female,0,01,01,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,3,57.3825,-134.6705,57.399,-134.718833,581.5584,64,NA,7,Male,0,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,3,57.3825,-134.6705,57.399,-134.718833,581.5584,57,NA,8,Male,1,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,3,57.3825,-134.6705,57.399,-134.718833,581.5584,54,NA,4,Female,0,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,3,57.3825,-134.6705,57.399,-134.718833,581.5584,63,NA,5,Male,1,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,3,57.3825,-134.6705,57.399,-134.718833,581.5584,59,NA,8,Male,1,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,3,57.3825,-134.6705,57.399,-134.718833,581.5584,63,NA,3,Female,0,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,3,57.3825,-134.6705,57.399,-134.718833,581.5584,63,NA,10,Male,1,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,3,57.3825,-134.6705,57.399,-134.718833,581.5584,52,NA,3,Male,0,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,3,57.3825,-134.6705,57.399,-134.718833,581.5584,67,NA,7,Female,1,01,03,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,3,57.3825,-134.6705,57.399,-134.718833,581.5584,62,NA,10,Male,1,01,03,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,3,57.3825,-134.6705,57.399,-134.718833,581.5584,61,NA,6,Male,1,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,3,57.3825,-134.6705,57.399,-134.718833,581.5584,65,NA,4,Female,1,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,3,57.3825,-134.6705,57.399,-134.718833,581.5584,70,NA,7,Female,1,01,03,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,3,57.3825,-134.6705,57.399,-134.718833,581.5584,68,NA,8,Male,1,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,3,57.3825,-134.6705,57.399,-134.718833,581.5584,62,NA,4,Male,0,01,01,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,3,57.3825,-134.6705,57.399,-134.718833,581.5584,73,NA,27,Male,1,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,3,57.3825,-134.6705,57.399,-134.718833,581.5584,61,NA,9,Male,1,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345701,710,3,57.3825,-134.6705,57.399,-134.718833,581.5584,101,NA,41,Female,1,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345731,710,4,57.709666999999996,-134.764667,57.7395,-134.786167,528.5232,67,NA,7,Male,1,01,03,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345731,710,4,57.709666999999996,-134.764667,57.7395,-134.786167,528.5232,68,NA,8,Female,1,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345731,710,4,57.709666999999996,-134.764667,57.7395,-134.786167,528.5232,73,NA,7,Female,1,01,03,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345731,710,4,57.709666999999996,-134.764667,57.7395,-134.786167,528.5232,64,NA,5,Female,1,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345731,710,4,57.709666999999996,-134.764667,57.7395,-134.786167,528.5232,64,NA,4,Male,1,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345731,710,4,57.709666999999996,-134.764667,57.7395,-134.786167,528.5232,63,NA,7,Female,1,01,03,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345731,710,4,57.709666999999996,-134.764667,57.7395,-134.786167,528.5232,66,NA,8,Male,1,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345731,710,4,57.709666999999996,-134.764667,57.7395,-134.786167,528.5232,61,NA,5,Female,0,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345731,710,4,57.709666999999996,-134.764667,57.7395,-134.786167,528.5232,71,NA,7,Male,1,01,03,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345731,710,4,57.709666999999996,-134.764667,57.7395,-134.786167,528.5232,73,NA,8,Female,1,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345731,710,4,57.709666999999996,-134.764667,57.7395,-134.786167,528.5232,53,NA,4,Female,0,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345731,710,4,57.709666999999996,-134.764667,57.7395,-134.786167,528.5232,62,NA,5,Male,0,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345731,710,4,57.709666999999996,-134.764667,57.7395,-134.786167,528.5232,60,NA,6,Male,1,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345731,710,4,57.709666999999996,-134.764667,57.7395,-134.786167,528.5232,58,NA,3,Female,0,01,03,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345731,710,4,57.709666999999996,-134.764667,57.7395,-134.786167,528.5232,69,NA,8,Female,1,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345731,710,4,57.709666999999996,-134.764667,57.7395,-134.786167,528.5232,65,NA,7,Male,1,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345731,710,4,57.709666999999996,-134.764667,57.7395,-134.786167,528.5232,62,NA,8,Female,0,01,03,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345731,710,4,57.709666999999996,-134.764667,57.7395,-134.786167,528.5232,59,NA,4,Female,0,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345803,710,5,58.056166999999995,-134.929167,58.023332999999994,-134.905667,555.9552,60,NA,6,Male,0,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345803,710,5,58.056166999999995,-134.929167,58.023332999999994,-134.905667,555.9552,54,NA,3,Male,0,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345803,710,5,58.056166999999995,-134.929167,58.023332999999994,-134.905667,555.9552,54,NA,3,Male,0,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345803,710,5,58.056166999999995,-134.929167,58.023332999999994,-134.905667,555.9552,61,NA,10,Male,1,01,02,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345803,710,5,58.056166999999995,-134.929167,58.023332999999994,-134.905667,555.9552,61,NA,6,Male,1,01,03,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345803,710,5,58.056166999999995,-134.929167,58.023332999999994,-134.905667,555.9552,57,NA,3,Female,0,01,03,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345803,710,5,58.056166999999995,-134.929167,58.023332999999994,-134.905667,555.9552,67,NA,7,Female,1,01,03,T-,Retained; Bio. sample,NA
2006,NSEI,11,1,40917,ZOLOTOI,NA,NA,345803,710,5,58.056166999999995,-134.929167,58.023332999999994,-134.905667,555.9552,65,NA,7,Male,1,01,03,T-,Retained; Bio. sample,NA
