Category,Time,Stratum,Units,Estimate,Std. Error for Estimate,Std. Error for ln(Estimate)
1,1997,Stratum_1, [kg],143.6817045,4.570283151,0.032030739
1,1998,Stratum_1, [kg],153.1319075,4.793725943,0.031525524
1,1999,Stratum_1, [kg],147.5065235,4.638521283,0.031664994
1,2000,Stratum_1, [kg],126.2045389,4.01995221,0.032073124
1,2001,Stratum_1, [kg],186.3566536,5.955037458,0.032180035
1,2002,Stratum_1, [kg],161.9170594,5.115773084,0.031814902
1,2003,Stratum_1, [kg],172.5839946,5.427582105,0.031670991
1,2004,Stratum_1, [kg],158.9349996,5.004707658,0.031710492
1,2005,Stratum_1, [kg],189.0080233,5.981809767,0.031874051
1,2006,Stratum_1, [kg],160.6527927,5.114143045,0.032060968
1,2007,Stratum_1, [kg],168.1359253,5.310042689,0.031806984
1,2008,Stratum_1, [kg],165.8594272,5.320459775,0.03231097
1,2009,Stratum_1, [kg],164.0004597,5.204796498,0.031962984
1,2010,Stratum_1, [kg],160.7119271,5.095720849,0.031936478
1,2011,Stratum_1, [kg],188.9439709,5.994878555,0.031954247
1,2012,Stratum_1, [kg],202.7616668,6.36794075,0.03162706
1,2013,Stratum_1, [kg],154.725839,4.866825936,0.031674061
1,2014,Stratum_1, [kg],156.3325561,4.948107323,0.031874527
1,2015,Stratum_1, [kg],133.9235428,4.25515601,0.031997969
1,2016,Stratum_1, [kg],151.044016,4.918998132,0.032798801
1,2017,Stratum_1, [kg],168.9817579,5.564306562,0.033165096
1,2018,Stratum_1, [kg],155.9585989,5.061019766,0.032682062
1,2019,Stratum_1, [kg],141.5602726,4.83708963,0.034428129
1,2020,Stratum_1, [kg],265.7313994,8.622782528,0.032676522
1,2021,Stratum_1, [kg],251.7558758,8.690777113,0.034787738
