mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
-17.615078574291562,5.307508696349979e-4,0.04392838144347529,-17.70096669099011,-17.645094101984164,-17.61517909919248,-17.585080845826553,-17.5288419166672,6850.2902761029645,1.0002555154362527
-16.912212249512287,2.481123642913259e-4,0.02451580151017526,-16.959596326362192,-16.928516490128835,-16.912335800698898,-16.89545339723479,-16.864124061769527,9763.27177148611,0.9992253670107286
-16.276937638513534,2.4010468439092608e-4,0.02353332784867403,-16.323135340087394,-16.29279351960776,-16.276994550411985,-16.26096574150357,-16.230737169923884,9606.505239674058,0.9996494022165612
-0.038570224656719346,1.0194554735695544e-4,0.009891064158434357,-0.05800225738065157,-0.045131599497501895,-0.038541397434821434,-0.03209510958597317,-0.01896882423726202,9413.465036234371,0.9994677570960961
12.767153532858831,0.00198435189892545,0.09774215081843174,12.578183836836788,12.701475535483699,12.765565378099385,12.833789799657838,12.958803332676569,2426.1988955723164,1.0044535814961086
1.0950006927301583,0.036626000792102216,0.7398895377004799,-0.10001590029225017,0.6287222363642466,1.0065424744545899,1.4260167547273443,3.371810844947714,408.0888901402357,1.0138928690397713
1.0721770521614744,0.008084173144750177,0.6351057798241987,-0.07581430107391524,0.6308317134055055,1.0442628464099304,1.4638668885579702,2.415470317532809,6171.928938019572,1.0000407753801726
1.1164955684035605,0.006743777819948831,0.5997400161663523,-0.03501469407193748,0.7070223166061473,1.1067989212899256,1.4998044279051959,2.3255055484110545,7908.963054826286,1.0000578961786675
1.0729763391525597,0.006478647010579133,0.5874504627256981,-0.036782903817260314,0.6689822212606233,1.0676975242108462,1.473283172289507,2.237070033951559,8221.93169305516,0.9997561237213723
1.0847906274749415,0.006178742758888571,0.5539552789344604,-0.03749782048008291,0.7181961945029562,1.0886657103045918,1.471626318046205,2.1331336648336805,8038.021836686074,1.0001338295203024
0.9910565974965954,0.006266126419775906,0.5260627317777149,-0.028429964551046575,0.6295235448834182,1.0001201053325728,1.3604221665761056,2.0030010736197084,7048.176426504781,0.9999497565241942
0.8809652591217022,0.005810760670595449,0.5006367644620916,-0.1327561014167751,0.5503183391225939,0.8961574683027251,1.2251581235324869,1.8234735005767284,7423.000695869526,0.9999641999923783
