year,mean,median,q025,q975
1980,5.336225038990462,5.3240932572122945,4.533764741870062,6.243970570844404
1981,5.971192654641765,5.948980768376522,5.148801994067821,6.908229222715325
1982,8.038108757818888,8.063589175108353,6.806752300768707,9.018671001304206
1983,9.576657156908997,9.599043689731927,8.351224918906873,10.658949184456942
1984,10.909490547897075,10.9292696397605,9.61234712057226,12.090512215110511
1985,11.86478182772738,11.887131747763256,10.46166189292931,13.156001266625204
1986,11.208139881715098,11.215463817728084,10.127134787814668,12.24218866505625
1987,10.344400049771224,10.348970901812846,9.520782154116532,11.172091577262652
1988,9.508579175115813,9.51020149870608,8.830710261486027,10.183495958081254
1989,8.738031797653115,8.739641393670727,8.184085678289955,9.290585833676058
1990,8.036440096312402,8.033642360194193,7.577438133863309,8.490721327825327
1991,7.286501329452564,7.283854714626641,6.905339317462888,7.665088750913182
1992,6.482392933477087,6.480134483636649,6.165621811960838,6.807055731072275
1993,5.551256184118699,5.548530685492614,5.281623468493176,5.825421263423263
1994,4.693221371641287,4.692291860816219,4.465461217743495,4.9277043776700555
1995,3.9230733778230555,3.9211054693401333,3.722412808462019,4.1329191110145835
1996,3.2266493551785835,3.2246729385334345,3.0568214530116213,3.4016997162932503
1997,2.6110835771158407,2.610284127886892,2.463937878386526,2.7587764936699535
1998,2.118476592327424,2.117721914482798,1.987304054357589,2.250523454933038
1999,1.9006214663974361,1.8999849843691325,1.773880865004318,2.030057150661258
2000,1.8381808220439582,1.837118251336563,1.7068613857619246,1.976428650835877
2001,1.9736610305119364,1.9725272119146353,1.8283227131142339,2.1250477231948715
2002,2.2837975937044335,2.2824206460071674,2.1312310684627613,2.442968113300636
2003,2.4954682546806235,2.494358943323033,2.337002384804369,2.659223576651698
2004,2.4566387743047144,2.455712665872758,2.3129304257620324,2.606480689656773
2005,2.3710675752585315,2.369619534619725,2.2460535543093947,2.5040959792767925
2006,2.4097826621615486,2.409852507943634,2.302582742264231,2.5192927421923175
2007,2.434737260961578,2.4345668818621693,2.3162523368314734,2.5482802182245803
2008,2.324168987881582,2.3241419648669264,2.2168221269065835,2.4317310936537364
2009,2.2533444604106974,2.2532593921856363,2.153771880075017,2.3557831988460842
2010,2.2080331402316333,2.20803600981249,2.1033471753257316,2.3134733346658694
2011,2.1714288568971494,2.1710310737446057,2.0672815025091547,2.281903197779781
2012,2.16158362072241,2.1603129369665193,2.0608100599236097,2.267753425324943
2013,2.162763534710513,2.1620588683715,2.0662669305386037,2.265941357047777
2014,2.12276546238809,2.1223139875461343,2.0199618063025664,2.2324513879239056
2015,2.054083743417126,2.053821420125061,1.9516363028634256,2.1612159968285423
2016,2.0725275052125314,2.071698603140541,1.9598783494937415,2.186330439043811
2017,2.221518601207963,2.2210443230410806,2.0992728361266915,2.3461433656646493
2018,2.7229417229264143,2.7223324937170044,2.5550770284935718,2.8949211525811376
