Parameter,Estimate,se
fsh_logq,-18.177765771337295,0.029066223692652653
fsh_logq.1,-17.671692219941225,0.02029251092630362
srv_logq,-17.143941731287345,0.013630630114636683
mr_logq,-0.14153775908971167,0.009363459762846874
log_rbar,13.151684491273677,0.1140360196335656
log_rinit,13.968640463115033,0.16457175549101216
log_Fbar,-3.3645108284527248,0.32303348463789433
log_spr_Fxx,-2.237317828922668,0.2614283965672048
log_spr_Fxx.1,-2.418483871932393,0.2520340270048143
log_spr_Fxx.2,-2.770775306158217,0.24946189092405244
log_spr_Fxx.3,-3.1332951869629615,0.2667843451937769
log_spr_Fxx.4,-3.538021481708184,0.3115978639621945
pred_rec,1056055.592955369,742167.0444769878
pred_rec.1,1165752.0367861555,868484.4609230361
pred_rec.2,1256375.5943375586,995176.8884106423
pred_rec.3,10189020.820683578,2929577.3327928768
pred_rec.4,1711413.4422746948,1743413.7343098337
pred_rec.5,1911597.1187203645,2181727.3668959215
pred_rec.6,10930058.888183167,2260576.5036215913
pred_rec.7,1020259.394687076,710366.1735936446
pred_rec.8,838692.2858909845,515371.96506137267
pred_rec.9,822871.7709932263,475559.6249321206
pred_rec.10,849355.8137889133,477622.0160010942
pred_rec.11,1043216.4271976029,591845.5671962595
pred_rec.12,1314987.5900542825,632533.1421561135
pred_rec.13,815812.3514259169,410251.8649517192
pred_rec.14,532721.0464457844,248640.8077677662
pred_rec.15,488398.6892747603,219264.85523463105
pred_rec.16,683718.795094678,281340.27921649494
pred_rec.17,959735.6889496514,303359.91089952417
pred_rec.18,612186.4862455159,236748.7461115694
pred_rec.19,517378.26635916566,197816.30721274146
pred_rec.20,791362.2809208833,216556.6469068184
pred_rec.21,1190490.0189945998,234974.53159909655
pred_rec.22,881515.878127386,239293.26263564185
pred_rec.23,2792035.1153334784,266055.915585426
pred_rec.24,1023439.0986842903,270207.82799894694
pred_rec.25,1792242.859673846,265205.69165388384
pred_rec.26,1114331.6318479031,262915.4297392596
pred_rec.27,974707.1915562536,240616.4103121919
pred_rec.28,733512.8254588683,205332.84251583926
pred_rec.29,639457.6135866572,179300.42244916773
pred_rec.30,837119.6424330882,162466.5071135168
pred_rec.31,566527.8267473024,149149.91526167488
pred_rec.32,666886.5845399091,131098.92654125864
pred_rec.33,321913.207463203,114375.60852164275
pred_rec.34,1475179.6619352573,126963.693700802
pred_rec.35,724908.16778540425,99426.651840057355
pred_rec.36,148515.3581031881,55094.24371208428
pred_rec.37,438927.4512862717,77327.71408394407
pred_rec.38,511379.0398707974,99337.89863693374
pred_rec.39,714214.233381409,123540.79729816342
pred_rec.40,1853637.9504079032,165407.09436710834
pred_rec.41,1333952.431518545,201930.45380550934
pred_rec.42,2164254.787222935,256027.46377861142
pred_rec.43,5449493.386732223,289581.7610978359
pred_rec.44,581477.6811939237,248170.77784607554
pred_rec.45,1531599.768456927,330181.37832682783
pred_rec.46,2061106.5069338523,609174.7176197667
pred_rec.47,2417592.9657252794,1213228.6756688512
