year,rec,retro
1975,1089546.3380399414,retro_0
1976,1098070.619989744,retro_0
1977,1132671.5464207844,retro_0
1978,19304777.402086634,retro_0
1979,1234468.8492794926,retro_0
1980,1324372.253077785,retro_0
1981,1443252.8459630695,retro_0
1982,1566588.6528767047,retro_0
1983,1506795.996623107,retro_0
1984,1281951.6774822872,retro_0
1985,1047406.9545840444,retro_0
1986,860471.94790009,retro_0
1987,729824.2385218862,retro_0
1988,634188.7994661423,retro_0
1989,567518.9151869061,retro_0
1990,542453.786606218,retro_0
1991,558879.8106682298,retro_0
1992,597002.263387833,retro_0
1993,581745.528389623,retro_0
1994,542882.0450903949,retro_0
1995,591562.9107046346,retro_0
1996,731205.6791545202,retro_0
1997,1084065.8144782872,retro_0
1998,1469719.9935129506,retro_0
1999,1521419.9886483047,retro_0
2000,1295688.1937360626,retro_0
2001,1044680.9750875416,retro_0
2002,880163.493860593,retro_0
2003,656076.0122191289,retro_0
2004,623194.5985051442,retro_0
2005,705559.3881630184,retro_0
2006,558042.8529452651,retro_0
2007,481571.86013692926,retro_0
2008,537538.0739043751,retro_0
2009,1092556.2135111187,retro_0
2010,630997.0096431429,retro_0
2011,314936.6259537589,retro_0
2012,326526.48574113916,retro_0
2013,355186.85401261575,retro_0
2014,680925.7151272051,retro_0
2015,1446543.6758122824,retro_0
2016,1434919.3423432715,retro_0
2017,2440770.105796898,retro_0
2018,2393527.496944586,retro_0
2019,6598149.421470715,retro_0
2020,1001881.819778794,retro_0
2021,2435801.172450859,retro_0
2022,793489.8857724009,retro_0
2023,955864.3433182244,retro_0
1975,1078707.726785396,retro_1
1976,1087875.66436067,retro_1
1977,1122000.7298784745,retro_1
1978,19419834.170786325,retro_1
1979,1223145.09502809,retro_1
1980,1312223.3255270473,retro_1
1981,1430264.556889817,retro_1
1982,1553847.6750590913,retro_1
1983,1501471.5622204905,retro_1
1984,1283007.5586759108,retro_1
1985,1050614.8140030554,retro_1
1986,864139.1880671382,retro_1
1987,733415.7484117316,retro_1
1988,637674.5660430096,retro_1
1989,571020.4534505942,retro_1
1990,545780.3680822662,retro_1
1991,561729.2998549249,retro_1
1992,599226.5787354182,retro_1
1993,584417.7480286004,retro_1
1994,545688.4555903531,retro_1
1995,594436.2915058663,retro_1
1996,734609.0824152388,retro_1
1997,1073473.8473779703,retro_1
1998,1475480.741574502,retro_1
1999,1526743.6001762368,retro_1
2000,1265536.576777203,retro_1
2001,1058800.8278802396,retro_1
2002,893805.6547052102,retro_1
2003,643870.2569629737,retro_1
2004,630548.5383613181,retro_1
2005,712807.2515374039,retro_1
2006,557262.5005776858,retro_1
2007,477819.7692718677,retro_1
2008,536917.4804329824,retro_1
2009,1144987.6079654475,retro_1
2010,609917.6473231802,retro_1
2011,314740.2121659884,retro_1
2012,328960.80818432913,retro_1
2013,364216.9014647591,retro_1
2014,689776.1453244063,retro_1
2015,1440496.5535989255,retro_1
2016,1667776.4924803309,retro_1
2017,1022097.617105369,retro_1
2018,6262945.546012854,retro_1
2019,1955395.9904974927,retro_1
2020,2376067.046198112,retro_1
2021,1517512.1310081836,retro_1
2022,935303.11639199,retro_1
1975,1051701.2586043302,retro_2
1976,1060978.7666376703,retro_2
1977,1093630.570447803,retro_2
1978,19672613.419060007,retro_2
1979,1192652.4412753736,retro_2
1980,1280876.9923212505,retro_2
1981,1399931.539702296,retro_2
1982,1530070.3541717627,retro_2
1983,1493278.5222395915,retro_2
1984,1282830.3049662607,retro_2
1985,1051728.6936448351,retro_2
1986,865305.2138385425,retro_2
1987,734537.2723683823,retro_2
1988,638768.028602198,retro_2
1989,572262.4473453189,retro_2
1990,546985.1132720356,retro_2
1991,562533.1790178601,retro_2
1992,598830.6639404888,retro_2
1993,582350.419410505,retro_2
1994,545989.7162952877,retro_2
1995,593783.1203494505,retro_2
1996,732841.2477445984,retro_2
1997,1074470.4592237207,retro_2
1998,1487869.7091832352,retro_2
1999,1533001.4966167654,retro_2
2000,1271989.593848203,retro_2
2001,1067205.5708955806,retro_2
2002,895206.8509875683,retro_2
2003,645918.4800360071,retro_2
2004,635737.6202949099,retro_2
2005,715792.2188216402,retro_2
2006,561644.7914892003,retro_2
2007,482811.49934570485,retro_2
2008,548181.6795169105,retro_2
2009,1167958.6890718772,retro_2
2010,615699.5631893192,retro_2
2011,324116.363322753,retro_2
2012,339206.6956332819,retro_2
2013,375593.9127661532,retro_2
2014,724069.9222646487,retro_2
2015,1531517.6750596992,retro_2
2016,1749333.621748614,retro_2
2017,1100855.111066818,retro_2
2018,6379185.867653446,retro_2
2019,2011986.3350024438,retro_2
2020,1023057.0796274322,retro_2
2021,921446.0713500857,retro_2
1975,1020065.8483191038,retro_3
1976,1029464.2789086937,retro_3
1977,1060648.083104987,retro_3
1978,19840665.969621684,retro_3
1979,1157484.47762095,retro_3
1980,1244537.680490906,retro_3
1981,1363747.040951828,retro_3
1982,1499336.3986543447,retro_3
1983,1478703.4806924548,retro_3
1984,1277465.055010894,retro_3
1985,1048665.94927942,retro_3
1986,862886.817845878,retro_3
1987,732329.6065010722,retro_3
1988,637000.5232317807,retro_3
1989,571005.9481910665,retro_3
1990,545570.6520240885,retro_3
1991,559591.2644297159,retro_3
1992,591063.4336508209,retro_3
1993,577102.7272258217,retro_3
1994,543411.6791752559,retro_3
1995,592780.395017654,retro_3
1996,732482.8241202066,retro_3
1997,1073344.893098965,retro_3
1998,1490873.2177573226,retro_3
1999,1535326.6251117566,retro_3
2000,1284482.4783964115,retro_3
2001,1067664.4688254169,retro_3
2002,889906.4980634646,retro_3
2003,649038.1848930302,retro_3
2004,636286.8371046726,retro_3
2005,713420.5703880263,retro_3
2006,564569.5942073896,retro_3
2007,491817.06788827013,retro_3
2008,558999.6078300633,retro_3
2009,1172004.7723829185,retro_3
2010,634561.4081605673,retro_3
2011,334439.1027036713,retro_3
2012,351775.064087551,retro_3
2013,394314.5103655565,retro_3
2014,743289.624118681,retro_3
2015,1685579.2374763372,retro_3
2016,1684813.5984630573,retro_3
2017,995317.73903689,retro_3
2018,5790029.251626692,retro_3
2019,827027.5377382019,retro_3
2020,874032.7054522097,retro_3
1975,997764.1120789892,retro_4
1976,1009635.2578033493,retro_4
1977,1040520.5777658522,retro_4
1978,19975914.700357396,retro_4
1979,1135671.9255335915,retro_4
1980,1217792.8506688029,retro_4
1981,1327421.0866106472,retro_4
1982,1448069.5397607635,retro_4
1983,1438234.408437307,retro_4
1984,1264083.982885115,retro_4
1985,1050574.6743190207,retro_4
1986,870577.2239611173,retro_4
1987,741151.4874508436,retro_4
1988,646097.980216108,retro_4
1989,580136.1249400252,retro_4
1990,552559.3737895128,retro_4
1991,560516.5102901962,retro_4
1992,587439.5393340171,retro_4
1993,575481.203417763,retro_4
1994,548050.4185404696,retro_4
1995,599715.545035944,retro_4
1996,740359.4297664874,retro_4
1997,1081987.1361835056,retro_4
1998,1494357.750500101,retro_4
1999,1549986.544678695,retro_4
2000,1324571.6030183337,retro_4
2001,1058351.7165220622,retro_4
2002,875807.1337468764,retro_4
2003,671666.0228228327,retro_4
2004,638267.8867997039,retro_4
2005,700909.4799433178,retro_4
2006,578189.8741661522,retro_4
2007,514911.87312254775,retro_4
2008,583328.6004870323,retro_4
2009,1143026.3306713428,retro_4
2010,687090.1849208291,retro_4
2011,363836.7422337449,retro_4
2012,379186.54977754946,retro_4
2013,416164.649704722,retro_4
2014,766103.5297761757,retro_4
