sigmaR,retro
0.565444043823182,retro_0
0.5552100754328292,retro_1
0.5461300801357717,retro_2
0.5347483436164459,retro_3
0.49213557236603034,retro_4
0.49830449384789555,retro_5
0.508568696319529,retro_6
0.49395235759005474,retro_7
0.47751856569579604,retro_8
0.47866302104591274,retro_9
0.46327195288732265,retro_10
