year,ABC,retro
1975,2.2251698987531077,retro_0
1976,2.165150113749801,retro_0
1977,2.110575328194677,retro_0
1978,2.092864710681538,retro_0
1979,2.0732486138820074,retro_0
1980,2.1600327065175393,retro_0
1981,2.5605004205557726,retro_0
1982,3.061056523723739,retro_0
1983,3.540043429137732,retro_0
1984,3.900496471507371,retro_0
1985,4.27817407478413,retro_0
1986,4.558978477145813,retro_0
1987,4.437078727979645,retro_0
1988,4.294262790022411,retro_0
1989,4.103822718619784,retro_0
1990,3.8680938930365216,retro_0
1991,3.669736446241415,retro_0
1992,3.4139841458937497,retro_0
1993,3.1020412546302714,retro_0
1994,2.7326988796441145,retro_0
1995,2.40799547231375,retro_0
1996,2.1072750256896797,retro_0
1997,1.827935308203423,retro_0
1998,1.5569536429285218,retro_0
1999,1.3172612554485363,retro_0
2000,1.1867046025419477,retro_0
2001,1.0941636858769912,retro_0
2002,1.0698444116480594,retro_0
2003,1.0741079122922577,retro_0
2004,1.0893369267377502,retro_0
2005,1.0968341629402518,retro_0
2006,1.101966642645381,retro_0
2007,1.0929869016365548,retro_0
2008,1.0902098107870337,retro_0
2009,1.0728803483569072,retro_0
2010,1.0634871874063787,retro_0
2011,1.0530239087321693,retro_0
2012,1.0571396746381394,retro_0
2013,1.0545709616067622,retro_0
2014,1.0432942753711638,retro_0
2015,1.0318684291010707,retro_0
2016,1.018293891588276,retro_0
2017,1.0204884051710839,retro_0
2018,1.034418688734753,retro_0
2019,1.072652987120136,retro_0
2020,1.1607009872803826,retro_0
2021,1.3166464660457136,retro_0
2022,1.574822882063048,retro_0
2023,1.8550053166228644,retro_0
2024,2.125326569688934,retro_0
1975,2.236325057423124,retro_1
1976,2.1759823076625064,retro_1
1977,2.1209886091169325,retro_1
1978,2.1025898038591397,retro_1
1979,2.0820266776458767,retro_1
1980,2.1685475339229483,retro_1
1981,2.570721321785407,retro_1
1982,3.0733418405699546,retro_1
1983,3.5539679079180893,retro_1
1984,3.9152338164666594,retro_1
1985,4.293833583680605,retro_1
1986,4.57540427341608,retro_1
1987,4.4519134236659825,retro_1
1988,4.30778005492677,retro_1
1989,4.116295137134503,retro_1
1990,3.879532640379905,retro_1
1991,3.680796553764974,retro_1
1992,3.4248088075077416,retro_1
1993,3.1124682608446537,retro_1
1994,2.7429091260623304,retro_1
1995,2.4178619112080644,retro_1
1996,2.1168247799943547,retro_1
1997,1.8372692680011986,retro_1
1998,1.565935793938389,retro_1
1999,1.325802686038719,retro_1
2000,1.194772502129168,retro_1
2001,1.1018331955273202,retro_1
2002,1.0770290383382295,retro_1
2003,1.0805395222611125,retro_1
2004,1.0951917890324865,retro_1
2005,1.1023373396235623,retro_1
2006,1.107326658537895,retro_1
2007,1.0981471159512661,retro_1
2008,1.0952318306450035,retro_1
2009,1.078180694428166,retro_1
2010,1.0687476364240922,retro_1
2011,1.058365766156511,retro_1
2012,1.063487281380017,retro_1
2013,1.061606870629215,retro_1
2014,1.0507791217016156,retro_1
2015,1.0397451355532292,retro_1
2016,1.026799939062455,retro_1
2017,1.030050431366573,retro_1
2018,1.0443771904726789,retro_1
2019,1.079436168836601,retro_1
2020,1.1685036095128727,retro_1
2021,1.3467316197368449,retro_1
2022,1.5813115458906066,retro_1
2023,1.8354824163658956,retro_1
1975,2.1661010092555375,retro_2
1976,2.1083783531492513,retro_2
1977,2.0557767293458324,retro_2
1978,2.0369293321701054,retro_2
1979,2.0242393639165277,retro_2
1980,2.1399782593126973,retro_2
1981,2.5158070807661335,retro_2
1982,3.032273241586496,retro_2
1983,3.509555800444771,retro_2
1984,3.8687357803172833,retro_2
1985,4.214211405486694,retro_2
1986,4.471194161909036,retro_2
1987,4.3306832171779055,retro_2
1988,4.175843740459038,retro_2
1989,3.980117402620094,retro_2
1990,3.7433491126087977,retro_2
1991,3.5468050616796263,retro_2
1992,3.2971096668600226,retro_2
1993,2.9945392218349243,retro_2
1994,2.6390022940529247,retro_2
1995,2.3266357716612074,retro_2
1996,2.03770292513131,retro_2
1997,1.7701391571921614,retro_2
1998,1.510831623749222,retro_2
1999,1.282147219427246,retro_2
2000,1.1588545567224116,retro_2
2001,1.0725654610100757,retro_2
2002,1.0520328778527441,retro_2
2003,1.058735958774317,retro_2
2004,1.0751158711139226,retro_2
2005,1.0825062654507105,retro_2
2006,1.0867535866356002,retro_2
2007,1.0763438981251297,retro_2
2008,1.0714412160311206,retro_2
2009,1.0531172025343971,retro_2
2010,1.0430102113748474,retro_2
2011,1.0333289230272444,retro_2
2012,1.0376195172466554,retro_2
2013,1.0365049317595938,retro_2
2014,1.0269981987838226,retro_2
2015,1.0172265007466705,retro_2
2016,1.0059081157221115,retro_2
2017,1.0124049363785652,retro_2
2018,1.031163463337647,retro_2
2019,1.074701103653812,retro_2
2020,1.1813113872128649,retro_2
2021,1.3616855968147858,retro_2
2022,1.595499401193561,retro_2
