retro,mgc
retro_0,1.336448584436353e-4
retro_1,7.7037538876705e-4
retro_2,2.0209472199788178e-4
retro_3,5.715668350637082e-4
retro_4,0.07058292899018818
retro_5,8.449388069921571e-4
retro_6,1.5838700404659234e-4
retro_7,4.2127541130215773e-4
retro_8,2.0739716734574642e-4
retro_9,7.203789392318805e-4
retro_10,3.8135379196790886e-4
