year,index,Fmort,biom,expl_biom,expl_abd,spawn_biom
1975,0,0.020520024,113.5399691,77.10838945,9.97005235,50.85787083
1976,1,0.020052224,112.4240866,77.86907344,10.1056119,51.23207238
1977,2,0.011403335,112.2719168,78.90210969,10.23506993,51.7356222
1978,3,0.015871829,111.6514361,79.76757819,10.32702045,52.31430153
1979,4,0.023880149,109.4349447,79.7941749,10.29182918,52.42739615
1980,5,0.017415625,152.2837333,79.52664585,10.23640936,52.41235376
1981,6,0.013368872,152.9743309,80.70497915,10.5465444,53.0080144
1982,7,0.01506567,152.1381679,85.38294608,11.57866401,55.09896609
1983,8,0.021273012,149.6038101,90.64644788,12.50018738,59.47444972
1984,9,0.019073189,145.9865801,97.1519532,13.50895297,63.34847656
1985,10,0.029360072,141.1380743,103.4421816,14.36535565,67.16528768
1986,11,0.040783934,134.7182428,103.7897701,14.07638603,68.03471868
1987,12,0.038953958,127.5021881,101.5123332,13.42370642,66.3097506
1988,13,0.042956585,119.5514408,97.6450616,12.57611227,63.5316374
1989,14,0.040779829,111.2974727,91.97935384,11.58228598,60.01620814
1990,15,0.038287604,103.4258753,86.58162247,10.69588427,56.36438611
1991,16,0.048815801,95.69246594,80.73364311,9.809686781,52.80185319
1992,17,0.057266469,88.07747277,74.36717964,8.90709715,48.70888526
1993,18,0.086054506,79.51054033,66.54078248,7.867871639,44.25090973
1994,19,0.078235025,71.16940346,59.50311719,6.974840262,39.24278616
1995,20,0.08495351,64.12604478,53.26294236,6.246382508,34.9895259
1996,21,0.098362447,58.51646213,47.14604918,5.521099339,31.0207592
1997,22,0.11405914,53.14403822,41.11302025,4.824041603,27.24279145
1998,23,0.129311035,51.47182834,35.77763068,4.246817419,23.77496064
1999,24,0.094972257,49.28586631,32.11629756,3.898024069,20.92700154
2000,25,0.10551838,48.34931986,29.76048794,3.748834074,19.31788371
2001,26,0.079070911,47.40778847,28.84724313,3.791841823,18.29825336
2002,27,0.075048537,45.87602126,28.65867782,3.886113203,18.02033397
2003,28,0.074890097,44.18895197,28.72055769,3.969343185,18.03094802
2004,29,0.082743257,42.29878397,28.41155424,3.947775299,17.9667752
2005,30,0.077778208,40.6069644,27.82130314,3.850942664,17.63902051
2006,31,0.078861521,38.76818456,26.98145138,3.702995775,17.18237171
2007,32,0.061507825,37.06752849,26.21097596,3.566818743,16.59341543
2008,33,0.063959152,35.29239046,25.45491036,3.437616359,16.11709303
2009,34,0.048160573,36.17953945,24.79909135,3.322219473,15.61342168
2010,35,0.046906807,35.61533021,24.17895901,3.216912827,15.27344886
2011,36,0.039992346,34.12364487,23.80762778,3.171068992,14.98346381
2012,37,0.045502037,32.87340448,23.69101916,3.175068595,14.85409581
2013,38,0.045159289,31.92318619,23.36893368,3.121929688,14.63431446
2014,39,0.037505562,31.5954233,22.8913114,3.026190285,14.40193917
2015,40,0.038288465,34.3843706,22.30934298,2.920924943,14.19369136
2016,41,0.032145951,35.83283392,21.96661358,2.877245363,13.98330155
2017,42,0.03439073,38.83636591,22.14898457,2.955886647,14.02238699
2018,43,0.039754677,48.67654843,22.87718369,3.147365553,14.45977189
2019,44,0.039761204,49.10790433,24.14054768,3.42968617,15.20146856
2020,45,0.044586331,50.00959911,26.51265771,3.925188521,16.48286616
2021,46,0.039474971,51.22279685,29.64358886,4.482418998,18.15589385
2022,NA,NA,51.88566497,31.9728734,4.787889464,19.71424412
