SB,retro
29.42698765682826,retro_0
28.671503052267344,retro_1
28.385991426476657,retro_2
28.016356964241307,retro_3
27.828218906664993,retro_4
27.693958595077934,retro_5
27.651617166654386,retro_6
26.348782573813626,retro_7
26.477010308327767,retro_8
27.29590582219041,retro_9
28.457471281409823,retro_10
