year,ABC,retro
1975,3.0852252589781934,retro_0
1976,3.0375036466284335,retro_0
1977,2.997379210506016,retro_0
1978,2.991467357751281,retro_0
1979,2.960150332738537,retro_0
1980,2.902119344983995,retro_0
1981,2.9894419194555857,retro_0
1982,3.3521346192434773,retro_0
1983,3.7802913282941866,retro_0
1984,4.2120279855713125,retro_0
1985,4.564903570039464,retro_0
1986,4.699129225095718,retro_0
1987,4.845501310635016,retro_0
1988,4.671500518565678,retro_0
1989,4.45081791333404,retro_0
1990,4.226853272541815,retro_0
1991,3.9536603304619238,retro_0
1992,3.681216239963409,retro_0
1993,3.37813936129912,retro_0
1994,2.9619342934759034,retro_0
1995,2.63890918238876,retro_0
1996,2.3151597642926443,retro_0
1997,2.004161186515023,retro_0
1998,1.7272778422920898,retro_0
1999,1.470642287061194,retro_0
2000,1.3275747305279402,retro_0
2001,1.2217611089560036,retro_0
2002,1.1955170080068565,retro_0
2003,1.1945751371127271,retro_0
2004,1.2043083064611875,retro_0
2005,1.2020790752789754,retro_0
2006,1.1972032336572687,retro_0
2007,1.1772708703962267,retro_0
2008,1.1633806626369287,retro_0
2009,1.1352072968861058,retro_0
2010,1.1143155862328142,retro_0
2011,1.0907160907499345,retro_0
2012,1.0796555670416705,retro_0
2013,1.0626460713891122,retro_0
2014,1.0411813684512874,retro_0
2015,1.0220154610515015,retro_0
2016,0.9968592698117397,retro_0
2017,0.9895323453016105,retro_0
2018,0.9927052382202349,retro_0
2019,1.0128397815425108,retro_0
2020,1.0830061589007822,retro_0
2021,1.2167111678450746,retro_0
2022,1.3919289311315082,retro_0
2023,1.592687711619255,retro_0
1975,3.0900106111270835,retro_1
1976,3.0416138507220913,retro_1
1977,3.000508358531245,retro_1
1978,2.9927963435168885,retro_1
1979,2.9586483276632705,retro_1
1980,2.896892520392859,retro_1
1981,2.9809912401271452,retro_1
1982,3.3427910161866667,retro_1
1983,3.7705242093181637,retro_1
1984,4.202537774822116,retro_1
1985,4.555357730758467,retro_1
1986,4.688616540876956,retro_1
1987,4.835623878815122,retro_1
1988,4.659858829609059,retro_1
1989,4.437935596095991,retro_1
1990,4.213232287044074,retro_1
1991,3.9392228894832777,retro_1
1992,3.666806921958526,retro_1
1993,3.3639473515788465,retro_1
1994,2.947763382869408,retro_1
