SB,retro
14.713493954080988,retro_0
14.335748740911475,retro_1
14.192995660818916,retro_2
14.008178957674412,retro_3
13.91410961339414,retro_4
13.84697856030302,retro_5
13.82580785284377,retro_6
13.174392722696567,retro_7
13.238504513223015,retro_8
13.647954996047122,retro_9
14.228743309494197,retro_10
