retro,mgc
retro_0,0.0021805105031819094
retro_1,0.00399058324740631
retro_2,3.4623321683568964e-4
retro_3,0.001212982008230945
retro_4,1.885947054736936e-4
retro_5,0.0010909334017501493
retro_6,1.435568661320441e-4
retro_7,3.9236428291999914e-4
retro_8,1.5781106143438424e-4
retro_9,3.4034039678587646e-4
retro_10,5.219374132290344e-4
