year,spawn_biom,retro
1975,37.286517662447054,retro_0
1976,36.72461886574355,retro_0
1977,36.28431550027716,retro_0
1978,36.107992704069254,retro_0
1979,37.654773381377126,retro_0
1980,36.984301769518524,retro_0
1981,39.67454152749999,retro_0
1982,45.32524667028255,retro_0
1983,50.90087575801583,retro_0
1984,55.96545141096033,retro_0
1985,58.48128193642503,retro_0
1986,58.56492763360268,retro_0
1987,56.601531831273114,retro_0
1988,54.005049081657006,retro_0
1989,50.81591902344926,retro_0
1990,47.65407288458526,retro_0
1991,44.462740850579856,retro_0
1992,40.79725538483917,retro_0
1993,36.80588481876758,retro_0
1994,32.311371288172865,retro_0
1995,28.54444865709899,retro_0
1996,25.082663935471203,retro_0
1997,21.81065792594269,retro_0
1998,18.879631898473573,retro_0
1999,16.520410833025945,retro_0
2000,15.28104867199043,retro_0
2001,14.543752643339504,retro_0
2002,14.502315328361368,retro_0
2003,14.658655403475548,retro_0
2004,14.767881899448584,retro_0
2005,14.634697619376386,retro_0
2006,14.339828526991532,retro_0
2007,13.921373622249106,retro_0
2008,13.586521307568038,retro_0
2009,13.222114120092813,retro_0
2010,12.919969107236723,retro_0
2011,12.648498392215629,retro_0
2012,12.510390863762685,retro_0
2013,12.293270077748044,retro_0
2014,12.073194868364661,retro_0
2015,11.914178097172359,retro_0
2016,11.726214506425254,retro_0
2017,11.802366977745216,retro_0
2018,12.496106946391913,retro_0
2019,13.143773526387616,retro_0
2020,14.661857111725869,retro_0
2021,16.850507106269117,retro_0
2022,19.189444352858153,retro_0
2023,21.579963187409547,retro_0
1975,37.33360475578879,retro_1
1976,36.75871108312684,retro_1
1977,36.29843631900937,retro_1
1978,36.089883262396064,retro_1
1979,37.61272963430457,retro_1
1980,36.88885047708467,retro_1
1981,39.552453292881395,retro_1
1982,45.205170181983824,retro_1
1983,50.788049411949,retro_1
1984,55.86412662512065,retro_1
1985,58.37433226973345,retro_1
1986,58.444702531495956,retro_1
1987,56.4642240440801,retro_1
1988,53.85407196341991,retro_1
1989,50.6557532078191,retro_1
1990,47.4891757124591,retro_1
1991,44.296171323007464,retro_1
1992,40.63096810757063,retro_1
1993,36.641288928895655,retro_1
1994,32.14942569932348,retro_1
1995,28.383476677382983,retro_1
1996,24.921517106049897,retro_1
1997,21.64880945794367,retro_1
1998,18.72150457266829,retro_1
1999,16.35627311039886,retro_1
2000,15.125196743760014,retro_1
2001,14.395641122614823,retro_1
2002,14.363915257145138,retro_1
2003,14.538166674368437,retro_1
2004,14.659084423734846,retro_1
2005,14.534374463327575,retro_1
2006,14.248391214914278,retro_1
2007,13.838026118190882,retro_1
2008,13.512087751735336,retro_1
2009,13.157211169955957,retro_1
2010,12.866607198335354,retro_1
2011,12.612622751762908,retro_1
2012,12.494903375263553,retro_1
2013,12.299532644039763,retro_1
2014,12.105036880303807,retro_1
2015,11.979206698079551,retro_1
2016,11.836515078097548,retro_1
2017,11.983182930422789,retro_1
2018,12.824752167594381,retro_1
2019,13.567095045706587,retro_1
2020,15.249958170167952,retro_1
2021,17.572756077699342,retro_1
2022,19.90650198057865,retro_1
1975,37.259918053048985,retro_2
1976,36.66770961353392,retro_2
1977,36.18760978034754,retro_2
1978,35.957147407289675,retro_2
1979,37.45402420860773,retro_2
1980,36.70757100915579,retro_2
1981,39.34611199371785,retro_2
1982,44.97230391354134,retro_2
1983,50.531563430946676,retro_2
1984,55.58658927759405,retro_2
1985,58.081201141295566,retro_2
1986,58.13988012696296,retro_2
1987,56.15166167010058,retro_2
1988,53.53748999513678,retro_2
1989,50.33890918129025,retro_2
1990,47.17528441391751,retro_2
1991,43.9879557399788,retro_2
1992,40.33034721530953,retro_2
1993,36.349917642196,retro_2
1994,31.866959200520675,retro_2
1995,28.106970328472585,retro_2
1996,24.64965297393862,retro_2
1997,21.3837767408816,retro_2
1998,18.463943349579043,retro_2
1999,16.103639466728428,retro_2
2000,14.893388954264028,retro_2
2001,14.175324903599625,retro_2
2002,14.16006652415304,retro_2
2003,14.356248412899044,retro_2
2004,14.487271873991038,retro_2
2005,14.372315787648377,retro_2
2006,14.09492785998829,retro_2
2007,13.691214706591033,retro_2
2008,13.372931258708944,retro_2
2009,13.02431075353162,retro_2
2010,12.751610897828353,retro_2
2011,12.514193875468077,retro_2
2012,12.417146368319331,retro_2
2013,12.249497590726424,retro_2
2014,12.084513474226988,retro_2
2015,12.013367431033169,retro_2
