year,rec,retro
1989,530307.9232823006,retro_7
1990,508751.4047703965,retro_7
1991,531952.424110961,retro_7
1992,558100.4309843192,retro_7
1993,531514.9052582186,retro_7
1994,522318.92060394963,retro_7
1995,652772.3768003304,retro_7
1996,789018.6982550435,retro_7
1997,1102630.2503040624,retro_7
1998,1799456.11798287,retro_7
1999,1511040.5761016635,retro_7
2000,1496337.652235232,retro_7
2001,1066531.921101807,retro_7
2002,781806.9391699615,retro_7
2003,649069.2657085039,retro_7
2004,621427.0649006373,retro_7
2005,661463.485419274,retro_7
2006,569203.41757201,retro_7
2007,492273.15150739986,retro_7
2008,566597.8803938541,retro_7
2009,1260804.3878770766,retro_7
2010,812956.1053970909,retro_7
2011,423373.0363586699,retro_7
2012,433661.9644005395,retro_7
2013,494747.7321754428,retro_7
2014,709750.5686419933,retro_7
2015,876059.2588130379,retro_7
1975,990786.2444061397,retro_8
1976,1028701.485611206,retro_8
1977,1007884.3329860053,retro_8
1978,963775.6450703379,retro_8
1979,20061428.900286216,retro_8
1980,1010803.4783538091,retro_8
1981,1040356.3687938085,retro_8
1982,1082962.0734796438,retro_8
1983,1106740.379076056,retro_8
1984,1144454.3212409585,retro_8
1985,1028771.1322220702,retro_8
1986,876391.7007132125,retro_8
1987,729339.9574981317,retro_8
1988,601510.438728034,retro_8
1989,525265.9507301388,retro_8
1990,503968.3197493811,retro_8
1991,528032.7873157924,retro_8
1992,554448.2564919628,retro_8
1993,527751.4231702104,retro_8
1994,519064.70725166565,retro_8
1995,654201.7027522367,retro_8
1996,791563.849336227,retro_8
1997,1128993.4392097255,retro_8
1998,1837016.6209974843,retro_8
1999,1525557.0781879127,retro_8
2000,1547854.7346758575,retro_8
2001,1064056.8911211246,retro_8
2002,784046.4744668521,retro_8
2003,663575.0960115672,retro_8
2004,627061.8759224975,retro_8
2005,673663.4322157289,retro_8
2006,586239.0740037832,retro_8
2007,520360.66674744623,retro_8
2008,595524.889441546,retro_8
2009,1404168.461767912,retro_8
2010,947278.304852779,retro_8
2011,448802.3852698997,retro_8
2012,410411.21159104106,retro_8
2013,436600.4510037346,retro_8
2014,595056.4408749145,retro_8
1975,1024435.6348533401,retro_9
1976,1065585.7711515657,retro_9
1977,1046240.4495938974,retro_9
1978,1001937.6361644495,retro_9
1979,19613733.262146324,retro_9
1980,1049247.933125933,retro_9
1981,1074271.4475417724,retro_9
1982,1107685.9397365656,retro_9
1983,1116863.797103677,retro_9
1984,1133139.1762635757,retro_9
1985,1011544.2551628747,retro_9
1986,863164.9482082452,retro_9
1987,720250.8180477492,retro_9
1988,595891.3404514821,retro_9
1989,520581.5069770337,retro_9
1990,498875.4329670758,retro_9
1991,520370.4326787064,retro_9
1992,546593.340002728,retro_9
1993,523775.16533029603,retro_9
1994,519372.66649298265,retro_9
1995,655235.8329084245,retro_9
1996,800037.2218063296,retro_9
1997,1141098.2745224955,retro_9
1998,1820449.3154101667,retro_9
1999,1551742.3793034165,retro_9
2000,1548448.688059439,retro_9
2001,1045904.4276219474,retro_9
2002,774267.4788554581,retro_9
2003,661402.4766688518,retro_9
2004,619598.7212965438,retro_9
2005,656746.8442266164,retro_9
2006,570356.2319549149,retro_9
2007,516606.25349936524,retro_9
2008,592953.778112499,retro_9
2009,1288956.9821126973,retro_9
2010,1088348.5601471309,retro_9
2011,540115.2779330924,retro_9
2012,555618.8073318577,retro_9
2013,609659.2236496025,retro_9
1975,1072707.9434978757,retro_10
1976,1119040.2685698692,retro_10
1977,1099694.5369731484,retro_10
1978,1052517.4657915367,retro_10
1979,19224893.6808646,retro_10
1980,1099835.1087425963,retro_10
1981,1118822.9802723192,retro_10
1982,1140473.540619055,retro_10
1983,1131045.0613415814,retro_10
1984,1122890.3795576254,retro_10
1985,1004180.8044532858,retro_10
1986,861051.1875241683,retro_10
1987,721463.7913169818,retro_10
1988,598136.1790537457,retro_10
1989,522513.7633999406,retro_10
1990,499757.2617467616,retro_10
1991,520201.38972364325,retro_10
1992,545604.7023396038,retro_10
1993,525519.232891453,retro_10
1994,525092.0248156608,retro_10
1995,668307.3578963489,retro_10
1996,822512.6739391476,retro_10
1997,1173152.3211298417,retro_10
1998,1850653.7123301795,retro_10
1999,1596180.729876627,retro_10
2000,1572340.8566605917,retro_10
2001,1052529.0553440952,retro_10
2002,788041.8041816448,retro_10
2003,683396.9504604893,retro_10
2004,624236.7254533098,retro_10
2005,672481.1164784215,retro_10
2006,583203.3246483366,retro_10
2007,528926.2825020708,retro_10
2008,595459.4720434241,retro_10
2009,1060129.385751944,retro_10
2010,1382861.506251291,retro_10
2011,711801.9313297183,retro_10
2012,765670.9957448512,retro_10
