year,rec,retro
1975,1169845.2787041026,retro_0
1976,1184459.09072991,retro_0
1977,1186683.3101017878,retro_0
1978,1149366.690086204,retro_0
1979,19841564.68314476,retro_0
1980,1114516.4084895882,retro_0
1981,1133694.305142975,retro_0
1982,1180709.1864727302,retro_0
1983,1189917.7444747875,retro_0
1984,1145243.3015260806,retro_0
1985,1021658.7314152374,retro_0
1986,880512.0501412223,retro_0
1987,762015.6681077713,retro_0
1988,652215.7203717659,retro_0
1989,567345.4067919762,retro_0
1990,540475.5451978595,retro_0
1991,572938.5787339297,retro_0
1992,614368.9594490316,retro_0
1993,575004.5532518176,retro_0
1994,546269.2847768086,retro_0
1995,682846.7857385842,retro_0
1996,820730.9007117179,retro_0
1997,1073736.3947072206,retro_0
1998,1622677.1442481747,retro_0
1999,1595719.9669626246,retro_0
2000,1282584.4731005041,retro_0
2001,1109524.940559037,retro_0
2002,846691.3713002478,retro_0
2003,597075.3148392288,retro_0
2004,606898.6384433425,retro_0
2005,700204.7113667148,retro_0
2006,522465.45238267886,retro_0
2007,426593.89091018116,retro_0
2008,448188.7742863661,retro_0
2009,1025610.1358071489,retro_0
2010,604488.7317971465,retro_0
2011,305905.8044723851,retro_0
2012,322992.63016996207,retro_0
2013,372719.6382174857,retro_0
2014,664170.2788725558,retro_0
2015,1368361.4251860532,retro_0
2016,1246566.9842848352,retro_0
2017,1554947.6097865556,retro_0
2018,4870537.110216729,retro_0
2019,1705912.8590380622,retro_0
2020,1819301.1478835454,retro_0
2021,1896663.8207447648,retro_0
2022,1164490.9031928137,retro_0
1975,1129029.966313446,retro_1
1976,1142580.337038894,retro_1
1977,1144910.633659231,retro_1
1978,1111922.4572389107,retro_1
1979,19996482.58885823,retro_1
1980,1083794.6239854812,retro_1
1981,1105498.3633500284,retro_1
1982,1155427.516298112,retro_1
1983,1171711.5462736287,retro_1
1984,1134759.1343742663,retro_1
1985,1016125.1196535624,retro_1
1986,876567.5694274453,retro_1
1987,758131.9767237253,retro_1
1988,648675.9683590811,retro_1
1989,564338.3385236864,retro_1
1990,537273.0887447975,retro_1
1991,568541.958715055,retro_1
1992,608034.943448916,retro_1
1993,567915.5097795195,retro_1
1994,541288.2634199897,retro_1
1995,673779.9229823049,retro_1
1996,806411.3797475462,retro_1
1997,1062302.649532576,retro_1
1998,1668518.1827203,retro_1
1999,1563505.105982687,retro_1
2000,1319630.721720469,retro_1
2001,1106927.587170402,retro_1
2002,834690.8667581859,retro_1
2003,605317.5729945645,retro_1
2004,619757.0050012575,retro_1
2005,689877.9911379117,retro_1
2006,526497.7568583827,retro_1
2007,433478.60145358555,retro_1
2008,467615.0331732412,retro_1
2009,1040618.9785698418,retro_1
2010,609800.1845426708,retro_1
2011,317354.04141392815,retro_1
2012,337721.97078296595,retro_1
2013,389778.3183160755,retro_1
2014,711286.9463702106,retro_1
2015,1472099.4884472943,retro_1
2016,1391893.3652101536,retro_1
2017,1733934.4031476118,retro_1
2018,5413912.989736163,retro_1
2019,1288120.9793994362,retro_1
2020,1099178.3494275564,retro_1
2021,1031750.1559773576,retro_1
1975,1111493.1858467169,retro_2
1976,1125232.4919960136,retro_2
1977,1128606.0215488581,retro_2
1978,1098945.727405362,retro_2
1979,19958557.077669114,retro_2
1980,1074390.8463418372,retro_2
1981,1095911.2883151323,retro_2
1982,1144080.7566739265,retro_2
1983,1159813.4311917506,retro_2
1984,1123448.4524465841,retro_2
1985,1007625.3784336788,retro_2
1986,870334.3010137997,retro_2
1987,752765.3801318964,retro_2
1988,644629.2228758467,retro_2
1989,561459.9177840678,retro_2
1990,533934.8432937989,retro_2
1991,562227.2491120329,retro_2
1992,595388.0076445127,retro_2
1993,559460.4817317749,retro_2
1994,536158.9451793913,retro_2
1995,664681.6124460445,retro_2
1996,795323.1329298863,retro_2
1997,1076054.5613104608,retro_2
1998,1689805.5050953534,retro_2
1999,1528182.3981556576,retro_2
2000,1375257.272825519,retro_2
2001,1084025.082434649,retro_2
2002,821435.7436443998,retro_2
2003,623952.6012468023,retro_2
2004,616330.0663011345,retro_2
2005,676320.5998320411,retro_2
2006,533681.9535330436,retro_2
2007,447105.7616136017,retro_2
2008,486953.5169153932,retro_2
2009,1021758.1560898757,retro_2
2010,648442.7525223495,retro_2
2011,331827.3383391873,retro_2
2012,356642.2903100441,retro_2
2013,417941.3944487916,retro_2
2014,738737.1963325769,retro_2
2015,1664959.604559515,retro_2
2016,1455364.3617282964,retro_2
2017,2072323.6618660686,retro_2
2018,3895095.236975568,retro_2
2019,1099979.3158422757,retro_2
2020,834671.9776467232,retro_2
1975,1080029.153166579,retro_3
1976,1094259.6146931765,retro_3
1977,1099823.7367569287,retro_3
1978,1077046.0013640283,retro_3
1979,19974760.820761364,retro_3
1980,1060585.8737857651,retro_3
1981,1082336.0767861917,retro_3
1982,1127634.5728663674,retro_3
1983,1143094.7904729648,retro_3
1984,1109025.4931285786,retro_3
1985,999441.6784286582,retro_3
1986,866736.946734615,retro_3
1987,750916.65959348,retro_3
1988,644797.1404615496,retro_3
1989,563212.4195440762,retro_3
1990,534402.210220911,retro_3
1991,556761.954244172,retro_3
1992,587246.3777237881,retro_3
1993,555794.800701318,retro_3
1994,536996.5542350744,retro_3
1995,661871.4840228995,retro_3
1996,793993.3511558817,retro_3
1997,1096231.1905411386,retro_3
1998,1707051.0064669643,retro_3
1999,1511753.686512267,retro_3
2000,1414042.8131476976,retro_3
2001,1069323.7303988126,retro_3
2002,808351.8005137391,retro_3
2003,648239.6003872665,retro_3
2004,610221.3793771771,retro_3
2005,661438.033488047,retro_3
2006,543896.9201560699,retro_3
2007,463664.49309620477,retro_3
2008,507293.66902505833,retro_3
2009,998230.0727163539,retro_3
2010,695493.1783500622,retro_3
2011,352685.8178918411,retro_3
2012,380609.48687349336,retro_3
2013,435333.0050758403,retro_3
2014,767675.4760091014,retro_3
2015,1779717.8564324717,retro_3
2016,1510040.3745049236,retro_3
2017,1610027.832274909,retro_3
2018,2052718.2411447964,retro_3
2019,1010637.8294353812,retro_3
1975,1076557.6662876862,retro_4
1976,1090347.900909818,retro_4
1977,1095257.673950021,retro_4
1978,1071064.6819437018,retro_4
1979,19825006.99707511,retro_4
1980,1052582.992085067,retro_4
1981,1073724.118270328,retro_4
1982,1118822.3792776405,retro_4
1983,1133605.787048637,retro_4
1984,1098263.829755498,retro_4
1985,987662.8425819363,retro_4
1986,854803.2079830494,retro_4
1987,739037.5167968605,retro_4
1988,633252.3359455235,retro_4
1989,551309.8859489893,retro_4
1990,520155.1526508904,retro_4
1991,543826.0951850598,retro_4
1992,574881.2650085366,retro_4
1993,543490.2888571635,retro_4
1994,524615.0750334159,retro_4
1995,648095.1978723769,retro_4
1996,774970.2950960614,retro_4
1997,1074914.4577087099,retro_4
1998,1702753.4206189055,retro_4
1999,1494577.8837197092,retro_4
2000,1404708.963514582,retro_4
2001,1059369.2833979917,retro_4
2002,791659.0086432218,retro_4
2003,637976.1137168449,retro_4
2004,615894.1456452851,retro_4
2005,652398.1544739883,retro_4
2006,537838.510603173,retro_4
2007,464860.7832766465,retro_4
2008,518670.86963092565,retro_4
2009,1033100.5625666382,retro_4
2010,688700.9216973252,retro_4
2011,361628.77598093066,retro_4
2012,395513.20823194226,retro_4
2013,459107.51715009345,retro_4
2014,830065.9441648939,retro_4
2015,2216113.6934762364,retro_4
2016,2219941.692206296,retro_4
2017,1659316.380435692,retro_4
2018,1068727.1259510387,retro_4
1975,1077831.9303219984,retro_5
1976,1090869.2880244905,retro_5
1977,1094423.4335774826,retro_5
1978,1067226.6521116295,retro_5
1979,19722702.88891473,retro_5
1980,1045221.033539449,retro_5
1981,1066194.1690897597,retro_5
1982,1112668.7920738368,retro_5
1983,1128323.7502085113,retro_5
1984,1092618.9170110868,retro_5
1985,979996.15148493,retro_5
1986,845596.4934703812,retro_5
1987,728770.1021468997,retro_5
1988,621634.1493748301,retro_5
1989,537468.5729690441,retro_5
1990,509057.23386292934,retro_5
1991,535135.2195333779,retro_5
1992,568392.513855531,retro_5
1993,536022.9942702615,retro_5
1994,516266.16836917726,retro_5
1995,642604.1381928921,retro_5
1996,767959.0869493107,retro_5
1997,1058380.5695458371,retro_5
1998,1711795.1487279753,retro_5
1999,1481285.5835647285,retro_5
2000,1399907.0201512545,retro_5
2001,1053263.5273944319,retro_5
2002,777232.3677795875,retro_5
2003,626543.7907758765,retro_5
2004,622224.2442067607,retro_5
2005,649243.6749646743,retro_5
2006,533663.9482190387,retro_5
2007,464585.126724052,retro_5
2008,525307.8767189292,retro_5
2009,1073611.8861777931,retro_5
2010,698201.0969688126,retro_5
2011,372291.6434574203,retro_5
2012,414875.7463504664,retro_5
2013,475042.9163130122,retro_5
2014,786189.4512027187,retro_5
2015,3176287.539426758,retro_5
2016,2618239.744996664,retro_5
2017,1076411.1473693768,retro_5
1975,1067335.8269604936,retro_6
1976,1081160.1798803909,retro_6
1977,1086360.757872015,retro_6
1978,1062997.877591667,retro_6
1979,19645227.024716225,retro_6
1980,1044594.1105823542,retro_6
1981,1064599.0428068242,retro_6
1982,1107442.9394565756,retro_6
1983,1120018.6551142223,retro_6
1984,1082933.9113906391,retro_6
1985,972829.2435841177,retro_6
1986,840582.1275396238,retro_6
1987,723576.7735242976,retro_6
1988,615758.7188676343,retro_6
1989,536404.2720175106,retro_6
1990,509056.4689550485,retro_6
1991,533631.7164714795,retro_6
1992,565123.8634122458,retro_6
1993,535556.7372148754,retro_6
1994,518828.2460495859,retro_6
1995,645650.475009722,retro_6
1996,775111.1737005675,retro_6
1997,1073170.0418523606,retro_6
1998,1732060.6725689324,retro_6
1999,1496357.9864472412,retro_6
2000,1428142.7537843327,retro_6
2001,1045346.1329551614,retro_6
2002,771597.1912670344,retro_6
2003,639275.9447764875,retro_6
2004,628814.9089739952,retro_6
2005,650363.388700122,retro_6
2006,546149.4708009613,retro_6
2007,478870.75684883044,retro_6
2008,539755.8671973321,retro_6
2009,1167558.790854259,retro_6
2010,754012.0231754313,retro_6
2011,412605.18164647266,retro_6
2012,458709.15855391126,retro_6
2013,530158.420353767,retro_6
2014,868060.9980892427,retro_6
2015,3121867.647922298,retro_6
2016,1553353.7441671877,retro_6
1975,982022.4072236429,retro_7
1976,1018511.8979181628,retro_7
1977,999892.2311018072,retro_7
1978,959012.5818198796,retro_7
1979,20067185.908897113,retro_7
1980,1006628.6340484893,retro_7
1981,1036781.1560764344,retro_7
1982,1079896.9788238541,retro_7
1983,1105004.6667662112,retro_7
1984,1143038.0254924782,retro_7
1985,1031413.4748905917,retro_7
1986,882285.878147073,retro_7
1987,734154.2742039089,retro_7
1988,606539.6931900348,retro_7
