year,mean,median,q025,q975
1980,5.336132222261997,5.324091288449862,4.534314986175765,6.24386058396289
1981,5.970786124128803,5.948730368866087,5.148833765169766,6.906989448947268
1982,8.036226513278862,8.062902464206555,6.802457959545938,9.01725542707091
1983,9.575034873557756,9.598009889323247,8.347779272899203,10.658589576015379
1984,10.907862329174005,10.92845860459946,9.607286671761646,12.090063563453532
1985,11.863137228134441,11.885421776989501,10.460723490211475,13.155909894918723
1986,11.207834757563063,11.214662208907853,10.128803319169256,12.24185046135195
1987,10.344326715308929,10.3488040090907,9.52186785110417,11.17189032054207
1988,9.508514645022986,9.509992492494618,8.83198301392029,10.183233763205783
1989,8.737916737349055,8.739684317212829,8.18470907981049,9.29025411800069
1990,8.036266945896251,8.033595907835712,7.577309367209909,8.490777077232933
1991,7.28628872202699,7.283616151935881,6.905230677139239,7.665811797241874
1992,6.482213149945411,6.4799299300867865,6.16553955606683,6.807178889700357
1993,5.551159157914215,5.548508714357711,5.281982455455536,5.825208128583698
1994,4.693158754022881,4.69225372057279,4.465270160518435,4.927607348701481
1995,3.923070839953818,3.921094860332113,3.722552497145596,4.132455031133311
1996,3.226696516830815,3.2246750283471197,3.0568291365402844,3.4017786939080703
1997,2.611136187327554,2.6103003846985,2.4640785860629704,2.7590046546474625
1998,2.1185360499043338,2.117744184972665,1.9873762200245177,2.250617597132478
1999,1.9007117249942374,1.9002162487244612,1.7739702127713524,2.0300689643728527
2000,1.8382993249986712,1.8372672176175695,1.7068921044694332,1.9763777517155192
2001,1.9737935046899158,1.9725946927354054,1.8282880165124102,2.1251769837913512
2002,2.283837612380873,2.2824938369051875,2.1311798704484652,2.4429264199293685
2003,2.4954761823296816,2.4944496886831193,2.3369979405203236,2.65933329885281
2004,2.4567190541539756,2.455805039582417,2.3130616073361545,2.6065290992225973
2005,2.371162842639102,2.369657343761153,2.246062748346438,2.5040804532982373
2006,2.409848907871279,2.409928476756895,2.30260874604651,2.5195323044202023
2007,2.434771992635341,2.434643722389059,2.3162920792008235,2.5483329435049566
2008,2.3241865499391285,2.324110276794988,2.2168269239418756,2.4316227239907664
2009,2.25331339647237,2.2533492093867045,2.1537297529339026,2.3557639198869467
2010,2.207957025407764,2.2079498417015286,2.103290415851921,2.3134723314691152
2011,2.171363541129284,2.170906629920829,2.067219798847349,2.2818158534341926
2012,2.1615485897556383,2.160329629363108,2.0608174209939154,2.2677223662880284
2013,2.1627732510463007,2.1620639100646253,2.066220331079163,2.265921180399776
2014,2.12280548462081,2.12231692650646,2.019962921294232,2.232422777331978
2015,2.054101548323049,2.0537881343665125,1.9517465760621568,2.161192270218163
2016,2.072501675418056,2.0716612217326453,1.9598056495869682,2.186324534052792
2017,2.221535964306663,2.2210911712319863,2.0993278123357753,2.346140199351658
2018,2.722968189452401,2.7223529311633525,2.555099597571742,2.8948820098249963
