year,Fxx,ABC,discarded
1975,0.35,7127977.83586314,176820.37345222972
1975,0.4,6005554.465923433,148595.21374339834
1975,0.5,4285695.367953874,105631.24402131187
1975,0.6,3015641.4870082466,74119.05014746932
1975,0.7,2030014.963950187,49737.3647325319
1976,0.35,7183497.804566383,184154.96755471628
1976,0.4,6052231.203703634,154752.74484429826
1976,0.5,4318896.963254652,110001.65328362485
1976,0.6,3038948.904135168,77182.19284169926
1976,0.7,2045676.3333024734,51791.077098352165
1977,0.35,7265064.623746635,185655.47896605378
1977,0.4,6120879.78099754,156040.84029610085
1977,0.5,4367805.878289451,110946.19388024548
1977,0.6,3073322.5739287445,77859.57962293702
1977,0.7,2068794.019617353,52253.137603573115
1978,0.35,7382319.68013885,178138.72313218538
1978,0.4,6219767.348846152,149750.27803097467
1978,0.5,4438476.98453133,106502.7149983867
1978,0.6,3123102.536171259,74756.12290041843
1978,0.7,2102330.663709027,50178.02079089266
1979,0.35,7430267.378303051,168984.23204342386
1979,0.4,6260325.751218173,142060.01308640733
1979,0.5,4467593.261716828,101039.21094671435
1979,0.6,3143678.5323088663,70924.21138511601
1979,0.7,2116227.1283127693,47607.52759878752
1980,0.35,7382594.953929818,165081.86445830294
1980,0.4,6220318.950783906,138758.6558937778
1980,0.5,4439214.528168367,98669.04005171155
1980,0.6,3123797.221201872,69249.28816511399
1980,0.7,2102888.9465033244,46477.506197045186
1981,0.35,7363376.830565147,180567.27789233843
1981,0.4,6204209.341174939,151682.19040747054
1981,0.5,4427807.488394049,107760.016944014
1981,0.6,3115816.4836046663,75579.62660532154
1981,0.7,2097540.397022244,50700.524423986855
1982,0.35,7508519.345799266,261223.28549617424
1982,0.4,6325738.20934557,219235.31095899013
1982,0.5,4513723.425442166,155537.1516102739
1982,0.6,3175861.0307476516,108979.59771723389
1982,0.7,2137749.5978417112,73049.56279697343
1983,0.35,8033924.017988496,349131.8441813985
1983,0.4,6766801.9769177865,293198.1711976147
1983,0.5,4826748.168001045,208206.01074867923
1983,0.6,3395239.215325785,145981.6448585619
1983,0.7,2284971.4712158777,97902.75641299938
1984,0.35,8677804.25179328,349599.1699960237
1984,0.4,7308769.168477592,293834.5704585184
1984,0.5,5212937.982216015,208919.16956908882
1984,0.6,3666687.777890704,146614.71697243096
1984,0.7,2467546.6690416676,98395.86814128743
1985,0.35,9272069.573324544,303507.09994171903
1985,0.4,7809909.938366595,255234.61448844272
1985,0.5,5571044.653650802,181624.61353073848
1985,0.6,3918913.700122494,127536.83684452924
1985,0.7,2637459.8840607847,85632.0103017842
1986,0.35,9510024.89583047,249402.8693681674
1986,0.4,8011474.605963137,209772.5933447145
1986,0.5,5716046.679634983,149313.8192534081
1986,0.6,4021537.8280557194,104868.67250451709
1986,0.7,2706848.4223207957,70422.54255320727
1987,0.35,9496742.997840393,200739.82712078313
1987,0.4,8001187.092527946,168867.36388206654
1987,0.5,5709677.423569081,120225.15828141179
1987,0.6,4017553.1801158777,84452.59260336598
1987,0.7,2704422.713771302,56719.75520988043
1988,0.35,9376108.445505733,156463.06143929975
1988,0.4,7900710.830038741,131592.5352349698
1988,0.5,5639230.467380482,93657.1552480595
1988,0.6,3968626.7442938723,65774.40195353777
1988,0.7,2671820.3707704474,44167.22717495174
1989,0.35,8862621.766899075,140945.9284996463
1989,0.4,7468132.662716197,118547.55537474882
1989,0.5,5330588.049455327,84378.87045490238
1989,0.6,3751477.571424168,59261.50349817824
1989,0.7,2525658.187668245,39795.47455241449
1990,0.35,8374193.791702853,125260.22420475987
1990,0.4,7056693.545513023,105362.42811688404
1990,0.5,5037059.323900662,75002.55019029425
1990,0.6,3544977.7756027095,52680.60836805666
1990,0.7,2386672.312391503,35378.49460642536
1991,0.35,7902007.803698242,109270.88939483592
1991,0.4,6658963.252867457,91921.42533530209
1991,0.5,4753339.900758238,65443.56903868589
1991,0.6,3345393.8642057683,45971.150707894936
1991,0.7,2252348.9564589835,30875.039438447242
1992,0.35,7356753.211492202,92845.88144685546
1992,0.4,6199678.010807975,78107.18689772108
1992,0.5,4425702.1332570175,55611.64877268948
1992,0.6,3114911.2446337445,39066.294966583424
1992,0.7,2097228.177496881,26238.461543846817
1993,0.35,6704992.205376033,83358.4134202561
1993,0.4,5650466.787925725,70122.6993418166
1993,0.5,4033685.7443726957,49923.47357218803
1993,0.6,2839023.365750612,35068.783006867045
1993,0.7,1911488.074480439,23552.72579910682
1994,0.35,5989576.729199612,71297.84841427463
1994,0.4,5047690.274460347,59966.88266671774
1994,0.5,3603515.106179253,42682.14987680956
1994,0.6,2536324.719003479,29976.549151264528
1994,0.7,1707718.9453001465,20129.84518693769
1995,0.35,5341448.501237537,66239.63099090205
1995,0.4,4501451.973774363,55706.70909856246
1995,0.5,3213525.7583099557,39643.65113706299
1995,0.6,2261814.8731956845,27839.345308360807
1995,0.7,1522881.5576386715,18693.015749651142
1996,0.35,4772206.821325655,58752.942935574974
1996,0.4,4021774.477836821,49404.92406550707
1996,0.5,2871139.403437536,35153.00670429166
1996,0.6,2020854.082353705,24682.78437134861
1996,0.7,1360655.5248698823,16571.935821857318
1997,0.35,4184556.6844447367,55260.83369268798
1997,0.4,3526480.56237841,46461.31024455487
1997,0.5,2517493.679261748,33050.9315122297
1997,0.6,1771911.5758308605,23202.942778923
1997,0.7,1193025.9770830052,15576.389643965425
1998,0.35,3654271.1387759713,53264.019739037416
1998,0.4,3079563.429646413,44763.959502498255
