year,Fmort,retro
1975,0.02124811662148869,retro_0
1976,0.020758452731739974,retro_0
1977,0.01179908241070483,retro_0
1978,0.016415529990221313,retro_0
1979,0.024701043310546837,retro_0
1980,0.018031497322983266,retro_0
1981,0.013856722594969754,retro_0
1982,0.015623068582118226,retro_0
1983,0.022067543544277396,retro_0
1984,0.019784360127231188,retro_0
1985,0.03044947307271948,retro_0
1986,0.0423336024282356,retro_0
1987,0.04049128252032701,retro_0
1988,0.04472164601047383,retro_0
1989,0.04254671970036554,retro_0
1990,0.04002491061652581,retro_0
1991,0.051143007393570784,retro_0
1992,0.060158837652140924,retro_0
1993,0.09076670007714328,retro_0
1994,0.08291902088556158,retro_0
1995,0.0905159362482419,retro_0
1996,0.10542767364203239,retro_0
1997,0.12322347502603535,retro_0
1998,0.14094753902174262,retro_0
1999,0.10459388195993778,retro_0
2000,0.1172510151282562,retro_0
2001,0.0887179894856172,retro_0
2002,0.08452677476571946,retro_0
2003,0.08523724505901438,retro_0
2004,0.09493392708332,retro_0
2005,0.08998181620338228,retro_0
2006,0.09175194615704041,retro_0
2007,0.0720649549603675,retro_0
2008,0.07530638234879555,retro_0
2009,0.05689403705097015,retro_0
2010,0.055504004332682155,retro_0
2011,0.04731824389894133,retro_0
2012,0.05371610949744842,retro_0
2013,0.053158237810737675,retro_0
2014,0.044023832130542985,retro_0
2015,0.044776072531312966,retro_0
2016,0.037392609902340675,retro_0
2017,0.03958992464398889,retro_0
2018,0.04510919600512512,retro_0
2019,0.044679335419186665,retro_0
2020,0.05028792335194753,retro_0
1975,0.021261599908485137,retro_1
1976,0.02075633785197393,retro_1
1977,0.011784893870304809,retro_1
1978,0.016378208861514313,retro_1
1979,0.02463280939048072,retro_1
1980,0.01800245505330233,retro_1
1981,0.013863888327579154,retro_1
1982,0.015658278763961735,retro_1
1983,0.022144537302947555,retro_1
1984,0.01985058349720011,retro_1
1985,0.03051842574268699,retro_1
1986,0.04241185861767571,retro_1
1987,0.040561152958907214,retro_1
1988,0.04478963403732062,retro_1
1989,0.04263786078951751,retro_1
1990,0.040122091361149664,retro_1
1991,0.05127686128904421,retro_1
1992,0.06032041180491712,retro_1
1993,0.09105112070219294,retro_1
1994,0.08319853054627066,retro_1
1995,0.09086847911836571,retro_1
1996,0.1058671510495209,retro_1
1997,0.12381175487808228,retro_1
1998,0.14169338413963856,retro_1
1999,0.10521381024041872,retro_1
2000,0.11800396595333698,retro_1
2001,0.08932089006610094,retro_1
2002,0.08511421505047168,retro_1
2003,0.08585043199149787,retro_1
2004,0.09564929661331033,retro_1
2005,0.09070043704666035,retro_1
2006,0.09253111971824202,retro_1
2007,0.0727116012669189,retro_1
2008,0.07601944521417688,retro_1
2009,0.05744495963188865,retro_1
2010,0.05604472979307879,retro_1
2011,0.047755474041850036,retro_1
2012,0.05415427793019792,retro_1
2013,0.053513785234401756,retro_1
2014,0.04424530900049289,retro_1
2015,0.04492420657120737,retro_1
2016,0.03743569443184509,retro_1
2017,0.039528894031780795,retro_1
2018,0.04502311558419764,retro_1
2019,0.045069372160799925,retro_1
1975,0.021377214806751425,retro_2
1976,0.020869391294281166,retro_2
1977,0.011848749620737311,retro_2
1978,0.016466253742819112,retro_2
1979,0.0247651578438349,retro_2
1980,0.018099951478930384,retro_2
1981,0.013939416476657135,retro_2
1982,0.015743724989098054,retro_2
1983,0.022266071988313995,retro_2
1984,0.019960084977153406,retro_2
1985,0.030688049218126498,retro_2
1986,0.04265383902793875,retro_2
1987,0.04080129021761292,retro_2
1988,0.04506603966878604,retro_2
1989,0.04291409520681217,retro_2
1990,0.04039431967262953,retro_2
1991,0.05164285444356455,retro_2
1992,0.060778529114025176,retro_2
1993,0.09180470504143233,retro_2
1994,0.08395805791247354,retro_2
1995,0.09178576854306082,retro_2
1996,0.10704908362055972,retro_2
1997,0.12535367717181473,retro_2
1998,0.14366777186277843,retro_2
1999,0.10685028103082962,retro_2
2000,0.11998611471985125,retro_2
2001,0.09091743917111546,retro_2
2002,0.08668259256900186,retro_2
2003,0.08746467457022881,retro_2
