SB,retro
25.017575657447228,retro_0
287.7295464565815,retro_1
24.3243876166706,retro_2
25.27141481530468,retro_3
24.122052204900175,retro_4
25.75559441363457,retro_5
25.98313482179136,retro_6
Inf,retro_7
28.843333304306313,retro_8
27.633286261967715,retro_9
28.334745711771628,retro_10
