year,spawn_biom,retro
1975,51.16325555416555,retro_0
1976,51.552094832602705,retro_0
1977,52.074458859093674,retro_0
1978,52.66380345796416,retro_0
1979,52.77714895012116,retro_0
1980,52.74858732338956,retro_0
1981,53.32222853685758,retro_0
1982,55.397624586338715,retro_0
1983,59.77833259965316,retro_0
1984,63.66046519774542,retro_0
1985,67.49193243001744,retro_0
1986,68.36331507825244,retro_0
1987,66.6290281544805,retro_0
1988,63.83630620226188,retro_0
1989,60.304566197692544,retro_0
1990,56.63551425771918,retro_0
1991,53.057306574807114,retro_0
1992,48.94826006870883,retro_0
1993,44.474338790588135,retro_0
1994,39.45049317711628,retro_0
1995,35.18227978954474,retro_0
1996,31.199038798768726,retro_0
1997,27.40713958239398,retro_0
1998,23.925805674299433,retro_0
1999,21.064837462186567,retro_0
2000,19.443282703959113,retro_0
2001,18.410570956590412,retro_0
2002,18.11754325893212,retro_0
2003,18.10960771798565,retro_0
2004,18.022515487632692,retro_0
2005,17.669645158554747,retro_0
2006,17.187147823888264,retro_0
2007,16.574178838062192,retro_0
2008,16.07643575871974,retro_0
2009,15.554080062618132,retro_0
2010,15.198119886563147,retro_0
2011,14.8943132847653,retro_0
2012,14.752231553736497,retro_0
2013,14.521500003818431,retro_0
2014,14.279396892290427,retro_0
2015,14.0622188488243,retro_0
2016,13.842369929301405,retro_0
2017,13.869176850873407,retro_0
2018,14.290261912052406,retro_0
2019,15.014263789988082,retro_0
2020,16.278358973738065,retro_0
2021,17.938645689052667,retro_0
2022,19.489323919267864,retro_0
1975,51.016334730158974,retro_1
1976,51.397483990703904,retro_1
1977,51.9094403338967,retro_1
1978,52.493718450343046,retro_1
1979,52.609137726758725,retro_1
1980,52.59199097134948,retro_1
1981,53.18262223199092,retro_1
1982,55.2693989704557,retro_1
1983,59.64471159264501,retro_1
1984,63.51794452596646,retro_1
1985,67.3344624376383,retro_1
1986,68.19950033515491,retro_1
1987,66.46671214359893,retro_1
1988,63.67893384681797,retro_1
1989,60.15309847381586,retro_1
1990,56.49035218759481,retro_1
1991,52.917396594595544,retro_1
