year,rec,retro
1975,1.1833352670898476,retro_0
1976,1.477029665185566,retro_0
1977,1.7285194433507134,retro_0
1978,1.5982028908701567,retro_0
1979,1.264995331106055,retro_0
1980,17.492084422393404,retro_0
1981,0.9139591747814773,retro_0
1982,0.8440678561934635,retro_0
1983,0.8273972231454032,retro_0
1984,0.868822845118137,retro_0
1985,0.9489885992695437,retro_0
1986,0.9981757232172088,retro_0
1987,0.9037279068395727,retro_0
1988,0.6833215506728099,retro_0
1989,0.5166537664525085,retro_0
1990,0.47066051051300506,retro_0
1991,0.5458041644562642,retro_0
1992,0.6476885080676391,retro_0
1993,0.5593913989052031,retro_0
1994,0.4446211815479829,retro_0
1995,0.5618335310106186,retro_0
1996,0.9037621314256985,retro_0
1997,0.8585830774749366,retro_0
1998,1.8568800734481843,retro_0
1999,1.204326339726611,retro_0
2000,1.2359025691568362,retro_0
2001,1.0140424185243717,retro_0
2002,0.6308489898573825,retro_0
2003,0.6241486289843082,retro_0
2004,0.6542156926005831,retro_0
2005,0.6177905321889806,retro_0
2006,0.5973012113362693,retro_0
2007,0.5060978501029006,retro_0
2008,0.39410297359065494,retro_0
2009,1.2153149293842456,retro_0
2010,0.6306258220858317,retro_0
2011,0.2442585994835137,retro_0
2012,0.3633883512892279,retro_0
2013,0.518667438653152,retro_0
2014,0.6838898019311007,retro_0
2015,1.8740743216887994,retro_0
2016,1.0246258777079693,retro_0
2017,1.4951389225551632,retro_0
2018,2.576151813400467,retro_0
2019,0.7011621241921642,retro_0
2020,1.016619381855434,retro_0
1975,1.1115816191626489,retro_1
1976,1.3706807994509902,retro_1
1977,1.5716075884613534,retro_1
1978,1.4579108410086061,retro_1
1979,1.1730887748515797,retro_1
1980,17.881114759830318,retro_1
1981,0.8614348282203251,retro_1
1982,0.8023283968916503,retro_1
1983,0.7946933792143827,retro_1
1984,0.8455781638674705,retro_1
1985,0.939774728258864,retro_1
1986,1.0041273250164569,retro_1
1987,0.9081777417785788,retro_1
1988,0.6801422751871136,retro_1
1989,0.5124496782391365,retro_1
1990,0.4668558989611806,retro_1
1991,0.5386944645146521,retro_1
1992,0.6474999626862254,retro_1
1993,0.5581966739216159,retro_1
1994,0.44177798513880656,retro_1
1995,0.5591080633467337,retro_1
1996,0.9051542708684749,retro_1
1997,0.8531037186430815,retro_1
1998,1.8505207536044417,retro_1
1999,1.1991259361795807,retro_1
2000,1.2291651729925246,retro_1
2001,1.0099086701739386,retro_1
2002,0.6249689818601392,retro_1
2003,0.6230454203597966,retro_1
2004,0.6480360290017271,retro_1
2005,0.6133725512453096,retro_1
2006,0.5969566348164893,retro_1
2007,0.5073163996550081,retro_1
2008,0.39574846393828295,retro_1
2009,1.2374275712702278,retro_1
2010,0.6415838474484188,retro_1
2011,0.24554545683469403,retro_1
2012,0.37524276689090447,retro_1
2013,0.5324805053309997,retro_1
2014,0.7056787658426078,retro_1
2015,1.9471873328687854,retro_1
2016,0.8200446445682549,retro_1
2017,0.9808968395479998,retro_1
2018,0.9141422772431083,retro_1
2019,0.5704020867347506,retro_1
1975,1.1046507473904135,retro_2
1976,1.3623287307950935,retro_2
1977,1.5627831873042435,retro_2
1978,1.4498962445693542,retro_2
1979,1.1659231071165215,retro_2
1980,17.797803111639695,retro_2
1981,0.8554001741471908,retro_2
1982,0.7965305587413126,retro_2
1983,0.7885917209849702,retro_2
1984,0.8385388797596028,retro_2
1985,0.93134067680583,retro_2
1986,0.9958399846745375,retro_2
1987,0.9014867339638413,retro_2
1988,0.6746532633524632,retro_2
1989,0.5064964481231012,retro_2
1990,0.45633176577642265,retro_2
1991,0.531186036473926,retro_2
1992,0.641119585636405,retro_2
1993,0.5530341823115222,retro_2
1994,0.4364179441681291,retro_2
1995,0.5491104176215963,retro_2
1996,0.8987366517627666,retro_2
1997,0.8380537050968254,retro_2
1998,1.837808548913713,retro_2
1999,1.1841912741729703,retro_2
2000,1.2187020318230064,retro_2
2001,0.9937059027847849,retro_2
2002,0.6256431228050305,retro_2
2003,0.6081484650371963,retro_2
2004,0.6423035608276401,retro_2
2005,0.6034403262663617,retro_2
2006,0.5904062162784786,retro_2
2007,0.5030099242941283,retro_2
2008,0.3900485495189921,retro_2
2009,1.2393860057295354,retro_2
2010,0.6362174006942249,retro_2
2011,0.24337893200481134,retro_2
2012,0.3694331599537994,retro_2
2013,0.5252911812250995,retro_2
2014,0.7046385517096297,retro_2
2015,2.1455790918833526,retro_2
2016,0.9193704523935216,retro_2
2017,0.7405203128220705,retro_2
2018,0.7587495681761681,retro_2
1975,1.111497300457204,retro_3
1976,1.3744738410035053,retro_3
1977,1.5844825307123522,retro_3
1978,1.4690019505715957,retro_3
1979,1.1764899446123964,retro_3
1980,17.657639091663725,retro_3
1981,0.8592534931176952,retro_3
1982,0.7981807040671435,retro_3
1983,0.7882861324483228,retro_3
1984,0.8356661818296717,retro_3
1985,0.9252710478621211,retro_3
1986,0.9885677761885261,retro_3
1987,0.8951260541175561,retro_3
1988,0.6669726289802271,retro_3
1989,0.4952593438415357,retro_3
1990,0.45122539287921726,retro_3
