year,spawn_biom,retro
1980,36.098922946418476,retro_0
1981,37.72429396991929,retro_0
1982,41.93399280317601,retro_0
1983,48.221761190720144,retro_0
1984,54.29963604230049,retro_0
1985,58.0952681281832,retro_0
1986,57.94492266042571,retro_0
1987,55.74492734234527,retro_0
1988,52.609417511515986,retro_0
1989,49.03029668217739,retro_0
1990,45.70355054589443,retro_0
1991,42.44137262323033,retro_0
1992,38.878078049159676,retro_0
1993,34.707400761844866,retro_0
1994,29.85015283871703,retro_0
1995,25.659641451849218,retro_0
1996,21.755041693517008,retro_0
1997,18.177035095655484,retro_0
1998,15.051505735886233,retro_0
1999,12.661578974104359,retro_0
2000,11.443487704532858,retro_0
2001,10.682802718588816,retro_0
2002,10.548714566694517,retro_0
2003,10.540344633592147,retro_0
2004,10.459487354800055,retro_0
2005,10.24478429469989,retro_0
2006,10.069184170834669,retro_0
2007,9.888946236564143,retro_0
2008,9.811241457244124,retro_0
2009,9.669623061177429,retro_0
2010,9.662907461124393,retro_0
2011,9.652319340554454,retro_0
2012,9.67861274644232,retro_0
2013,9.618705686926726,retro_0
2014,9.559294762643935,retro_0
2015,9.596765236664739,retro_0
2016,9.80242440903765,retro_0
2017,10.332177834300987,retro_0
2018,11.291670773597698,retro_0
2019,12.88317002162252,retro_0
2020,15.004866039350587,retro_0
1980,33.63400399485747,retro_1
1981,35.353098559943874,retro_1
1982,39.793247849042004,retro_1
1983,46.45342251437388,retro_1
1984,52.934772539573444,retro_1
1985,57.07381812752841,retro_1
1986,57.15794067556354,retro_1
1987,55.120566663502366,retro_1
1988,52.09416719823115,retro_1
1989,48.598281701826814,retro_1
1990,45.34304290751035,retro_1
1991,42.13485186785932,retro_1
1992,38.60599670753369,retro_1
1993,34.4332134589072,retro_1
1994,29.54980450780851,retro_1
1995,25.327913285240655,retro_1
1996,21.39584653345674,retro_1
1997,17.804824007613018,retro_1
1998,14.684899066624235,retro_1
1999,12.317151192900385,retro_1
2000,11.12597776339718,retro_1
2001,10.394425775146928,retro_1
2002,10.287955857436737,retro_1
2003,10.302316413434761,retro_1
2004,10.239625137699816,retro_1
2005,10.045882088572125,retro_1
2006,9.893810682084077,retro_1
2007,9.729621032116192,retro_1
2008,9.657000553164341,retro_1
2009,9.51266452292555,retro_1
2010,9.497638716315638,retro_1
2011,9.473711114110326,retro_1
2012,9.489191672071273,retro_1
2013,9.422081205196996,retro_1
2014,9.34893711656687,retro_1
2015,9.501498987735335,retro_1
2016,9.908944276074076,retro_1
2017,11.231909796314376,retro_1
2018,14.195045473014483,retro_1
2019,18.577611808523898,retro_1
1980,34.27158015290188,retro_2
1981,35.97621317399167,retro_2
1982,40.385364596546,retro_2
1983,46.98937759963581,retro_2
1984,53.39197471223996,retro_2
1985,57.43724066133726,retro_2
1986,57.42378254696999,retro_2
1987,55.29304021964949,retro_2
1988,52.18296208240264,retro_2
1989,48.61597970319021,retro_2
1990,45.3030616040548,retro_2
1991,42.05214939673901,retro_2
1992,38.4944753342133,retro_2
1993,34.306015524259266,retro_2
1994,29.417285858714592,retro_2
1995,25.19668815418987,retro_2
1996,21.269746322090146,retro_2
1997,17.686217398963745,retro_2
1998,14.575771628434328,retro_2
1999,12.222006894746153,retro_2
2000,11.048697641197828,retro_2
2001,10.332163022130802,retro_2
2002,10.223007772342061,retro_2
2003,10.216851577278483,retro_2
2004,10.124460378654268,retro_2
2005,9.901095140850156,retro_2
2006,9.725300794877661,retro_2
2007,9.551142236896448,retro_2
2008,9.482935764435776,retro_2
2009,9.350814323962412,retro_2
2010,9.348898466343663,retro_2
2011,9.334049392393082,retro_2
2012,9.349239165263317,retro_2
2013,9.26661761471157,retro_2
2014,9.250324901414222,retro_2
2015,9.40387758621774,retro_2
2016,10.034045767252579,retro_2
2017,11.76847293462638,retro_2
2018,14.476926630198015,retro_2
1980,33.94673861801125,retro_3
1981,35.657769608974505,retro_3
1982,40.08388108538746,retro_3
1983,46.721391063848486,retro_3
1984,53.17304375015323,retro_3
1985,57.27855201312807,retro_3
1986,57.329661395906186,retro_3
1987,55.262026209317355,retro_3
1988,52.20861443935124,retro_3
1989,48.68817823769723,retro_3
1990,45.40917771312166,retro_3
1991,42.177458856774784,retro_3
1992,38.62734854839203,retro_3
1993,34.437293992156064,retro_3
1994,29.540824812525948,retro_3
1995,25.308061136117892,retro_3
1996,21.362364158100878,retro_3
1997,17.74843959895392,retro_3
1998,14.594729092101378,retro_3
1999,12.188124118188016,retro_3
2000,10.96794818664314,retro_3
2001,10.230591766270628,retro_3
2002,10.150080112029551,retro_3
2003,10.20580313503241,retro_3
2004,10.176704317832202,retro_3
2005,9.992728096056958,retro_3
2006,9.830589469698841,retro_3
2007,9.645177432310275,retro_3
2008,9.545914105632347,retro_3
2009,9.371597681586275,retro_3
2010,9.32984700988663,retro_3
2011,9.289455649105472,retro_3
2012,9.297471227521239,retro_3
2013,9.331183897848373,retro_3
2014,9.50526436537248,retro_3
