SB,retro
28.79124774279956,retro_0
28.935304998501394,retro_1
54.86827012864127,retro_2
Inf,retro_3
28.922610291353582,retro_4
505.0084450180982,retro_5
26.335620234056954,retro_6
77.35717023034279,retro_7
26.717713589123882,retro_8
743.8956628311821,retro_9
30.239662675115035,retro_10
