SB,retro
14.949983203640132,retro_0
14.711348378717116,retro_1
14.32437754653245,retro_2
14.587068277538298,retro_3
14.1252898524575,retro_4
14.215759013470349,retro_5
13.364053647890959,retro_6
13.100934578454927,retro_7
12.855770277455449,retro_8
12.745232823439798,retro_9
12.89180022951292,retro_10
