retro,mgc
retro_0,4.439657400351465e-4
retro_1,0.0011461307199947535
retro_2,4.0003262427654174e-4
retro_3,6.817639600996406e-4
retro_4,0.0012494622795837795
retro_5,7.123371680047841e-4
retro_6,1.7666006828963768e-4
retro_7,3.0470763616463614e-4
retro_8,7.191597775398675e-5
retro_9,0.10938912080357892
retro_10,5.255694744369932e-4
