year,ABC,retro
1975,2.6992862728544713,retro_0
1976,2.6485086967560565,retro_0
1977,2.6034199125416078,retro_0
1978,2.5782109493564556,retro_0
1979,2.617062541877097,retro_0
1980,2.9361927819032294,retro_0
1981,3.651472920968948,retro_0
1982,4.249557077819215,retro_0
1983,4.692160209578781,retro_0
1984,5.02802580734981,retro_0
1985,5.300840746393721,retro_0
1986,5.357006369724165,retro_0
1987,5.22664772640638,retro_0
1988,5.0217577799460535,retro_0
1989,4.754696711734919,retro_0
1990,4.478616192563908,retro_0
1991,4.201348718880117,retro_0
1992,3.846420633374695,retro_0
1993,3.4926653766567752,retro_0
1994,3.0395623145796304,retro_0
1995,2.683558424637198,retro_0
1996,2.35053756399841,retro_0
1997,2.0509324364986052,retro_0
1998,1.781554092633055,retro_0
1999,1.560001672773181,retro_0
2000,1.472027951548933,retro_0
2001,1.436826519987057,retro_0
2002,1.4709183560199433,retro_0
2003,1.5195892576779175,retro_0
2004,1.5581839843334468,retro_0
2005,1.5659389648076965,retro_0
2006,1.558383560598772,retro_0
2007,1.5345851076358044,retro_0
2008,1.5207228333641154,retro_0
2009,1.487978551664301,retro_0
2010,1.4683467148412448,retro_0
2011,1.459688225169447,retro_0
2012,1.472285195624632,retro_0
2013,1.4648255969407922,retro_0
2014,1.4383812081573264,retro_0
2015,1.4113204544940927,retro_0
2016,1.3872934674023607,retro_0
2017,1.395249821222066,retro_0
2018,1.4242151578823694,retro_0
2019,1.4723464551879548,retro_0
2020,1.5926885493061846,retro_0
2021,1.8088477134635061,retro_0
2022,2.037525240221711,retro_0
2023,2.2440336844991453,retro_0
2024,2.4439157939446505,retro_0
2025,2.6723854810738703,retro_0
2026,2.8663203818361134,retro_0
1975,2.706427865865951,retro_1
1976,2.6557091367910592,retro_1
1977,2.610115749087397,retro_1
1978,2.5829977548519603,retro_1
1979,2.6200652384929284,retro_1
1980,2.9406278552609804,retro_1
1981,3.661220164548917,retro_1
1982,4.262009884595277,retro_1
1983,4.704851520250145,retro_1
1984,5.040336764404455,retro_1
1985,5.313358490418751,retro_1
1986,5.369148671485365,retro_1
1987,5.238031935008269,retro_1
1988,5.03222933205553,retro_1
1989,4.764590399054811,retro_1
1990,4.488046198720439,retro_1
1991,4.21034937267579,retro_1
1992,3.8546616957392574,retro_1
1993,3.500521340080855,retro_1
1994,3.0468870191013746,retro_1
1995,2.690641694322312,retro_1
1996,2.357208741882451,retro_1
1997,2.0573216840161788,retro_1
1998,1.787550678247648,retro_1
1999,1.5656653945020929,retro_1
2000,1.477556431266652,retro_1
2001,1.4424512650381198,retro_1
2002,1.4766669776230383,retro_1
2003,1.5254947264356282,retro_1
2004,1.5642653127150856,retro_1
2005,1.5721574333194637,retro_1
2006,1.5646345010663332,retro_1
2007,1.5408716498677237,retro_1
2008,1.5270828402024847,retro_1
2009,1.49435182934881,retro_1
2010,1.4747229371572048,retro_1
2011,1.4662756127505574,retro_1
2012,1.4793861534320083,retro_1
2013,1.4724261420218707,retro_1
2014,1.446508703759851,retro_1
2015,1.4199900015296816,retro_1
2016,1.396265535949153,retro_1
2017,1.4044446629673866,retro_1
2018,1.4347631477596112,retro_1
2019,1.484962709982917,retro_1
2020,1.6076424375604046,retro_1
2021,1.8250003469057072,retro_1
2022,2.049152679530062,retro_1
2023,2.2485826600682897,retro_1
2024,2.433000912262154,retro_1
2025,2.6228925862543497,retro_1
1975,2.7178102905477286,retro_2
1976,2.667175398197487,retro_2
1977,2.6207606371492953,retro_2
1978,2.590568922091848,retro_2
1979,2.6247729307561873,retro_2
1980,2.947662210915273,retro_2
1981,3.676843760151336,retro_2
1982,4.282010175537345,retro_2
1983,4.725194277353349,retro_2
1984,5.059981048656151,retro_2
1985,5.333321471484618,retro_2
1986,5.3885225755439095,retro_2
1987,5.256197130759264,retro_2
1988,5.048933990899046,retro_2
1989,4.780388468517865,retro_2
1990,4.503125497365281,retro_2
1991,4.224765271970369,retro_2
1992,3.867875759888209,retro_2
1993,3.513137576352262,retro_2
1994,3.05867650229377,retro_2
1995,2.702089152368129,retro_2
1996,2.3680422531982988,retro_2
1997,2.0677700325119868,retro_2
1998,1.797461981438396,retro_2
1999,1.5751926569646044,retro_2
2000,1.4870531873342887,retro_2
2001,1.4523658431502802,retro_2
2002,1.4870429684270672,retro_2
2003,1.5363708989322133,retro_2
2004,1.5756191288949437,retro_2
2005,1.5838252679442453,retro_2
2006,1.5764375770981072,retro_2
2007,1.5528233265686544,retro_2
2008,1.5392853989871793,retro_2
2009,1.5066828356177733,retro_2
2010,1.4872271758779534,retro_2
2011,1.479453072811124,retro_2
2012,1.4939948374357168,retro_2
2013,1.4882710472528142,retro_2
2014,1.464105698056058,retro_2
2015,1.4395732569134632,retro_2
2016,1.416282850830889,retro_2
2017,1.4210359412428404,retro_2
2018,1.454978116825735,retro_2
2019,1.504891211116977,retro_2
2020,1.6166118848438864,retro_2
2021,1.8086226132674543,retro_2
2022,2.047765214319499,retro_2
2023,2.236643275787854,retro_2
2024,2.386403823628963,retro_2
1975,2.71953846887512,retro_3
1976,2.6689832873874755,retro_3
1977,2.623166948589617,retro_3
1978,2.5948117850842443,retro_3
1979,2.630880246093511,retro_3
1980,2.9532562130429456,retro_3
1981,3.6790651102895433,retro_3
1982,4.282988371011659,retro_3
1983,4.726889903135207,retro_3
1984,5.062732080109354,retro_3
1985,5.336353940707971,retro_3
1986,5.3920569215339205,retro_3
1987,5.260374483372442,retro_3
1988,5.053732089138876,retro_3
1989,4.785421876040115,retro_3
1990,4.508241024092399,retro_3
1991,4.229891968527369,retro_3
1992,3.8732245872944993,retro_3
1993,3.5184244252523085,retro_3
1994,3.063996747572912,retro_3
1995,2.7072602513715682,retro_3
1996,2.373148599070901,retro_3
1997,2.0726217849114654,retro_3
1998,1.8020565728233753,retro_3
1999,1.5795149552277847,retro_3
2000,1.491258186838695,retro_3
2001,1.456486653427703,retro_3
2002,1.4912436772481201,retro_3
2003,1.5407021691488154,retro_3
2004,1.5800379719073518,retro_3
2005,1.58827626738303,retro_3
2006,1.5808643117667456,retro_3
2007,1.5571815037341075,retro_3
2008,1.543540895082082,retro_3
2009,1.51087757638164,retro_3
2010,1.4914400196305564,retro_3
2011,1.483836734221667,retro_3
2012,1.498657717968722,retro_3
2013,1.4933219076546902,retro_3
2014,1.4692919514419025,retro_3
2015,1.4447000107129313,retro_3
2016,1.4217585172666134,retro_3
2017,1.4292241484857913,retro_3
2018,1.4636044670198947,retro_3
2019,1.5167301016555932,retro_3
2020,1.6374760515551796,retro_3
2021,1.8403386130797572,retro_3
2022,2.0545846253867377,retro_3
2023,2.231874931462099,retro_3
1975,2.738186579260314,retro_4
1976,2.6887715020117615,retro_4
1977,2.643025880898552,retro_4
1978,2.611408754527563,retro_4
1979,2.710782889332008,retro_4
1980,3.0825645471640373,retro_4
1981,3.784011188967973,retro_4
1982,4.4604511909498,retro_4
1983,4.917943229530112,retro_4
1984,5.246064142712694,retro_4
1985,5.470791093935193,retro_4
1986,5.482432899074198,retro_4
1987,5.315681837108828,retro_4
1988,5.082217436976704,retro_4
1989,4.793796716813184,retro_4
1990,4.501880867854465,retro_4
1991,4.213384903500854,retro_4
1992,3.851292401163542,retro_4
1993,3.495330308798149,retro_4
1994,3.0438235071825717,retro_4
1995,2.690787184459572,retro_4
1996,2.3617198713462426,retro_4
1997,2.0678630040158787,retro_4
1998,1.8042856183790634,retro_4
