year,rec,retro
1975,1081607.799164883,retro_0
1976,1071716.7850714733,retro_0
1977,1097711.8416155342,retro_0
1978,16368596.265666747,retro_0
1979,1288365.6057621667,retro_0
1980,1505594.2040530776,retro_0
1981,1916894.3723321825,retro_0
1982,1836074.2111993562,retro_0
1983,1425993.639356781,retro_0
1984,1137391.9683495704,retro_0
1985,905228.7114974312,retro_0
1986,762391.694421855,retro_0
1987,661349.8722766966,retro_0
1988,572476.4203603766,retro_0
1989,510707.8520856693,retro_0
1990,496853.1485899819,retro_0
1991,543293.3209555077,retro_0
1992,614320.9074796365,retro_0
1993,581722.138850919,retro_0
1994,559966.5653941574,retro_0
1995,766496.1524116284,retro_0
1996,885486.4002718444,retro_0
1997,1048129.3724425677,retro_0
1998,1703156.4603668787,retro_0
1999,1452621.3882444312,retro_0
2000,1334569.4346614073,retro_0
2001,1038431.6589139045,retro_0
2002,808328.7028673134,retro_0
2003,632639.0621780343,retro_0
2004,635611.6057930388,retro_0
2005,727219.2617070572,retro_0
2006,538209.3016895722,retro_0
2007,471082.93182675116,retro_0
2008,524379.715099411,retro_0
2009,1185678.7949991217,retro_0
2010,570076.7013287222,retro_0
2011,315430.5830924534,retro_0
2012,362081.5308626284,retro_0
2013,319524.75122783845,retro_0
2014,711420.8462831461,retro_0
2015,1356128.740208622,retro_0
2016,989944.1993875526,retro_0
2017,898389.3987326574,retro_0
2018,4140296.7300652545,retro_0
2019,1748362.1871166283,retro_0
2020,2107374.024819735,retro_0
2021,937431.7208883478,retro_0
2022,2613823.6374494648,retro_0
2023,2625266.976450313,retro_0
2024,652122.6120548472,retro_0
2025,854413.0995158767,retro_0
1975,1061096.7953446843,retro_1
1976,1051451.0843705062,retro_1
1977,1076533.1004041068,retro_1
1978,16537940.122580048,retro_1
1979,1262318.892724405,retro_1
1980,1476102.246464044,retro_1
1981,1890676.3567195346,retro_1
1982,1842308.2377822204,retro_1
1983,1430386.2634603656,retro_1
1984,1139455.6181794475,retro_1
1985,905625.0845936366,retro_1
1986,762557.0531985352,retro_1
1987,661641.8429618534,retro_1
1988,572749.8961404618,retro_1
1989,510924.78845743655,retro_1
1990,497158.01128589176,retro_1
1991,544092.6716596243,retro_1
1992,615934.0161386166,retro_1
1993,582653.7114401278,retro_1
1994,560090.4747431442,retro_1
1995,768020.0361986426,retro_1
1996,886705.2045971494,retro_1
1997,1048990.5505734005,retro_1
1998,1709563.1635347507,retro_1
1999,1455079.7214599706,retro_1
2000,1337386.9905149965,retro_1
2001,1040818.1443541594,retro_1
2002,811983.5254154026,retro_1
2003,632175.2232456167,retro_1
2004,637313.6201416925,retro_1
2005,730592.4519052494,retro_1
2006,540390.897714039,retro_1
2007,471762.836364067,retro_1
2008,525563.9492621548,retro_1
2009,1197577.953748295,retro_1
2010,574997.0050902687,retro_1
2011,316988.1964608354,retro_1
2012,368253.635742707,retro_1
2013,330988.1795505692,retro_1
2014,687957.7384858468,retro_1
2015,1392515.6089614932,retro_1
2016,1005527.1385182334,retro_1
2017,910405.0445769877,retro_1
2018,4181149.4135587923,retro_1
2019,1666836.9399131967,retro_1
2020,2037589.6428016506,retro_1
2021,695053.4387915258,retro_1
2022,2855347.231006257,retro_1
2023,1030008.1148647938,retro_1
2024,835492.8816659291,retro_1
1975,1028127.801958139,retro_2
1976,1018898.4461075551,retro_2
1977,1042588.7800554453,retro_2
1978,16810608.70018718,retro_2
1979,1220671.1535013304,retro_2
1980,1428529.9929295373,retro_2
1981,1845457.2876241454,retro_2
1982,1853788.5280979015,retro_2
1983,1437983.8930220753,retro_2
1984,1142921.312102227,retro_2
1985,906272.4162713069,retro_2
1986,762864.0528275936,retro_2
1987,662196.9497518442,retro_2
1988,573278.1748220234,retro_2
1989,511349.6049322452,retro_2
1990,497735.50504669844,retro_2
1991,545543.1936495507,retro_2
1992,618867.866503324,retro_2
1993,584540.2616968096,retro_2
1994,560758.3554567212,retro_2
1995,770615.6370704108,retro_2
1996,890956.7570163119,retro_2
1997,1050339.792465558,retro_2
1998,1723357.4252536334,retro_2
1999,1460331.4970707917,retro_2
2000,1343072.6924444372,retro_2
2001,1046959.9406181518,retro_2
2002,816207.694419013,retro_2
2003,632751.7163582752,retro_2
2004,640537.9509990617,retro_2
2005,738461.4504733047,retro_2
2006,544218.3656552975,retro_2
2007,476124.57720362424,retro_2
2008,525136.0036408614,retro_2
2009,1231105.5937766056,retro_2
2010,581909.9438167766,retro_2
2011,321263.7661621871,retro_2
2012,387067.1095128538,retro_2
2013,391496.4008775907,retro_2
2014,529424.1578519585,retro_2
2015,1507378.660783417,retro_2
2016,926082.7345735444,retro_2
2017,1401433.6423913478,retro_2
2018,2484222.2290559355,retro_2
2019,3582544.669914669,retro_2
2020,720867.6256116511,retro_2
2021,1695060.2852073906,retro_2
2022,529826.9970520779,retro_2
2023,833075.1835802575,retro_2
1975,1050107.2545742176,retro_3
1976,1040645.7397938585,retro_3
1977,1065156.6558092288,retro_3
1978,16687728.42886088,retro_3
1979,1247854.440923924,retro_3
1980,1459382.1225917765,retro_3
1981,1874311.963581703,retro_3
1982,1848740.8030070108,retro_3
1983,1436368.1548980912,retro_3
1984,1143537.543325753,retro_3
1985,908172.559318351,retro_3
1986,764761.4053316445,retro_3
1987,663843.5264237615,retro_3
1988,574804.1522693489,retro_3
1989,512818.78068561986,retro_3
1990,499124.36645757064,retro_3
1991,546702.1684377264,retro_3
1992,619542.1846621144,retro_3
1993,585573.254747805,retro_3
1994,561423.8518957502,retro_3
1995,770273.1865420729,retro_3
1996,891269.7156881411,retro_3
1997,1053218.657307245,retro_3
1998,1724607.3355630953,retro_3
1999,1463457.0035146687,retro_3
2000,1346537.416158059,retro_3
2001,1047524.5808343793,retro_3
2002,818069.6063443108,retro_3
2003,632466.9186771654,retro_3
2004,642379.9884842254,retro_3
2005,737218.1395041004,retro_3
2006,546874.8954396036,retro_3
2007,476394.6253062457,retro_3
