year,spawn_biom,retro
1975,24.96835430694039,retro_0
1976,24.465691611991705,retro_0
1977,24.077241495038823,retro_0
1978,24.926858531927003,retro_0
1979,26.377836337027,retro_0
1980,29.34316293784251,retro_0
1981,33.33219234692987,retro_0
1982,37.636385547485126,retro_0
1983,41.82710498825175,retro_0
1984,45.567810826596684,retro_0
1985,48.855488728220095,retro_0
1986,48.44113851684214,retro_0
1987,46.70595359440055,retro_0
1988,44.731585044348606,retro_0
1989,42.15698329992793,retro_0
1990,39.4886365843475,retro_0
1991,36.77935742444792,retro_0
1992,33.642267111534544,retro_0
1993,30.17272826190877,retro_0
1994,26.221721484452747,retro_0
1995,22.97358881343275,retro_0
1996,20.08300601236183,retro_0
1997,17.464136121934047,retro_0
1998,15.230581782721243,retro_0
1999,13.546677666896953,retro_0
2000,12.842970167685374,retro_0
2001,12.511397277863741,retro_0
2002,12.73041128491503,retro_0
2003,13.08315635768003,retro_0
2004,13.392952472792446,retro_0
2005,13.53155467324322,retro_0
2006,13.508825867942287,retro_0
2007,13.338044454266742,retro_0
2008,13.178349392790743,retro_0
2009,12.951938461819116,retro_0
2010,12.852889251838103,retro_0
2011,12.811593972174158,retro_0
2012,12.811385893034,retro_0
2013,12.674221388927544,retro_0
2014,12.514474542994439,retro_0
2015,12.456035718333988,retro_0
2016,12.476622268234072,retro_0
2017,12.589078278796594,retro_0
2018,12.973538342877795,retro_0
2019,13.660648271275855,retro_0
2020,14.911915483033841,retro_0
2021,16.490438509203855,retro_0
2022,18.370362994335434,retro_0
2023,20.28479399258139,retro_0
2024,22.27909550338754,retro_0
2025,24.309098326307485,retro_0
2026,25.64335612262684,retro_0
1975,25.033079852492154,retro_1
1976,24.52744344141112,retro_1
1977,24.130817331361264,retro_1
1978,24.97760888495011,retro_1
1979,26.428855839166253,retro_1
1980,29.408516488759474,retro_1
1981,33.413016532986596,retro_1
1982,37.72833191915375,retro_1
1983,41.92984795450122,retro_1
1984,45.68358284091447,retro_1
1985,48.98675193194246,retro_1
1986,48.55785491742787,retro_1
1987,46.808476014955986,retro_1
1988,44.82667347419168,retro_1
1989,42.24835091889805,retro_1
1990,39.575573582524555,retro_1
1991,36.86158224126495,retro_1
1992,33.71994700679316,retro_1
1993,30.245838114133,retro_1
1994,26.290600132026167,retro_1
1995,23.03870614226178,retro_1
1996,20.144621452972125,retro_1
1997,17.52225557370486,retro_1
1998,15.285615265771833,retro_1
1999,13.599113720378496,retro_1
2000,12.89433997182805,retro_1
2001,12.562514150336,retro_1
2002,12.782462440256673,retro_1
2003,13.136516829933015,retro_1
2004,13.447848030345465,retro_1
2005,13.587905636889424,retro_1
2006,13.565905896130484,retro_1
2007,13.395650006852177,retro_1
2008,13.236309144367931,retro_1
2009,13.01052251562058,retro_1
2010,12.912483712844999,retro_1
2011,12.873692729488345,retro_1
2012,12.877064524148446,retro_1
2013,12.744118705591445,retro_1
2014,12.58789658135401,retro_1
2015,12.534969094088561,retro_1
2016,12.561060232819475,retro_1
2017,12.681028650746601,retro_1
2018,13.077804709818379,retro_1
2019,13.776053262873011,retro_1
2020,15.033876165351785,retro_1
2021,16.591440668001475,retro_1
2022,18.444319994768904,retro_1
2023,20.21221933893184,retro_1
2024,22.001880207677253,retro_1
2025,23.701218833457546,retro_1
