year,Fxx,ABC,discarded
1975,0.35,4161064.630628833,80695.51883594239
1975,0.4,3504471.4528359417,67778.49041145209
1975,0.5,2499715.4961362276,48149.23773734048
1975,0.6,1758412.1956162786,33770.27401349198
1975,0.7,1183317.5363308792,22651.65115001425
1976,0.35,4060832.3184113167,80153.66201272052
1976,0.4,3420026.5506620924,67322.05205563783
1976,0.5,2439450.7291743183,47823.57764438214
1976,0.6,1716003.5471804095,33541.148422977996
1976,0.7,1154770.6883723182,22497.593267632034
1977,0.35,3968058.6221612454,79816.60398965815
1977,0.4,3341861.488403681,67037.89330711807
1977,0.5,2383663.336585131,47620.58446211505
1977,0.6,1676743.4637563874,33398.20004623768
1977,0.7,1128342.1283195002,22401.41275627587
1978,0.35,3930060.887004899,91426.01645959624
1978,0.4,3309875.7653498272,76743.54385915062
1978,0.5,2360865.1505352105,54467.06399967626
1978,0.6,1660714.6870313047,38175.638314804986
1978,0.7,1117559.9235331293,25593.372201983617
1979,0.35,3878785.8034376474,102583.22244267147
1979,0.4,3266623.162789652,86073.9796562265
1979,0.5,2329940.2441467904,61051.856530132995
1979,0.6,1638923.6034596032,42771.97836808948
1979,0.7,1102876.6281820682,28665.10263095339
1980,0.35,4016125.398859089,213313.2475566902
1980,0.4,3381158.8376896074,178832.70432329059
1980,0.5,2410427.934988326,126683.22332391459
1980,0.6,1694928.2011025068,88669.58787328206
1980,0.7,1140249.4116122206,59382.254493035434
1981,0.35,4609632.455629679,280239.60606547934
1981,0.4,3879620.6764024985,235193.14086432662
1981,0.5,2764480.6417225255,166877.34336276658
1981,0.6,1943220.6186523382,116939.27857748792
1981,0.7,1306942.840898057,78384.73945240254
1982,0.35,5323674.27074584,279102.9302484456
1982,0.4,4480095.428173672,234348.421360725
1982,0.5,3191831.9897618447,166394.97073879262
1982,0.6,2243346.2512437976,116660.87903127474
1982,0.7,1508657.0763679817,78228.86718441505
1983,0.35,6028221.366670635,261726.24526307956
1983,0.4,5073514.170200634,219816.26554368855
1983,0.5,3615158.812605813,156139.06751578135
1983,0.6,2541154.697940111,109502.24152834761
1983,0.7,1709076.5854612212,73444.97410896157
1984,0.35,6599169.873717877,242416.63846335563
1984,0.4,5554475.159137278,203649.85132027106
1984,0.5,3958335.6155892517,144710.45628512473
1984,0.6,2782615.9973137723,101514.9935059168
1984,0.7,1871595.2375488023,68102.08514355392
1985,0.35,7174289.5988195855,208933.46500028152
1985,0.4,6039917.227107746,175527.10622784446
1985,0.5,4305750.393739714,124733.08402873354
1985,0.6,3027591.1388477725,87503.91763925992
1985,0.7,2036753.5527660463,58704.25417769867
1986,0.35,7623870.304015102,165891.88417661886
1986,0.4,6419781.5168125015,139364.12996618653
1986,0.5,4578021.861908778,99031.2561831646
1986,0.6,3219791.8935050378,69471.37366244133
1986,0.7,2166441.5457986556,46605.61932973683
1987,0.35,7437298.242975644,151732.85305041046
1987,0.4,6262919.838378592,127499.92138052464
1987,0.5,4466422.017838383,90633.52091395891
1987,0.6,3141433.8347981013,63597.07666555172
1987,0.7,2113785.811464269,42673.45394774961
1988,0.35,7209596.490996815,134549.96406146666
1988,0.4,6071488.153819588,113081.47352708754
1988,0.5,4330239.375865678,80405.84336034721
1988,0.6,3045822.2948874133,56431.45722407769
1988,0.7,2049539.7900492765,37871.07314901364
1989,0.35,6897568.868705737,116087.16400529238
1989,0.4,5809052.962302775,97575.8041864768
1989,0.5,4143428.5663342616,69392.73850413313
1989,0.6,2914606.2834938243,48708.29132290337
1989,0.7,1961338.989796897,32691.269389936944
1990,0.35,6491918.009617065,104359.09291932263
1990,0.4,5467591.030683181,87724.7593903451
1990,0.5,3900059.0491839782,62394.346474929655
1990,0.6,2743507.8151005693,43799.71313082263
1990,0.7,1846249.7286091342,29398.73902030783
1991,0.35,6155712.6694305735,88848.31503569278
1991,0.4,5184711.086452759,74689.70539112085
1991,0.5,3698577.3562680315,53126.80911004058
1991,0.6,2601927.079502873,37295.95410467024
1991,0.7,1751051.1343109957,25034.340926901707
1992,0.35,5722765.290912825,75315.95619527176
1992,0.4,4820279.063483616,63312.577160906694
1992,0.5,3438844.3368110014,45032.953788390536
1992,0.6,2419328.61621379,31613.281109878135
1992,0.7,1628228.6334574297,21219.608238880133
1993,0.35,5189504.085761806,67895.37621582524
1993,0.4,4371161.414515052,57073.09146882657
1993,0.5,3118489.7556039365,40593.292847211684
1993,0.6,2193975.9065999887,28495.798970795324
1993,0.7,1476577.876405884,19126.65635662933
1994,0.35,4571194.659937909,58002.024470712386
1994,0.4,3850452.3379051453,48748.93199204795
1994,0.5,2747109.2534251725,34664.42385193568
1994,0.6,1932749.7677515754,24329.617331171998
1994,0.7,1300796.8635119374,16328.106374159466
1995,0.35,4021780.5043334435,53383.11380751157
1995,0.4,3387639.534154583,44862.60530045425
1995,0.5,2416888.2036151714,31896.36400793703
1995,0.6,1700406.6121492106,22384.50088119557
1995,0.7,1144416.1622115297,15021.503552400634
1996,0.35,3513480.68254588,48941.5534152103
1996,0.4,2959457.106174896,41125.64313522623
1996,0.5,2111372.6531028943,29234.846068347313
1996,0.6,1485444.3789026712,20514.332504298134
1996,0.7,999732.8985273005,13765.28832204607
1997,0.35,3045656.8376670787,44292.875532812985
1997,0.4,2565408.7983145993,37208.85412142374
1997,0.5,1830253.33824522,26439.30859800177
1997,0.6,1287668.4849314694,18546.97502512412
1997,0.7,866628.0264830516,12442.238649079622
1998,0.35,2590935.741724914,43710.36931265426
1998,0.4,2182309.9690498556,36708.6707586521
1998,0.5,1556851.897685302,26072.31231411833
1998,0.6,1095274.4485836856,18283.64218466187
1998,0.7,737120.4503077624,12262.552324489616
1999,0.35,2190504.3000372965,45956.0006401006
1999,0.4,1844908.4412959327,38581.212280566164
1999,0.5,1316018.4749197285,27387.978839110343
1999,0.6,925776.20537737,19198.99639537932
1999,0.7,623013.3136921094,12872.717867180363
2000,0.35,1971427.5383444945,53524.65917769161
2000,0.4,1660215.216712087,44923.75311134199
2000,0.5,1184079.1429240361,31878.04679214134
2000,0.6,832862.8324279481,22340.230042131552
2000,0.7,560435.4111060824,14975.626771121564
2001,0.35,1816285.1844698575,60600.70539967798
2001,0.4,1529361.0012564207,50861.321603874785
2001,0.5,1090535.350668127,36089.78550668204
2001,0.6,766954.7775090458,25290.994957611078
2001,0.7,516028.66227489617,16953.21163420711
2002,0.35,1769560.4565246734,66897.44900723854
