year,Mgmt_area,Project_cde,trip_no,Adfg,Vessel,date,julian_day,Stat,Spp_cde,set,start_lat,start_lon,end_lat,end_lon,depth,length,weight,age,Sex,Maturity,age_type_code,age_readability,otolith_condition
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,3,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,74,3.6,31,Female,1,01,02,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,3,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,70,4,42,Male,1,01,02,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,3,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,76,5,28,Female,1,01,02,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,3,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,65,3,9,Male,1,01,03,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,3,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,70,4.3,48,Female,1,01,03,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,3,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,67,3,32,Male,1,01,02,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,3,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,71,4,9,Female,1,01,03,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,3,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,71,3.9,9,Female,1,01,02,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,3,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,66,2.6,14,Female,1,01,03,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,3,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,70,3.6,7,Female,1,01,03,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,3,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,61,2.4,30,Male,1,01,03,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,3,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,64,2.7,9,Male,1,01,02,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,3,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,85,6.6000000000000005,29,Female,1,01,02,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,3,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,64,2.7,7,Male,1,01,03,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,3,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,106,12.1,37,Female,1,01,02,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,3,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,78,5.4,14,Female,1,01,02,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,3,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,62,2.5,16,Male,1,01,02,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,3,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,71,3.6,9,Female,1,01,03,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,3,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,96,10.7,31,Female,1,01,02,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,3,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,60,2.5,12,Male,1,01,03,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,3,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,68,3.2,26,Male,1,01,03,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,3,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,70,3,11,Female,1,01,02,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,3,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,74,4.1,14,Female,1,01,02,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,3,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,67,3,10,Male,1,01,03,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,3,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,60,2.3000000000000003,13,Male,1,01,03,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,3,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,59,2.1,13,Male,1,01,03,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,3,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,63,2.6,39,Male,1,01,02,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,3,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,59,2.4,15,Male,1,01,02,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,3,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,88,7.6,23,Female,1,01,02,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,4,56.250833,-134.412167,56.274667,-134.412167,685.8000000000001,61,2.5,36,Male,1,01,03,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,4,56.250833,-134.412167,56.274667,-134.412167,685.8000000000001,72,3.9,8,Female,1,01,03,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,4,56.250833,-134.412167,56.274667,-134.412167,685.8000000000001,66,2.8000000000000003,15,Female,1,01,03,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,4,56.250833,-134.412167,56.274667,-134.412167,685.8000000000001,71,3.6,11,Female,1,01,03,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,4,56.250833,-134.412167,56.274667,-134.412167,685.8000000000001,68,3.3000000000000003,16,Female,1,01,02,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,4,56.250833,-134.412167,56.274667,-134.412167,685.8000000000001,68,3,29,Male,1,01,03,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,4,56.250833,-134.412167,56.274667,-134.412167,685.8000000000001,74,4.3,18,Female,1,01,03,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,4,56.250833,-134.412167,56.274667,-134.412167,685.8000000000001,67,3.3000000000000003,13,Female,1,01,03,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,4,56.250833,-134.412167,56.274667,-134.412167,685.8000000000001,71,4,10,Female,1,01,03,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,4,56.250833,-134.412167,56.274667,-134.412167,685.8000000000001,75,4.5,14,Female,1,01,03,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,4,56.250833,-134.412167,56.274667,-134.412167,685.8000000000001,68,3.5,15,Male,1,01,02,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,4,56.250833,-134.412167,56.274667,-134.412167,685.8000000000001,70,3.9,8,Female,1,01,03,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,4,56.250833,-134.412167,56.274667,-134.412167,685.8000000000001,87,6.8,16,Female,1,01,02,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,4,56.250833,-134.412167,56.274667,-134.412167,685.8000000000001,80,5.2,9,Female,1,01,03,NA
2007,NSEI,603,1,33468,MASONIC,2007-08-06,218,345603,710,4,56.250833,-134.412167,56.274667,-134.412167,685.8000000000001,83,6.5,17,Female,1,01,02,NA
