retro,mgc
retro_0,1.1862718941274553e-4
retro_1,1.7510861767269646e-4
retro_2,3.1050991832369984e-4
retro_3,8.146519015840015e-4
retro_4,0.0023292106738865004
retro_5,6.384574415242428e-4
retro_6,1.709680817517656e-4
retro_7,4.634950355787426e-4
retro_8,0.002260423830651226
retro_9,0.0011389522367485083
retro_10,2.320152181104147e-4
