year,Fmort,retro
1975,0.024610679869792578,retro_0
1976,0.02418360912703579,retro_0
1977,0.013856392449959277,retro_0
1978,0.019394523674684326,retro_0
1979,0.028950641643027377,retro_0
1980,0.020603252442423056,retro_0
1981,0.015202266750977399,retro_0
1982,0.01633528269891281,retro_0
1983,0.022396569478749847,retro_0
1984,0.019844218205659993,retro_0
1985,0.03009350865848598,retro_0
1986,0.04180228657437087,retro_0
1987,0.04030871446381525,retro_0
1988,0.043853395068295734,retro_0
1989,0.041551273085380806,retro_0
1990,0.038857461576422225,retro_0
1991,0.04937806042068624,retro_0
1992,0.05839313457310753,retro_0
1993,0.08678902648961233,retro_0
1994,0.07894131361938653,retro_0
1995,0.08564431239827781,retro_0
1996,0.09893885628315402,retro_0
1997,0.11459449192838707,retro_0
1998,0.13057064178261063,retro_0
1999,0.09541133059553741,retro_0
2000,0.10578916825620031,retro_0
2001,0.07917773013555221,retro_0
2002,0.07512072486838899,retro_0
2003,0.07502632859810769,retro_0
2004,0.08282787425417662,retro_0
2005,0.07805365106898206,retro_0
2006,0.07888960090284125,retro_0
2007,0.061540323311469976,retro_0
2008,0.06392415964786577,retro_0
2009,0.04805555220940739,retro_0
2010,0.046857616515874646,retro_0
2011,0.03990060265631674,retro_0
2012,0.04543022553568928,retro_0
2013,0.045080314499894594,retro_0
2014,0.03743912858149222,retro_0
2015,0.038235875220718196,retro_0
2016,0.03225036416360085,retro_0
2017,0.034475696628840376,retro_0
2018,0.03988634349202287,retro_0
2019,0.03997115807663682,retro_0
2020,0.04474748901937463,retro_0
2021,0.0392532457859901,retro_0
2022,0.03870066754104969,retro_0
1975,0.02453533177463613,retro_1
1976,0.024103974764348477,retro_1
1977,0.013808609841781554,retro_1
1978,0.019328453426046402,retro_1
1979,0.02886071902660036,retro_1
1980,0.020554412893037277,retro_1
1981,0.015179991582940328,retro_1
1982,0.016318605071908174,retro_1
1983,0.022380068546420034,retro_1
1984,0.019828002161653365,retro_1
1985,0.030052713514280346,retro_1
1986,0.041743722489930794,retro_1
1987,0.0402587730787897,retro_1
1988,0.043787838682067017,retro_1
1989,0.04150006118703401,retro_1
1990,0.03881303214016354,retro_1
1991,0.04932190806980253,retro_1
1992,0.0583330930046577,retro_1
1993,0.08669171152386228,retro_1
1994,0.07884701036992647,retro_1
1995,0.08554592158955694,retro_1
1996,0.09881962694398554,retro_1
1997,0.11446488449918814,retro_1
1998,0.1304349812298483,retro_1
1999,0.0953064588984871,retro_1
2000,0.10568311857741919,retro_1
2001,0.07910388342868237,retro_1
2002,0.07506226395478006,retro_1
2003,0.07497636849604171,retro_1
2004,0.08278660597223242,retro_1
2005,0.07802610546277493,retro_1
2006,0.0788682858160599,retro_1
2007,0.061527214128016115,retro_1
2008,0.0639140951653556,retro_1
2009,0.04804185093364762,retro_1
2010,0.0468358831889788,retro_1
2011,0.03986156367593773,retro_1
2012,0.04534591247643911,retro_1
2013,0.044942955822425794,retro_1
2014,0.03727464972377793,retro_1
2015,0.03801336379176072,retro_1
2016,0.03200703023314534,retro_1
2017,0.03412134591861547,retro_1
2018,0.039324587282139854,retro_1
2019,0.039252501743054835,retro_1
2020,0.043933893156801844,retro_1
2021,0.0388917942290566,retro_1
1975,0.02455488379962933,retro_2
1976,0.024124076266500625,retro_2
1977,0.013820600348379392,retro_2
1978,0.019345449506459673,retro_2
1979,0.028885113654289588,retro_2
1980,0.02056959022085582,retro_2
1981,0.015189031577153596,retro_2
1982,0.016327086515456658,retro_2
1983,0.02239113005511978,retro_2
1984,0.019838756040218848,retro_2
1985,0.030072195367030166,retro_2
1986,0.04177307419378943,retro_2
1987,0.040288126844519156,retro_2
1988,0.04382383523173646,retro_2
1989,0.04153522935988741,retro_2
1990,0.038847940022119824,retro_2
1991,0.049369836962281775,retro_2
1992,0.05839411091501744,retro_2
1993,0.08679299322308111,retro_2
1994,0.0789514122490711,retro_2
1995,0.08567523857116661,retro_2
1996,0.09899501815655781,retro_2
1997,0.11470273514300534,retro_2
1998,0.13075232636641582,retro_2
1999,0.0955710908440356,retro_2
2000,0.10601284072691591,retro_2
2001,0.07936980809004064,retro_2
2002,0.07532746951686074,retro_2
2003,0.07525257867758417,retro_2
2004,0.08310516518871082,retro_2
2005,0.07834043660623255,retro_2
2006,0.07920327758266085,retro_2
2007,0.06179697202817662,retro_2
2008,0.06420089643806734,retro_2
2009,0.04825250411830984,retro_2
