SB,retro
31.256561451538456,retro_0
30.33690286433444,retro_1
30.417762018989233,retro_2
28.321876320653296,retro_3
28.966155450039246,retro_4
29.385336671931643,retro_5
29.4113950944022,retro_6
27.718163929747693,retro_7
26.55142706691843,retro_8
27.35051369604964,retro_9
29.791567832905805,retro_10
