"Category","Time","Stratum","Units","Estimate","Std. Error for Estimate","Std. Error for ln(Estimate)"
"1","1997","Stratum_1"," [kg*km2/km2]",146.672537471395,4.73310867624878,0.0324770146384791
"1","1998","Stratum_1"," [kg*km2/km2]",157.308450253128,4.92206289603878,0.0314893022776213
"1","1999","Stratum_1"," [kg*km2/km2]",153.340827223184,4.88027188294907,0.0320287720541492
"1","2000","Stratum_1"," [kg*km2/km2]",127.356605468239,3.9945020811743,0.0315588466193242
"1","2001","Stratum_1"," [kg*km2/km2]",189.096734310877,6.08163278502668,0.032366737828139
"1","2002","Stratum_1"," [kg*km2/km2]",163.565156395107,5.10712108400689,0.0314194462535238
"1","2003","Stratum_1"," [kg*km2/km2]",175.974636619389,5.45478218207304,0.0311935942642637
"1","2004","Stratum_1"," [kg*km2/km2]",160.785930642266,5.02571869438725,0.0314540870969287
"1","2005","Stratum_1"," [kg*km2/km2]",190.967868975807,5.96544157958609,0.0314372310039699
"1","2006","Stratum_1"," [kg*km2/km2]",162.75779708063,5.10008992722176,0.031536264824717
"1","2007","Stratum_1"," [kg*km2/km2]",169.928609594565,5.29904378990051,0.0313838146964102
"1","2008","Stratum_1"," [kg*km2/km2]",166.557399620126,5.31012554190712,0.0320885594540827
"1","2009","Stratum_1"," [kg*km2/km2]",165.628145482758,5.18974972194979,0.0315346569548137
"1","2010","Stratum_1"," [kg*km2/km2]",162.465535687274,5.06915585174126,0.0314002846467105
"1","2011","Stratum_1"," [kg*km2/km2]",193.380837013329,6.14243177940301,0.031966361095554
"1","2012","Stratum_1"," [kg*km2/km2]",204.720861961679,6.39318503374867,0.0314267546286842
"1","2013","Stratum_1"," [kg*km2/km2]",156.045570443066,4.9522257291662,0.0319398843434951
"1","2014","Stratum_1"," [kg*km2/km2]",158.549057510312,5.00220820459646,0.0317518012389984
"1","2015","Stratum_1"," [kg*km2/km2]",136.081609765293,4.32642939873193,0.0319985059218734
"1","2016","Stratum_1"," [kg*km2/km2]",153.289931294722,4.94073674580562,0.0324413364978285
"1","2017","Stratum_1"," [kg*km2/km2]",170.317406317532,5.68129545050482,0.0335777199387251
"1","2018","Stratum_1"," [kg*km2/km2]",158.310691073677,5.37805571866179,0.034201771757639
"1","2019","Stratum_1"," [kg*km2/km2]",142.447972717656,4.90823582321831,0.034696705763294
"1","2020","Stratum_1"," [kg*km2/km2]",271.063862046809,8.69710480922598,0.0322903539207012
"1","2021","Stratum_1"," [kg*km2/km2]",255.128768501204,8.81004924767941,0.0347760768884868
"1","2022","Stratum_1"," [kg*km2/km2]",266.433126048543,8.50415137784657,0.0321248589329803
