Year,Project Code,Trip No,Target Species Code,ADFG Number,Vessel Name,Time First Buoy Onboard,Effort No,Station No,Species Code,G Stat Area,Number of Fish,Discard Status Code,Discard Status
1979,610,1,710,,FLORENE,,52,,,315531,,,
1979,610,1,710,,FLORENE,,53,,,315502,,,
1979,610,1,710,,FLORENE,,54,,,315502,,,
1979,610,1,710,,FLORENE,,55,,,315502,,,
1979,610,1,710,,FLORENE,,56,,,315531,,,
1979,610,1,710,,FLORENE,,57,,,315502,,,
1979,610,1,710,,FLORENE,,58,,,315531,,,
1979,610,1,710,,FLORENE,,59,,,315502,,,
1979,610,1,710,,FLORENE,,60,,,315502,,,
1979,610,1,710,,FLORENE,,61,,,315531,,,
1979,610,1,710,,FLORENE,,62,,,315531,,,
1979,610,1,710,,FLORENE,,63,,,315531,,,
1979,610,1,710,,FLORENE,,64,,,315502,,,
1979,610,1,710,,FLORENE,,65,,,315502,,,
1979,610,1,710,,FLORENE,,66,,,315502,,,
1979,610,1,710,,FLORENE,,67,,,315502,,,
1979,610,1,710,,FLORENE,,68,,,315502,,,
1979,610,2,710,,FLORENE,,1,,,315531,,,
1979,610,2,710,,FLORENE,,2,,,315531,,,
1979,610,2,710,,FLORENE,,3,,,315531,,,
1979,610,2,710,,FLORENE,,4,,,315531,,,
1979,610,2,710,,FLORENE,,5,,,315531,,,
1979,610,2,710,,FLORENE,,6,,,315531,,,
1979,610,2,710,,FLORENE,,7,,,315531,,,
1979,610,2,710,,FLORENE,,8,,,315531,,,
1979,610,2,710,,FLORENE,,10,,,315531,,,
1979,610,2,710,,FLORENE,,11,,,315531,,,
1979,610,2,710,,FLORENE,,12,,,315531,,,
1979,610,2,710,,FLORENE,,13,,,315531,,,
1979,610,2,710,,FLORENE,,14,,,315531,,,
1979,610,2,710,,FLORENE,,15,,,315531,,,
1979,610,2,710,,FLORENE,,16,,,315531,,,
1979,610,2,710,,FLORENE,,17,,,315531,,,
1979,610,2,710,,FLORENE,,18,,,315531,,,
1979,610,2,710,,FLORENE,,19,,,315531,,,
1979,610,2,710,,FLORENE,,20,,,315531,,,
1979,610,2,710,,FLORENE,,21,,,315531,,,
1979,610,2,710,,FLORENE,,22,,,315531,,,
1979,610,2,710,,FLORENE,,23,,,315531,,,
1979,610,2,710,,FLORENE,,24,,,315531,,,
1979,610,2,710,,FLORENE,,25,,,315531,,,
1979,610,2,710,,FLORENE,,26,,,315531,,,
1979,610,2,710,,FLORENE,,27,,,315531,,,
1979,610,2,710,,FLORENE,,28,,,315531,,,
1979,610,2,710,,FLORENE,,29,,,315531,,,
1979,614,1,710,,STELLAR,,39,,,345801,,,
1979,614,1,710,,STELLAR,,40,,,355830,,,
1979,614,1,710,,STELLAR,,41,,,345803,,,
1979,614,1,710,,STELLAR,,42,,,355802,,,
1979,614,1,710,,STELLAR,,43,,,355802,,,
1979,614,1,710,,STELLAR,,44,,,355802,,,
1979,614,1,710,,STELLAR,,45,,,355801,,,
1979,614,1,710,,STELLAR,,46,,,345731,,,
1979,614,1,710,,STELLAR,,47,,,335701,,,
1980,610,1,710,,FLORENE,,1,,,315531,,,
1980,610,1,710,,FLORENE,,2,,,315531,,,
1980,610,1,710,,FLORENE,,3,,,315531,,,
1980,610,1,710,,FLORENE,,4,,,315531,,,
1980,610,1,710,,FLORENE,,5,,,315531,,,
1980,610,1,710,,FLORENE,,6,,,315531,,,
1980,610,1,710,,FLORENE,,7,,,315531,,,
1980,610,1,710,,FLORENE,,8,,,315531,,,
1980,610,1,710,,FLORENE,,9,,,315531,,,
1980,610,1,710,,FLORENE,,10,,,315531,,,
1980,610,1,710,,FLORENE,,11,,,315531,,,
1980,610,1,710,,FLORENE,,12,,,315531,,,
1980,610,1,710,,FLORENE,,13,,,315531,,,
1980,610,1,710,,FLORENE,,14,,,315531,,,
1980,610,1,710,,FLORENE,,15,,,315531,,,
1980,610,1,710,,FLORENE,,16,,,315531,,,
1980,610,1,710,,FLORENE,,17,,,315531,,,
1980,610,1,710,,FLORENE,,18,,,315531,,,
1980,610,1,710,,FLORENE,,19,,,315531,,,
1980,610,1,710,,FLORENE,,20,,,315531,,,
1980,610,1,710,,FLORENE,,21,,,315531,,,
1980,610,1,710,,FLORENE,,22,,,315531,,,
1980,610,1,710,,FLORENE,,23,,,315531,,,
1980,610,1,710,,FLORENE,,24,,,315531,,,
1980,610,1,710,,FLORENE,,25,,,315531,,,
1980,610,1,710,,FLORENE,,26,,,315531,,,
1980,610,1,710,,FLORENE,,27,,,315531,,,
1980,610,1,710,,FLORENE,,28,,,315531,,,
1980,610,1,710,,FLORENE,,29,,,315531,,,
1980,610,1,710,,FLORENE,,30,,,315531,,,
1980,610,1,710,,FLORENE,,31,,,315531,,,
1980,610,1,710,,FLORENE,,32,,,315531,,,
1981,610,1,710,,ISIS,,1,,,315531,,,
1981,610,1,710,,ISIS,,2,,,315531,,,
1981,610,1,710,,ISIS,,3,,,315531,,,
1981,610,1,710,,ISIS,,4,,,315531,,,
1981,610,1,710,,ISIS,,5,,,315531,,,
1981,610,1,710,,ISIS,,6,,,315531,,,
1981,610,1,710,,ISIS,,7,,,315531,,,
1981,610,1,710,,ISIS,,8,,,315531,,,
1981,610,1,710,,ISIS,,9,,,315531,,,
1981,610,1,710,,ISIS,,10,,,315531,,,
1981,610,1,710,,ISIS,,11,,,315531,,,
1981,610,1,710,,ISIS,,12,,,315531,,,
1981,610,1,710,,ISIS,,13,,,315531,,,
1981,610,1,710,,ISIS,,14,,,315531,,,
1981,610,1,710,,ISIS,,15,,,315531,,,
1981,610,1,710,,ISIS,,16,,,315531,,,
1981,611,1,710,,STELLAR,,1,,,345803,,,
1981,611,1,710,,STELLAR,,2,,,345803,,,
1981,611,1,710,,STELLAR,,3,,,345803,,,
1981,611,1,710,,STELLAR,,4,,,345731,,,
1981,611,1,710,,STELLAR,,9,,,345803,,,
1981,611,1,710,,STELLAR,,10,,,345803,,,
1981,611,1,710,,STELLAR,,11,,,345803,,,
1981,611,1,710,,STELLAR,,12,,,345731,,,
1981,611,1,710,,STELLAR,,13,,,345803,,,
1981,611,1,710,,STELLAR,,14,,,345803,,,
1981,611,1,710,,STELLAR,,16,,,345731,,,
1981,611,1,710,,STELLAR,,17,,,345631,,,
1981,611,1,710,,STELLAR,,18,,,345631,,,
1981,611,1,710,,STELLAR,,19,,,345631,,,
1981,611,1,710,,STELLAR,,20,,,345631,,,
1981,611,1,710,,STELLAR,,25,,,345631,,,
1981,611,1,710,,STELLAR,,26,,,345631,,,
1981,611,1,710,,STELLAR,,27,,,345631,,,
1981,611,1,710,,STELLAR,,28,,,345631,,,
1981,611,1,710,,STELLAR,,29,,,345631,,,
1981,611,1,710,,STELLAR,,30,,,345631,,,
1981,611,1,710,,STELLAR,,31,,,345631,,,
1981,611,1,710,,STELLAR,,32,,,345631,,,
1981,611,1,710,,STELLAR,,33,,,345631,,,
1983,610,1,710,,ISIS,,1,,,315531,,,
1983,610,1,710,,ISIS,,2,,,315531,,,
1983,610,1,710,,ISIS,,3,,,315531,,,
1983,610,1,710,,ISIS,,4,,,315531,,,
1983,610,1,710,,ISIS,,5,,,315531,,,
1983,610,1,710,,ISIS,,6,,,315531,,,
1983,610,1,710,,ISIS,,7,,,315531,,,
1983,610,1,710,,ISIS,,8,,,315531,,,
1983,610,1,710,,ISIS,,9,,,315531,,,
1983,610,1,710,,ISIS,,10,,,315531,,,
1983,610,1,710,,ISIS,,11,,,315531,,,
1983,610,1,710,,ISIS,,12,,,315531,,,
1983,610,1,710,,ISIS,,13,,,315531,,,
1983,610,1,710,,ISIS,,14,,,315531,,,
1983,610,1,710,,ISIS,,15,,,315531,,,
1983,610,1,710,,ISIS,,16,,,315531,,,
1983,610,1,710,,ISIS,,17,,,315531,,,
1983,610,1,710,,ISIS,,18,,,315531,,,
1983,610,1,710,,ISIS,,19,,,315502,,,
1983,610,1,710,,ISIS,,20,,,315531,,,
1983,610,1,710,,ISIS,,21,,,315531,,,
1983,610,1,710,,ISIS,,22,,,315531,,,
1983,610,1,710,,ISIS,,23,,,315531,,,
1983,610,1,710,,ISIS,,24,,,315502,,,
1983,610,1,710,,ISIS,,25,,,325531,,,
1983,610,1,710,,ISIS,,26,,,315502,,,
1983,610,1,710,,ISIS,,27,,,315502,,,
1983,610,1,710,,ISIS,,28,,,315502,,,
1983,610,1,710,,ISIS,,29,,,315502,,,
1983,610,1,710,,ISIS,,30,,,325531,,,
1985,612,1,710,,SITKA HARBOR,,1,,,355702,,,
1985,612,1,710,,SITKA HARBOR,,2,,,355702,,,
1985,612,1,710,,SITKA HARBOR,,3,,,355702,,,
1985,612,1,710,,SITKA HARBOR,,4,,,355702,,,
2000,611,1,710,,OCEAN CAPE,2000-07-06 06:42:00,1,,710,345701,87,05,Tagged and released
2000,611,1,710,,OCEAN CAPE,2000-07-06 18:40:00,2,,710,345701,481,05,Tagged and released
2000,611,1,710,,OCEAN CAPE,2000-07-07 02:43:00,3,,710,345731,62,05,Tagged and released
2000,611,1,710,,OCEAN CAPE,2000-07-07 07:07:00,4,,710,345731,83,05,Tagged and released
2000,611,1,710,,OCEAN CAPE,2000-07-07 09:15:00,5,,710,345731,114,05,Tagged and released
2000,611,1,710,,OCEAN CAPE,2000-07-07 11:45:00,6,,710,345701,433,05,Tagged and released
2000,611,1,710,,OCEAN CAPE,2000-07-08 04:45:00,7,,710,345731,293,05,Tagged and released
2000,611,1,710,,OCEAN CAPE,2000-07-08 06:40:00,8,,710,345731,274,05,Tagged and released
2000,611,1,710,,OCEAN CAPE,2000-07-08 10:20:00,11,,710,345701,118,05,Tagged and released
2000,611,1,710,,OCEAN CAPE,2000-07-08 13:20:00,10,,710,345701,30,05,Tagged and released
2000,611,1,710,,OCEAN CAPE,2000-07-08 21:15:00,9,,710,345701,59,05,Tagged and released
2000,611,1,710,,OCEAN CAPE,2000-07-09 11:22:00,12,,710,345701,21,05,Tagged and released
2000,611,1,710,,OCEAN CAPE,2000-07-09 13:05:00,13,,100,345701,0,01,Retained
2000,611,1,710,,OCEAN CAPE,2000-07-09 16:32:00,14,,710,345701,490,05,Tagged and released
2000,611,1,710,,OCEAN CAPE,2000-07-09 19:55:00,16,,710,345631,117,05,Tagged and released
2000,611,1,710,,OCEAN CAPE,2000-07-10 09:30:00,15,,710,345701,672,05,Tagged and released
2000,611,1,710,,OCEAN CAPE,2000-07-10 11:20:00,17,,710,345701,370,05,Tagged and released
2000,611,1,710,,OCEAN CAPE,2000-07-10 17:48:00,18,,710,345701,74,05,Tagged and released
2000,611,1,710,,OCEAN CAPE,2000-07-10 19:57:00,19,,710,345631,151,05,Tagged and released
2000,611,1,710,,OCEAN CAPE,2000-07-11 09:00:00,20,,710,345631,30,05,Tagged and released
2000,611,1,710,,OCEAN CAPE,2000-07-11 11:15:00,21,,710,345631,139,05,Tagged and released
2000,611,1,710,,OCEAN CAPE,2000-07-11 16:00:00,22,,710,345631,18,05,Tagged and released
2000,611,1,710,,OCEAN CAPE,2000-07-11 18:00:00,23,,710,345631,58,05,Tagged and released
2000,611,1,710,,OCEAN CAPE,2000-07-12 08:00:00,24,,710,345631,62,05,Tagged and released
2000,611,1,710,,OCEAN CAPE,2000-07-12 09:40:00,25,,710,345631,20,05,Tagged and released
2000,611,1,710,,OCEAN CAPE,2000-07-12 21:30:00,26,,710,345701,716,05,Tagged and released
2000,611,1,710,,OCEAN CAPE,2000-07-13 00:20:00,27,,710,345701,549,05,Tagged and released
2000,611,1,710,,OCEAN CAPE,2000-07-13 19:43:00,29,,710,345701,251,05,Tagged and released
2000,611,1,710,,OCEAN CAPE,2000-07-13 21:30:00,28,,100,345701,0,01,Retained
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,1,,121,345701,1,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,1,,124,345701,6,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,1,,710,345701,3,04,Lost
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,1,,710,345701,156,05,Tagged and released
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,1,,710,345701,155,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,2,,121,345701,1,00,Unknown
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,2,,124,345701,20,00,Unknown
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,2,,125,345701,2,00,Unknown
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,2,,710,345701,197,05,Tagged and released
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,2,,710,345701,187,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,3,,121,345701,6,00,Unknown
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,3,,124,345701,4,00,Unknown
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,3,,143,345701,1,00,Unknown
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,3,,153,345701,3,00,Unknown
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,3,,200,345701,3,00,Unknown
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,3,,710,345701,66,05,Tagged and released
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,3,,710,345701,66,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,4,,121,345701,2,00,Unknown
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,4,,124,345701,36,00,Unknown
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,4,,710,345701,137,05,Tagged and released
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,4,,710,345701,139,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,4,,923,345701,1,00,Unknown
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,5,,124,345701,65,00,Unknown
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,5,,710,345701,1,02,"Discarded, not marketable"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,5,,710,345701,83,05,Tagged and released
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,5,,710,345701,78,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,6,,124,345701,45,00,Unknown
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,6,,710,345701,153,05,Tagged and released
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,6,,710,345701,181,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,7,,121,345701,6,00,Unknown
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,7,,124,345701,50,00,Unknown
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,7,,143,345701,8,00,Unknown
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,7,,710,345701,106,05,Tagged and released
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,7,,710,345701,64,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,7,,923,345701,2,00,Unknown
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,8,,121,345701,1,00,Unknown
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,8,,124,345701,21,00,Unknown
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,8,,151,345701,1,01,Retained
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,8,,710,345701,2,00,Unknown
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,8,,710,345701,144,05,Tagged and released
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,8,,710,345701,181,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,8,,923,345701,1,00,Unknown
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,9,,121,345701,6,00,Unknown
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,9,,124,345701,38,00,Unknown
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,9,,151,345701,1,00,Unknown
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,9,,710,345701,139,05,Tagged and released
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,9,,710,345701,145,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,9,,923,345701,17,00,Unknown
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,10,,121,345631,9,00,Unknown
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,10,,124,345631,66,00,Unknown
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,10,,200,345631,1,00,Unknown
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,10,,710,345631,1,02,"Discarded, not marketable"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,10,,710,345631,135,05,Tagged and released
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,10,,710,345631,133,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,10,,900,345631,1,00,Unknown
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,11,,121,345631,2,00,Unknown
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,11,,124,345631,47,00,Unknown
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,11,,143,345631,1,00,Unknown
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,11,,151,345631,1,01,Retained
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,11,,153,345631,1,01,Retained
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,11,,200,345631,2,00,Unknown
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,11,,710,345631,77,05,Tagged and released
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,11,,710,345631,82,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,12,,121,345631,15,00,Unknown
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,12,,124,345631,74,00,Unknown
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,12,,143,345631,1,00,Unknown
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,12,,200,345631,1,00,Unknown
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,12,,710,345631,1,02,"Discarded, not marketable"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,12,,710,345631,138,05,Tagged and released
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,12,,710,345631,140,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,13,,124,345631,22,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,13,,710,345631,3,04,Lost
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,13,,710,345631,278,05,Tagged and released
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,13,,710,345631,269,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,14,,121,345631,16,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,14,,124,345631,111,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,14,,200,345631,1,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,14,,710,345631,3,04,Lost
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,14,,710,345631,196,05,Tagged and released
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,14,,710,345631,202,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,15,,121,345631,7,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,15,,124,345631,23,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,15,,710,345631,3,02,"Discarded, not marketable"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,15,,710,345631,1,04,Lost
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,15,,710,345631,73,05,Tagged and released
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,15,,710,345631,78,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,16,,121,345631,8,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,16,,124,345631,31,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,16,,143,345631,2,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,16,,200,345631,2,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,16,,710,345631,2,04,Lost
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,16,,710,345631,265,05,Tagged and released
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,16,,710,345631,257,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,17,,121,345631,2,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,17,,124,345631,15,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,17,,710,345631,2,04,Lost
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,17,,710,345631,203,05,Tagged and released
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,17,,710,345631,182,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,17,,923,345631,1,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,18,,121,345603,25,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,18,,124,345603,10,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,18,,143,345603,3,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,18,,200,345603,3,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,18,,692,345603,1,02,"Discarded, not marketable"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,18,,710,345603,142,05,Tagged and released
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,18,,710,345603,1,06,Mortality retained
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,18,,710,345603,143,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,19,,121,345603,39,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,19,,124,345603,2,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,19,,143,345603,4,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,19,,151,345603,2,06,Mortality retained
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,19,,152,345603,3,06,Mortality retained
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,19,,200,345603,7,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,19,,710,345603,1,04,Lost
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,19,,710,345603,87,05,Tagged and released
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,19,,710,345603,98,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,20,,121,345603,74,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,20,,124,345603,13,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,20,,143,345603,3,07,"Discarded, healthy"
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,20,,151,345603,4,06,Mortality retained
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,20,,152,345603,1,06,Mortality retained
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,20,,710,345603,59,05,Tagged and released
2001,611,1,710,25080,MISS CONCEPTION,1899-12-30 00:00:00,20,,710,345603,64,07,"Discarded, healthy"
