year,Fxx,ABC,discarded
1975,0.35,3250689.4204702736,59123.509418176065
1975,0.4,2737769.502709757,49658.985681435275
1975,0.5,1953135.4080695007,35281.887024218384
1975,0.6,1374500.4498577374,24755.548556651174
1975,0.7,925786.8619542489,16619.534579677278
1976,0.35,3140960.262662786,58635.58838354551
1976,0.4,2645337.3019537646,49245.57614020065
1976,0.5,1887175.7508035996,34984.32960036618
1976,0.6,1328072.7400950585,24544.819065396674
1976,0.7,894511.0007256699,16477.060001702517
1977,0.35,3041287.4861728316,59626.04561788741
1977,0.4,2561355.0369309112,50071.633138822675
1977,0.5,1827223.2618599557,35564.9845726886
1977,0.6,1285861.813177554,24949.062496354294
1977,0.7,866069.8215147237,16746.81381504766
1978,0.35,3006590.6346293692,72765.03369859372
1978,0.4,2532115.8498356678,61061.228167786474
1978,0.5,1806345.3604987937,43323.86514363403
1978,0.6,1271159.6132946608,30368.258799781837
1978,0.7,856162.259291863,20372.22805994328
1979,0.35,2973599.5991596594,96776.32559941348
1979,0.4,2504194.148547333,81144.00118578969
1979,0.5,1786280.3594596635,57502.13657895352
1979,0.6,1256965.1757376513,40270.785135620456
1979,0.7,846563.715044608,26996.8117874973
1980,0.35,3124071.1736908695,192628.47473014577
1980,0.4,2629755.052263121,161437.34678370686
1980,0.5,1874608.9663044703,114319.68355903294
1980,0.6,1318492.9561953358,80020.08632809213
1980,0.7,887680.4889878324,53622.207640771696
1981,0.35,3797331.124087245,269554.70864338294
1981,0.4,3195129.711552871,226191.1598667166
1981,0.5,2276174.568126325,160476.49726402992
1981,0.6,1600185.1391866216,112481.71078104185
1981,0.7,1076945.3988928788,75453.8708729298
1982,0.35,4634712.527159543,270670.87257352803
1982,0.4,3899579.86655427,227286.03908590533
1982,0.5,2777866.6010689563,161422.72845958066
1982,0.6,1952802.4729760524,113231.30371757709
1982,0.7,1314219.1570201423,76001.25014562355
1983,0.35,5432747.481365205,245727.13557888984
1983,0.4,4571899.820400017,206407.82099952077
1983,0.5,3257718.7388392882,146666.97412340247
1983,0.6,2290602.179601324,102917.7234321057
1983,0.7,1541797.2691723153,69097.8435959323
1984,0.35,6029872.350010171,220259.0934799028
1984,0.4,5075110.343157947,185059.8110442395
1984,0.5,3617036.371211811,131545.68468589764
1984,0.6,2543633.4919701833,92331.35022197473
1984,0.7,1712309.737820347,62002.83288921044
1985,0.35,6645242.899469348,181141.47100805907
1985,0.4,5594638.089882839,152188.52589679466
1985,0.5,3989017.71818588,108174.50557162664
1985,0.6,2806100.050191641,75924.49137966688
1985,0.7,1889447.660142146,50983.804808553454
1986,0.35,7096001.098382401,137694.62868232766
1986,0.4,5975619.043381198,115664.94192942305
1986,0.5,4262259.644554311,82191.05651387376
1986,0.6,2999131.94843643,57675.811857545625
1986,0.7,2019845.6241454794,38723.65076275767
1987,0.35,6888918.2287374465,127788.72929355095
1987,0.4,5801403.687956596,107367.2174618551
1987,0.5,4138178.6700137076,76319.76781377988
1987,0.6,2911914.9045373504,53568.548481586404
1987,0.7,1961154.2942333969,35972.63199864395
1988,0.35,6651669.494422316,115258.50431798043
1988,0.4,5601828.549991724,96854.94704763073
1988,0.5,3996056.3695354597,68864.03261494724
1988,0.6,2812027.5916151092,48343.93173719742
1988,0.7,1893942.6156629622,32468.582590010472
1989,0.35,6341147.850378265,101127.20107533067
1989,0.4,5340552.302396309,84988.60023851239
1989,0.5,3809927.814573027,60436.276496629296
1989,0.6,2681177.5072291237,42432.207720645616
1989,0.7,1805879.4645248856,28500.61946492677
1990,0.35,5963808.260919745,91932.62540544718
1990,0.4,5022868.950778911,77266.68026418876
1990,0.5,3583416.5517338794,54950.838774524454
1990,0.6,2521836.355016242,38583.79646144816
1990,0.7,1698589.1820603553,25917.239710197406
1991,0.35,5654351.28886674,79036.19187405406
1991,0.4,4762452.414212703,66429.39104662693
1991,0.5,3397862.0415381594,47245.473720281676
1991,0.6,2391370.4271118813,33174.47167134876
1991,0.7,1610774.637505974,22284.250894786637
1992,0.35,5254645.629897543,67421.61153898253
1992,0.4,4425971.995574148,56665.52747050989
1992,0.5,3157983.9856080725,40299.28840456571
1992,0.6,2222644.657853653,28296.048842560802
1992,0.7,1497174.8713748257,19006.7614926857
1993,0.35,4764706.34171615,60665.06794809654
1993,0.4,4013333.717194541,50985.58200820068
1993,0.5,2863600.4427461936,36258.451064893554
1993,0.6,2015472.1762804764,25458.086608224297
1993,0.7,1357633.5953665473,17100.114368602874
1994,0.35,4176063.6890209625,51859.80818421069
1994,0.4,3517589.6921486817,43578.462192292725
1994,0.5,2509954.348408232,30983.617336260482
1994,0.6,1766607.3528213175,21750.793491016364
1994,0.7,1190017.5034159753,14608.043010407277
1995,0.35,3659915.5720281266,47907.45843242638
1995,0.4,3082798.4962454215,40252.410634422326
1995,0.5,2199681.418497155,28613.678421209574
1995,0.6,1548209.2708524943,20084.45030999476
1995,0.7,1042892.7974468968,13487.561303410508
1996,0.35,3182300.207291774,44908.74326680591
1996,0.4,2680457.595084747,37726.10619101497
1996,0.5,1912556.0335189174,26810.63769694285
1996,0.6,1346099.7202178077,18815.208321456914
1996,0.7,906738.4521177566,12633.331275486918
1997,0.35,2741887.4861258585,42571.218059508414
1997,0.4,2309468.635045667,35750.28495141466
1997,0.5,1647818.333731942,25393.50113731619
1997,0.6,1159756.1710570764,17814.08523024337
1997,0.7,781208.8646465602,11957.735054667
1998,0.35,2324352.511292258,44013.75962275482
1998,0.4,1957668.281126234,36950.767873508514
1998,0.5,1396684.5359728448,26234.526473603455
1998,0.6,982942.6051888707,18398.14233519492
1998,0.7,662075.6005708204,12346.725073566184
1999,0.35,1964629.9804239864,47268.49467726897
1999,0.4,1654539.5521988196,39672.88239409841
1999,0.5,1180253.202374867,28156.150145081538
1999,0.6,830540.3422080792,19740.150181724417
1999,0.7,559379.158806841,13244.432902305605
2000,0.35,1786171.0345465222,55115.29817923117
2000,0.4,1504047.3786674447,46250.12813900982
2000,0.5,1072685.8275826385,32814.80215084818
2000,0.6,754736.0729394414,23001.580506847495
2000,0.7,508267.6731894853,15430.211495379912
2001,0.35,1670959.4888820415,62080.074090811584
2001,0.4,1406822.5825200866,52098.35454148518
2001,0.5,1003119.0816481605,36968.07059076558
2001,0.6,705674.0326881965,25914.774245267196
2001,0.7,475168.04888834496,17385.470766032686
2002,0.35,1664295.6372346291,67468.72835542272
2002,0.4,1401035.2267060669,56630.40369895854
2002,0.5,998802.4344560576,40194.407882666834
2002,0.6,702540.308394193,28181.76644220284
2002,0.7,473007.8572099946,18909.063587279226
2003,0.35,1699712.1670209174,68978.37829330865
2003,0.4,1430765.6914938183,57909.508119632024
2003,0.5,1019907.0364096618,41115.04515507007
2003,0.6,717338.6351924938,28833.744747562443
2003,0.7,482947.36291011045,19349.857086272445
2004,0.35,1741554.5757119718,66314.92883075157
2004,0.4,1465991.6101888434,55684.72152844483
2004,0.5,1045021.6626914865,39547.50626304692
2004,0.6,735004.6167139304,27740.55659852328
2004,0.7,494841.8801260562,18619.38651222212
2005,0.35,1758809.8473919143,60878.51707475069
2005,0.4,1480603.5438673007,51124.22516972523
2005,0.5,1055530.8033150083,36313.407525446244
2005,0.6,742443.5310209412,25474.440523065976
2005,0.7,499874.55387583846,17099.63410734412
2006,0.35,1770152.516540888,55513.642634047326
2006,0.4,1490266.4424269253,46619.72597031962
2006,0.5,1062542.3395835396,33114.714386200314
2006,0.6,747437.998123976,23230.93446483607
2006,0.7,503269.5661053556,15593.90920529573
2007,0.35,1754166.9939782573,51450.0630327126
2007,0.4,1476893.5251690813,43207.17344624734
2007,0.5,1053098.9346590217,30690.722940735628
2007,0.6,740841.708008668,21530.43402822933
2007,0.7,498852.15307126474,14452.438188849981
2008,0.35,1755684.8146111136,48634.61049201869
2008,0.4,1478244.043752178,40843.696751677686
2008,0.5,1054139.8601534006,29012.88108288781
