year,Project_cde,trip_no,Adfg,Vessel,date,julian_day,Stat,Spp_cde,set,no_hooks,hooks_bare,hooks_bait,hook_invalid,hooks_sablefish,discard_status_cde,discard_status
2005,603,1,33468,MASONIC,2005-07-30,211,345631,710,8,43,8,3,0,26,01,Retained
2005,603,3,60168,SEA VIEW,2005-07-31,212,345731,710,11,45,7,28,1,8,01,Retained
2016,603,3,57935,Kaia,2016-07-31,213,345701,710,14,45,15,4,0,10,01,Retained
2013,603,1,58282,COBRA,2013-08-02,214,345631,710,7,42,9,19,0,11,01,Retained
2016,603,3,57935,Kaia,2016-07-31,213,345701,710,14,45,10,9,3,16,01,Retained
2005,603,1,33468,MASONIC,2005-07-30,211,345603,710,7,45,19,12,0,13,01,Retained
2016,603,3,57935,Kaia,2016-07-28,210,345731,710,7,45,7,24,1,6,01,Retained
2005,603,1,33468,MASONIC,2005-07-31,212,345631,710,9,44,6,18,0,18,01,Retained
2016,603,3,57935,Kaia,2016-07-28,210,345731,710,7,45,11,20,0,7,01,Retained
2005,603,1,33468,MASONIC,2005-07-31,212,345631,710,9,46,4,18,0,18,01,Retained
2008,603,3,60168,SEA VIEW,2008-08-10,223,345731,710,11,45,2,25,0,12,01,Retained
2018,603,2,57935,kaia,2018-08-10,222,345701,710,14,45,9,14,0,19,01,Retained
2016,603,3,57935,Kaia,2016-07-26,208,345731,710,2,45,5,18,0,4,01,Retained
2008,603,3,60168,SEA VIEW,2008-08-11,224,345731,710,12,45,9,26,3,5,01,Retained
2e3,603,3,26017,IDA-JUNE,2000-08-16,229,345731,710,2,45,4,21,0,16,01,Retained
2007,603,3,60168,SEA VIEW,2007-08-05,217,345731,710,2,45,6,13,0,24,01,Retained
2006,603,1,33468,MASONIC,2006-08-06,218,345631,710,14,44,17,4,2,21,01,Retained
2012,603,1,33468,MASONIC,2012-07-28,210,345603,710,8,44,17,3,5,17,01,Retained
2012,603,2,26017,IDA JUNE,2012-07-27,209,345701,710,7,46,3,20,0,11,01,Retained
2018,603,2,57935,kaia,2018-08-07,219,345701,710,7,46,24,1,2,12,01,Retained
2007,603,3,60168,SEA VIEW,2007-08-06,218,345731,710,4,44,4,22,0,17,01,Retained
2010,603,2,26017,IDA JUNE,2010-08-02,214,345701,710,5,45,8,7,3,20,01,Retained
2006,603,1,33468,MASONIC,2006-08-06,218,345631,710,12,44,9,13,0,19,01,Retained
2006,603,1,33468,MASONIC,2006-08-06,218,345631,710,12,45,7,22,5,8,01,Retained
2012,603,3,57935,KAIA,2012-07-25,207,345731,710,1,45,19,1,2,19,01,Retained
2010,603,2,26017,IDA JUNE,2010-08-03,215,345701,710,6,45,1,42,1,1,01,Retained
2010,603,2,26017,IDA JUNE,2010-08-03,215,345701,710,7,45,10,16,0,4,01,Retained
2012,603,3,57935,KAIA,2012-07-25,207,345731,710,2,42,15,1,0,20,01,Retained
2007,603,1,33468,MASONIC,2007-08-09,221,345631,710,13,44,6,16,0,18,01,Retained
2012,603,3,57935,KAIA,2012-07-25,207,345731,710,2,45,7,0,21,14,01,Retained
2002,603,3,55900,ARCHANGEL,2002-08-16,228,345731,710,6,45,4,25,0,10,01,Retained
2012,603,1,33468,MASONIC,2012-07-28,210,345603,710,9,43,12,19,0,7,01,Retained
2004,603,2,18613,CHARLES T,2004-08-07,220,345701,710,8,47,18,5,19,3,01,Retained
2002,603,1,26017,IDA JUNE,2002-08-14,226,345631,710,4,45,13,17,0,10,01,Retained
2010,603,2,26017,IDA JUNE,2010-08-04,216,345701,710,9,46,8,17,1,14,01,Retained
2010,603,2,26017,IDA JUNE,2010-08-04,216,345701,710,9,45,11,17,0,12,01,Retained
2012,603,3,57935,KAIA,2012-07-26,208,345731,710,4,46,3,14,0,19,01,Retained
2005,603,1,33468,MASONIC,2005-08-01,213,345631,710,12,44,6,24,0,14,01,Retained
2012,603,3,57935,KAIA,2012-07-26,208,345731,710,4,44,4,13,1,22,01,Retained
2006,603,2,18613,CHARLES T,2006-08-02,214,345631,710,1,46,15,14,0,11,01,Retained
2013,603,1,58282,COBRA,2013-07-31,212,345631,710,3,42,3,20,0,12,01,Retained
2006,603,2,18613,CHARLES T,2006-08-02,214,345631,710,2,45,9,13,4,14,01,Retained
2002,603,1,26017,IDA JUNE,2002-08-14,226,345631,710,5,46,18,3,1,17,01,Retained
2006,603,2,18613,CHARLES T,2006-08-02,214,345631,710,2,46,14,15,2,11,01,Retained
2004,603,1,33468,MASONIC,2004-08-06,219,345603,710,4,46,12,17,0,15,01,Retained
2013,603,1,58282,COBRA,2013-07-31,212,345631,710,3,44,6,21,0,11,01,Retained
2006,603,2,18613,CHARLES T,2006-08-02,214,345631,710,2,46,11,13,0,18,01,Retained
2013,603,1,58282,COBRA,2013-07-31,212,345631,710,3,44,2,27,2,8,01,Retained
2011,603,2,57935,KAIA,2011-07-28,209,345701,710,11,45,11,13,0,15,01,Retained
2017,603,1,33468,Masonic,2017-08-02,214,345631,710,7,45,10,18,1,12,01,Retained
2003,603,1,33468,MASONIC,2003-08-03,215,345631,710,1,44,20,13,0,11,01,Retained
2011,603,3,60168,SEAVIEW,2011-07-27,208,345731,710,7,44,3,2,8,26,01,Retained
2011,603,3,60168,SEAVIEW,2011-07-27,208,345731,710,7,43,3,21,1,17,01,Retained
2011,603,3,60168,SEAVIEW,2011-07-27,208,345731,710,8,45,7,12,0,25,01,Retained
2014,603,3,57935,KAIA,2014-08-02,214,345731,710,5,44,12,11,2,14,01,Retained
2007,603,3,60168,SEA VIEW,2007-08-06,218,345731,710,4,46,5,14,0,23,01,Retained
2014,603,2,14796,MAGIA,2014-08-05,217,345701,710,12,44,3,17,1,19,01,Retained
2e3,603,3,26017,IDA-JUNE,2000-08-19,232,345731,710,9,45,12,7,1,20,01,Retained
2003,603,1,33468,MASONIC,2003-08-03,215,345631,710,2,45,33,0,0,9,01,Retained
2008,603,3,60168,SEA VIEW,2008-08-11,224,345701,710,13,44,1,30,2,7,01,Retained
2011,603,2,57935,KAIA,2011-07-28,209,345701,710,10,45,2,41,0,1,01,Retained
2017,603,1,33468,Masonic,2017-08-02,214,345603,710,8,45,22,9,0,14,01,Retained
2011,603,2,57935,KAIA,2011-07-25,206,345631,710,1,47,7,22,4,12,01,Retained
2015,603,3,57935,KAIA,2015-07-28,209,345701,710,14,44,9,16,0,7,01,Retained
2011,603,2,57935,KAIA,2011-07-25,206,345631,710,1,47,8,21,0,14,01,Retained
2011,603,2,57935,KAIA,2011-07-29,210,345701,710,12,45,5,14,5,16,01,Retained
2e3,603,3,26017,IDA-JUNE,2000-08-19,232,345731,710,9,57,12,19,7,9,01,Retained
2e3,603,3,26017,IDA-JUNE,2000-08-19,232,345731,710,10,45,9,22,0,11,01,Retained
2014,603,3,57935,KAIA,2014-08-03,215,345731,710,7,49,8,22,0,14,01,Retained
2013,603,2,33468,MASONIC,2013-07-29,210,345701,710,1,35,4,20,0,5,01,Retained
2006,603,2,18613,CHARLES T,2006-08-03,215,345631,710,4,46,8,19,0,17,01,Retained
2014,603,3,57935,KAIA,2014-08-03,215,345731,710,8,47,2,30,8,4,01,Retained
2006,603,2,18613,CHARLES T,2006-08-03,215,345631,710,4,44,1,21,0,20,01,Retained
2013,603,1,58282,COBRA,2013-08-04,216,345603,710,11,45,9,14,7,15,01,Retained
2013,603,2,33468,MASONIC,2013-07-30,211,345701,710,2,45,7,12,0,18,01,Retained
2006,603,1,33468,MASONIC,2006-08-03,215,345603,710,4,45,9,16,2,17,01,Retained
2016,603,3,57935,Kaia,2016-07-26,208,345731,710,2,42,12,12,0,5,01,Retained
2006,603,2,18613,CHARLES T,2006-08-03,215,345631,710,5,46,5,19,0,18,01,Retained
2006,603,2,18613,CHARLES T,2006-08-03,215,345631,710,5,45,11,11,2,16,01,Retained
2016,603,3,57935,Kaia,2016-07-26,208,345731,710,3,45,9,17,0,2,01,Retained
2007,603,3,60168,SEA VIEW,2007-08-08,220,345731,710,11,44,7,25,1,10,01,Retained
2016,603,3,57935,Kaia,2016-07-26,208,345731,710,3,45,18,14,0,1,01,Retained
2e3,603,3,26017,IDA-JUNE,2000-08-20,233,345731,710,12,45,16,20,1,8,01,Retained
2007,603,3,60168,SEA VIEW,2007-08-08,220,345731,710,11,43,4,24,0,13,01,Retained
2012,603,2,26017,IDA JUNE,2012-07-28,210,345701,710,10,46,5,24,0,15,01,Retained
2e3,603,3,26017,IDA-JUNE,2000-08-20,233,345731,710,12,44,15,14,1,12,01,Retained
2007,603,3,60168,SEA VIEW,2007-08-08,220,345731,710,11,44,11,15,0,15,01,Retained
2007,603,3,60168,SEA VIEW,2007-08-09,221,345731,710,12,45,1,30,3,8,01,Retained
2003,603,1,33468,MASONIC,2003-08-04,216,345631,710,5,48,25,1,0,17,01,Retained
2007,603,3,60168,SEA VIEW,2007-08-09,221,345701,710,13,45,4,27,1,12,01,Retained
2007,603,3,60168,SEA VIEW,2007-08-09,221,345701,710,13,45,5,24,2,12,01,Retained
2016,603,2,58282,Marilyn J,2016-07-26,208,345631,710,2,45,20,5,1,15,01,Retained
2e3,603,3,26017,IDA-JUNE,2000-08-20,233,345701,710,14,45,5,11,11,17,01,Retained
2016,603,2,58282,Marilyn J,2016-07-27,209,345631,710,3,45,8,17,0,8,01,Retained
2004,603,2,18613,CHARLES T,2004-08-08,221,345701,710,9,65,18,9,2,23,01,Retained
2007,603,3,60168,SEA VIEW,2007-08-09,221,345701,710,14,46,9,13,0,21,01,Retained
2008,603,3,60168,SEA VIEW,2008-08-11,224,345701,710,14,44,9,26,1,4,01,Retained
2016,603,2,58282,Marilyn J,2016-07-27,209,345631,710,3,45,12,11,3,11,01,Retained
2003,603,1,33468,MASONIC,2003-08-05,217,345603,710,8,45,11,17,0,11,01,Retained
2008,603,3,60168,SEA VIEW,2008-08-11,224,345701,710,14,45,2,24,0,17,01,Retained
2016,603,2,58282,Marilyn J,2016-07-27,209,345631,710,3,42,15,14,0,9,01,Retained
2016,603,2,58282,Marilyn J,2016-07-26,208,345631,710,1,43,7,16,0,16,01,Retained
2008,603,3,60168,SEA VIEW,2008-08-12,225,345701,710,15,45,4,27,1,9,01,Retained
2015,603,1,33468,MASONIC,2015-07-27,208,345603,710,9,45,2,33,0,7,01,Retained
2008,603,3,60168,SEA VIEW,2008-08-12,225,345701,710,15,45,3,23,1,15,01,Retained
2015,603,1,33468,MASONIC,2015-07-27,208,345603,710,10,45,13,11,0,18,01,Retained
2008,603,3,60168,SEA VIEW,2008-08-12,225,345701,710,15,45,5,18,14,3,01,Retained
2008,603,1,33468,MASONIC,2008-08-07,220,345603,710,1,45,5,13,0,25,01,Retained
2010,603,1,33468,MASONIC,2010-08-01,213,345631,710,2,45,24,3,0,7,01,Retained
2012,603,3,57935,KAIA,2012-07-26,208,345731,710,6,47,12,4,2,20,01,Retained
2008,603,1,33468,MASONIC,2008-08-07,220,345603,710,1,45,8,18,0,16,01,Retained
2018,603,2,57935,kaia,2018-08-09,221,345701,710,11,46,9,16,0,5,01,Retained
2014,603,2,14796,MAGIA,2014-08-01,213,345631,710,1,45,8,11,0,22,01,Retained
2003,603,3,55900,ARCHANGEL,2003-08-06,218,345731,710,11,45,7,26,3,7,01,Retained
2012,603,3,57935,KAIA,2012-07-27,209,345731,710,7,45,6,26,0,8,01,Retained
2011,603,2,57935,KAIA,2011-07-25,206,345631,710,2,45,4,4,0,35,01,Retained
2012,603,3,57935,KAIA,2012-07-27,209,345731,710,7,44,3,20,0,21,01,Retained
2003,603,1,33468,MASONIC,2003-08-06,218,345603,710,9,42,6,25,0,4,01,Retained
2012,603,3,57935,KAIA,2012-07-27,209,345731,710,7,45,1,25,0,12,01,Retained
2012,603,3,57935,KAIA,2012-07-27,209,345731,710,8,45,8,10,0,23,01,Retained
2011,603,2,57935,KAIA,2011-07-26,207,345631,710,4,45,4,5,3,29,01,Retained
2003,603,1,33468,MASONIC,2003-08-07,219,345603,710,11,45,26,4,0,13,01,Retained
2010,603,1,33468,MASONIC,2010-08-03,215,345631,710,6,45,11,12,3,15,01,Retained
2003,603,1,33468,MASONIC,2003-08-07,219,345603,710,11,44,22,2,0,16,01,Retained
2010,603,3,60168,SEAVIEW,2010-08-05,217,345701,710,14,45,2,32,1,8,01,Retained
2014,603,2,14796,MAGIA,2014-08-06,218,345701,710,15,45,7,5,16,12,01,Retained
2012,603,3,57935,KAIA,2012-07-28,210,345731,710,10,43,3,12,3,19,01,Retained
1997,603,2,18613,CHARLES T,1997-08-11,223,345731,710,13,75,18,33,0,20,01,Retained
2003,603,1,33468,MASONIC,2003-08-07,219,345603,710,13,45,20,6,0,18,01,Retained
2012,603,3,57935,KAIA,2012-07-28,210,345731,710,10,45,11,6,2,20,01,Retained
2014,603,1,33468,MASONIC,2014-08-01,213,345631,710,1,45,20,4,0,14,01,Retained
2003,603,1,33468,MASONIC,2003-08-08,220,345631,710,14,45,6,23,0,12,01,Retained
2014,603,3,57935,KAIA,2014-08-03,215,345731,710,8,48,15,13,0,15,01,Retained
2010,603,2,26017,IDA JUNE,2010-08-04,216,345631,710,11,45,15,7,0,12,01,Retained
2008,603,2,18613,CHARLES T,2008-08-09,222,345701,710,7,45,6,27,0,8,01,Retained
2008,603,3,60168,SEA VIEW,2008-08-07,220,345731,710,1,46,9,13,3,19,01,Retained
2008,603,2,18613,CHARLES T,2008-08-10,223,345701,710,8,44,17,7,2,15,01,Retained
2014,603,1,33468,MASONIC,2014-08-01,213,345631,710,2,43,18,1,0,19,01,Retained
2013,603,3,57935,KAIA,2013-07-29,210,345731,710,2,45,7,11,0,21,01,Retained
2008,603,2,18613,CHARLES T,2008-08-10,223,345701,710,8,44,13,8,0,21,01,Retained
2008,603,3,60168,SEA VIEW,2008-08-08,221,345731,710,3,43,11,9,1,20,01,Retained
2003,603,2,26017,IDA JUNE,2003-08-03,215,345701,710,2,45,23,0,0,18,01,Retained
2014,603,1,33468,MASONIC,2014-08-02,214,345631,710,3,45,21,8,2,9,01,Retained
2006,603,2,18613,CHARLES T,2006-08-03,215,345631,710,5,46,10,13,0,15,01,Retained
2014,603,1,33468,MASONIC,2014-08-02,214,345631,710,4,46,16,11,2,14,01,Retained
2013,603,1,58282,COBRA,2013-08-03,215,345603,710,8,45,8,22,0,12,01,Retained
2003,603,2,26017,IDA JUNE,2003-08-04,216,345701,710,3,45,15,2,3,20,01,Retained
1997,603,2,18613,CHARLES T,1997-08-11,223,345701,710,14,74,9,45,0,20,01,Retained
2008,603,3,60168,SEA VIEW,2008-08-08,221,345731,710,4,44,4,27,0,9,01,Retained
2008,603,3,60168,SEA VIEW,2008-08-08,221,345731,710,4,43,2,21,1,19,01,Retained
2013,603,3,57935,KAIA,2013-07-30,211,345731,710,4,45,2,16,2,21,01,Retained
2008,603,2,18613,CHARLES T,2008-08-11,224,345701,710,15,43,7,14,2,18,01,Retained
2005,603,3,60168,SEA VIEW,2005-07-29,210,345731,710,2,46,8,3,2,30,01,Retained
2008,603,2,18613,CHARLES T,2008-08-11,224,345701,710,15,42,11,15,0,9,01,Retained
2014,603,3,57935,KAIA,2014-08-03,215,345731,710,9,49,15,19,9,5,01,Retained
2008,603,2,18613,CHARLES T,2008-08-11,224,345701,710,15,45,9,21,0,8,01,Retained
2015,603,3,57935,KAIA,2015-07-26,207,345731,710,9,45,6,27,0,10,01,Retained
2002,603,3,55900,ARCHANGEL,2002-08-18,230,345731,710,13,45,10,13,0,21,01,Retained
2016,603,2,58282,Marilyn J,2016-07-28,210,345631,710,5,43,12,7,0,9,01,Retained
2016,603,2,58282,Marilyn J,2016-07-28,210,345631,710,5,45,8,16,1,10,01,Retained
2014,603,2,14796,MAGIA,2014-08-01,213,345631,710,2,45,21,1,1,19,01,Retained
2005,603,3,60168,SEA VIEW,2005-07-29,210,345731,710,4,44,4,13,2,24,01,Retained
2014,603,2,14796,MAGIA,2014-08-01,213,345631,710,2,46,26,2,0,11,01,Retained
2007,603,3,60168,SEA VIEW,2007-08-09,221,345701,710,14,44,9,10,0,20,01,Retained
1998,603,1,67161,OCEAN CAPE,1998-08-15,227,345603,710,7,93,4,30,7,39,01,Retained
2007,603,3,60168,SEA VIEW,2007-08-10,222,345701,710,15,44,7,27,0,6,01,Retained
2007,603,3,60168,SEA VIEW,2007-08-10,222,345701,710,15,44,5,21,2,11,01,Retained
2007,603,3,60168,SEA VIEW,2007-08-10,222,345701,710,15,45,1,23,2,15,01,Retained
2004,603,2,18613,CHARLES T,2004-08-09,222,345701,710,12,45,16,5,7,13,01,Retained
2005,603,3,60168,SEA VIEW,2005-07-31,212,345731,710,11,44,3,26,0,13,01,Retained
2016,603,2,58282,Marilyn J,2016-07-28,210,345701,710,6,45,12,11,4,11,01,Retained
1998,603,1,67161,OCEAN CAPE,1998-08-16,228,345603,710,9,96,3,78,0,8,01,Retained
2016,603,2,58282,Marilyn J,2016-07-28,210,345701,710,6,44,11,10,1,16,01,Retained
2005,603,1,33468,MASONIC,2005-07-28,209,345603,710,1,43,19,6,0,16,01,Retained
2014,603,2,14796,MAGIA,2014-08-02,214,345631,710,4,43,7,13,2,15,01,Retained
2016,603,2,58282,Marilyn J,2016-07-30,212,345701,710,12,44,12,9,0,17,01,Retained
2005,603,1,33468,MASONIC,2005-07-29,210,345603,710,2,56,21,10,3,19,01,Retained
2005,603,1,33468,MASONIC,2005-07-29,210,345603,710,2,41,10,11,1,17,01,Retained
2016,603,2,58282,Marilyn J,2016-07-30,212,345701,710,12,45,14,15,1,14,01,Retained
2005,603,1,33468,MASONIC,2005-07-29,210,345603,710,2,43,11,15,0,12,01,Retained
2011,603,3,60168,SEAVIEW,2011-07-27,208,345731,710,9,44,3,16,0,23,01,Retained
2005,603,1,33468,MASONIC,2005-07-29,210,345603,710,3,46,7,15,0,22,01,Retained
2011,603,3,60168,SEAVIEW,2011-07-28,209,345731,710,10,45,2,26,1,11,01,Retained
2005,603,1,33468,MASONIC,2005-07-29,210,345603,710,3,46,8,16,0,18,01,Retained
2016,603,2,58282,Marilyn J,2016-07-29,211,345701,710,10,45,8,20,0,11,01,Retained
2005,603,1,33468,MASONIC,2005-07-29,210,345603,710,4,45,9,14,7,15,01,Retained
2015,603,3,57935,KAIA,2015-07-24,205,345731,710,2,46,3,27,1,9,01,Retained
2003,603,2,26017,IDA JUNE,2003-08-05,217,345701,710,9,45,10,14,0,19,01,Retained
2016,603,2,58282,Marilyn J,2016-07-30,212,345701,710,11,44,6,15,4,7,01,Retained
2011,603,3,60168,SEAVIEW,2011-07-28,209,345731,710,11,44,7,22,0,12,01,Retained
2011,603,3,60168,SEAVIEW,2011-07-29,210,345731,710,12,45,3,23,1,17,01,Retained
2016,603,2,58282,Marilyn J,2016-07-28,210,345631,710,5,44,13,12,0,8,01,Retained
2015,603,3,57935,KAIA,2015-07-25,206,345731,710,3,41,8,16,0,10,01,Retained
2016,603,2,58282,Marilyn J,2016-07-29,211,345701,710,9,44,18,7,0,6,01,Retained
2015,603,3,57935,KAIA,2015-07-25,206,345731,710,3,45,3,24,0,13,01,Retained
2016,603,2,58282,Marilyn J,2016-07-30,212,345701,710,12,44,15,14,0,14,01,Retained
1998,603,3,26017,IDA-JUNE,1998-08-16,228,345731,710,6,105,10,51,1,33,01,Retained
2016,603,2,58282,Marilyn J,2016-07-30,212,345701,710,13,45,8,21,0,11,01,Retained
2011,603,3,60168,SEAVIEW,2011-07-25,206,345731,710,3,45,12,12,0,20,01,Retained
2011,603,3,60168,SEAVIEW,2011-07-25,206,345731,710,3,45,7,11,13,14,01,Retained
2016,603,2,58282,Marilyn J,2016-07-29,211,345701,710,8,44,16,12,0,6,01,Retained
2016,603,2,58282,Marilyn J,2016-07-30,212,345701,710,13,35,7,9,1,10,01,Retained
2011,603,3,60168,SEAVIEW,2011-07-25,206,345731,710,3,45,5,16,0,22,01,Retained
2017,603,2,57935,Kaia,2017-08-04,216,345701,710,12,45,3,16,3,17,01,Retained
2011,603,2,57935,KAIA,2011-07-29,210,345701,710,14,47,4,17,10,9,01,Retained
2008,603,2,18613,CHARLES T,2008-08-11,224,345701,710,15,45,6,17,0,20,01,Retained
2016,603,2,58282,Marilyn J,2016-07-30,212,345701,710,13,45,5,27,0,8,01,Retained
1998,603,3,26017,IDA-JUNE,1998-08-18,230,345731,710,10,113,36,26,3,30,01,Retained
2017,603,2,57935,Kaia,2017-08-04,216,345701,710,12,46,19,2,0,18,01,Retained
2018,603,2,57935,kaia,2018-08-06,218,345631,710,5,45,11,12,0,14,01,Retained
2007,603,1,33468,MASONIC,2007-08-08,220,345631,710,9,46,9,16,3,15,01,Retained
2005,603,3,60168,SEA VIEW,2005-07-30,211,345731,710,5,45,4,12,3,25,01,Retained
2005,603,3,60168,SEA VIEW,2005-07-30,211,345731,710,5,45,2,26,0,15,01,Retained
2008,603,2,18613,CHARLES T,2008-08-11,224,345701,710,15,44,4,16,13,7,01,Retained
1999,603,1,18613,CHARLES T,1999-08-15,227,345603,710,1,72,54,0,0,11,01,Retained
2016,603,2,58282,Marilyn J,2016-07-29,211,345701,710,9,45,18,4,0,6,01,Retained
2005,603,3,60168,SEA VIEW,2005-07-30,211,345731,710,6,45,10,20,0,13,01,Retained
2016,603,2,58282,Marilyn J,2016-07-31,213,345701,710,14,44,6,29,0,8,01,Retained
2015,603,2,14796,MAGIA,2015-07-25,206,345701,710,5,43,9,8,3,20,01,Retained
2008,603,3,60168,SEA VIEW,2008-08-08,221,345731,710,5,45,3,12,1,23,01,Retained
2016,603,2,58282,Marilyn J,2016-07-27,209,345631,710,4,46,21,11,2,7,01,Retained
2005,603,3,60168,SEA VIEW,2005-07-30,211,345731,710,6,44,7,8,0,28,01,Retained
2016,603,2,58282,Marilyn J,2016-07-27,209,345631,710,4,46,7,25,0,10,01,Retained
2008,603,3,60168,SEA VIEW,2008-08-08,221,345731,710,5,46,1,22,3,15,01,Retained
2006,603,3,60168,SEA VIEW,2006-08-05,217,345731,710,10,44,2,25,0,14,01,Retained
2008,603,3,60168,SEA VIEW,2008-08-08,221,345731,710,5,43,5,18,6,13,01,Retained
2016,603,2,58282,Marilyn J,2016-07-30,212,345701,710,13,45,15,11,0,16,01,Retained
2006,603,3,60168,SEA VIEW,2006-08-05,217,345731,710,11,46,2,32,0,9,01,Retained
2016,603,2,58282,Marilyn J,2016-07-30,212,345701,710,13,44,7,14,2,12,01,Retained
2008,603,3,60168,SEA VIEW,2008-08-08,221,345731,710,6,44,4,18,0,19,01,Retained
2006,603,3,60168,SEA VIEW,2006-08-05,217,345731,710,11,44,9,25,4,4,01,Retained
2012,603,3,57935,KAIA,2012-07-27,209,345731,710,11,42,6,11,0,20,01,Retained
2008,603,3,60168,SEA VIEW,2008-08-09,222,345731,710,7,45,3,28,0,10,01,Retained
2012,603,3,57935,KAIA,2012-07-29,211,345731,710,12,48,4,24,3,13,01,Retained
2006,603,3,60168,SEA VIEW,2006-08-06,218,345731,710,12,45,6,28,2,6,01,Retained
2012,603,3,57935,KAIA,2012-07-29,211,345731,710,12,45,2,24,7,10,01,Retained
2006,603,3,60168,SEA VIEW,2006-08-06,218,345731,710,12,45,4,23,12,4,01,Retained
2004,603,3,NA,ARCHANGEL,2004-08-09,222,345731,710,13,45,8,25,0,11,01,Retained
2012,603,3,57935,KAIA,2012-07-29,211,345701,710,13,43,3,15,0,21,01,Retained
2006,603,3,60168,SEA VIEW,2006-08-06,218,345701,710,13,42,4,24,6,5,01,Retained
2006,603,3,60168,SEA VIEW,2006-08-06,218,345701,710,13,45,4,34,2,4,01,Retained
2008,603,3,60168,SEA VIEW,2008-08-09,222,345731,710,8,44,3,26,3,9,01,Retained
2018,603,3,14796,Magia,2018-08-07,219,345731,710,8,45,8,12,0,17,01,Retained
2007,603,2,18613,CHARLES T,2007-08-06,218,345631,710,5,43,17,4,1,14,01,Retained
2003,603,3,55900,ARCHANGEL,2003-08-08,220,345731,710,15,45,22,12,1,7,01,Retained
2012,603,3,57935,KAIA,2012-07-29,211,345701,710,14,43,4,4,0,27,01,Retained
2004,603,3,NA,ARCHANGEL,2004-08-06,219,345701,710,2,44,13,11,3,16,01,Retained
2012,603,3,57935,KAIA,2012-07-29,211,345701,710,14,45,10,6,1,24,01,Retained
2004,603,3,NA,ARCHANGEL,2004-08-06,219,345701,710,3,45,7,25,0,13,01,Retained
2014,603,3,57935,KAIA,2014-08-04,216,345731,710,10,47,5,21,0,15,01,Retained
2007,603,2,18613,CHARLES T,2007-08-07,219,345701,710,7,44,8,21,0,12,01,Retained
2007,603,2,18613,CHARLES T,2007-08-07,219,345701,710,7,43,24,8,0,6,01,Retained
2e3,603,2,18613,CHARLES T,2000-08-20,233,345631,710,5,42,20,10,0,6,01,Retained
2014,603,3,57935,KAIA,2014-08-04,216,345731,710,11,44,0,25,11,6,01,Retained
2007,603,2,18613,CHARLES T,2007-08-08,220,345701,710,8,46,8,14,0,20,01,Retained
2014,603,3,57935,KAIA,2014-08-05,217,345731,710,12,49,12,11,12,9,01,Retained
2007,603,2,18613,CHARLES T,2007-08-08,220,345701,710,8,45,19,9,0,12,01,Retained
2014,603,3,57935,KAIA,2014-08-05,217,345731,710,12,47,15,21,0,8,01,Retained
2007,603,2,18613,CHARLES T,2007-08-08,220,345701,710,8,44,9,18,0,13,01,Retained
2007,603,1,33468,MASONIC,2007-08-07,219,345603,710,6,45,11,12,0,16,01,Retained
2012,603,2,26017,IDA JUNE,2012-07-28,210,345701,710,8,45,5,20,0,13,01,Retained
2018,603,2,57935,kaia,2018-08-10,222,345701,710,14,47,8,22,3,12,01,Retained
2013,603,3,57935,KAIA,2013-07-31,212,345731,710,6,45,4,19,0,7,01,Retained
2015,603,1,33468,MASONIC,2015-07-28,209,345603,710,12,46,5,21,0,15,01,Retained
2006,603,1,33468,MASONIC,2006-08-02,214,345603,710,1,44,4,17,0,20,01,Retained
2015,603,1,33468,MASONIC,2015-07-28,209,345603,710,13,44,25,1,0,16,01,Retained
2007,603,1,33468,MASONIC,2007-08-07,219,345631,710,8,45,15,5,0,13,01,Retained
2006,603,1,33468,MASONIC,2006-08-02,214,345603,710,1,43,3,15,0,20,01,Retained
2007,603,1,33468,MASONIC,2007-08-07,219,345631,710,8,45,16,11,1,12,01,Retained
2007,603,1,33468,MASONIC,2007-08-08,220,345631,710,9,49,5,28,0,13,01,Retained
2015,603,3,57935,KAIA,2015-07-29,210,345701,710,15,48,13,12,4,15,01,Retained
2015,603,3,57935,KAIA,2015-07-29,210,345701,710,15,45,15,6,6,15,01,Retained
1999,603,1,18613,CHARLES T,1999-08-19,231,345631,710,13,76,15,36,0,14,01,Retained
2004,603,1,33468,MASONIC,2004-08-09,222,345631,710,12,46,6,26,0,11,01,Retained
1999,603,1,18613,CHARLES T,1999-08-19,231,345631,710,13,70,18,20,10,16,01,Retained
2004,603,1,33468,MASONIC,2004-08-09,222,345631,710,12,47,8,26,0,11,01,Retained
2016,603,2,58282,Marilyn J,2016-07-29,211,345701,710,9,45,13,14,0,9,01,Retained
2004,603,3,NA,ARCHANGEL,2004-08-09,222,345731,710,10,44,11,21,0,11,01,Retained
2015,603,2,14796,MAGIA,2015-07-25,206,345631,710,3,46,4,22,1,7,01,Retained
2004,603,3,NA,ARCHANGEL,2004-08-09,222,345731,710,10,46,16,18,0,11,01,Retained
2004,603,1,33468,MASONIC,2004-08-09,222,345631,710,13,44,8,22,0,11,01,Retained
2004,603,1,33468,MASONIC,2004-08-09,222,345631,710,13,45,4,26,0,15,01,Retained
2004,603,3,NA,ARCHANGEL,2004-08-09,222,345731,710,11,44,13,13,0,16,01,Retained
2013,603,3,57935,KAIA,2013-07-31,212,345731,710,9,44,3,24,0,13,01,Retained
2004,603,3,NA,ARCHANGEL,2004-08-09,222,345731,710,11,45,11,15,0,18,01,Retained
