year,catch,sigma_catch,upper_catch,lower_catch,fsh_cpue,sigma_fsh_cpue,upper_fsh_cpue,lower_fsh_cpue,srv_cpue,sigma_srv_cpue,upper_srv_cpue,lower_srv_cpue,mr,sigma_mr,upper_mr,lower_mr,index
2010,512.92681404016,0.05,790.8178694852016,332.6858518417836,0.8185930371984,0.08,1.4099751770817837,0.4752527359641831,0.21793299290006923,0.04925611669176155,0.3349449929000692,0.14179877413050834,2.1960929841457775,0.05,3.3858818205156,1.4243924184807757,35
2011,427.33643489328,0.05,658.8567408551304,277.1716782472023,0.9177301954367999,0.08,1.5807327157984172,0.5328090594943263,0.25388705059725103,0.04274456443150987,0.37913105059725116,0.17001676428092186,NA,NA,NA,NA,36
2012,481.43555441136004,0.05,742.2654246424504,312.26052751011815,0.9902324314351999,0.08,1.705613271086958,0.5749018754064769,0.27114531636453104,0.033778573073843576,0.38756931636453096,0.18969453845327658,1.8518010423667988,0.05,2.855061024203599,1.2010836446017146,37
2013,471.10474713576,0.05,726.3376416213188,305.55993529185463,0.8600607353528,0.08,1.481400686940174,0.4993277477300589,0.21010868972634872,0.054535145152329045,0.3300606897263488,0.13375013405905428,2.009979505530933,0.05,3.0989366645753855,1.3036786646325136,38
2014,384.36310613368,0.05,592.6015259509372,249.29904984578448,0.9405326735095999,0.08,1.6200085544601226,0.5460475548130141,0.20711234088044717,0.039574640988150334,0.30472034088044697,0.14077012916511553,NA,NA,NA,NA,39
2015,383.50556777808,0.05,591.2793945341062,248.74284792669843,0.8404406133928,0.08,1.447606257134619,0.48793684136057186,0.18472056517318255,0.05486204612417844,0.29056056517318263,0.11743399238490072,1.886497892777188,0.05,2.9085557695908864,1.2235881246153164,40
2016,316.10695391912,0.05,487.36587946872817,205.02790721613545,0.6836504151008,0.08,1.1775449720324953,0.3969087390868657,0.20228490713912275,0.04486282093055083,0.3049889071391226,0.13416613751666043,NA,NA,NA,NA,41
2017,337.68578138944,0.05,520.6355816932077,219.02399867051625,0.831564316904,0.08,1.4323173930166693,0.48278350630904365,0.22757031247269469,0.07027846922988701,0.3792743124726947,0.1365456225634799,2.0617200047632926,0.05,3.178708885970369,1.3372377057874354,42
2018,396.79726033656004,0.05,611.7721972171151,257.36387911515715,1.063741959188,0.08,1.832228823260696,0.6175794973705225,0.21402866395480255,0.06109817689321706,0.3449566639548026,0.13279427180534115,2.9451891116180566,0.05,4.540819693427935,1.91025838699297,43
2019,412.46991173408,0.05,635.9359033212003,267.52920726350203,0.8733127885064,0.08,1.5042265175334724,0.507021527462105,0.1920522258163907,0.050178223396806,0.2963242258163906,0.12447196087127936,3.5082204487622537,0.05,5.40888747679579,2.2754421810240024,44
2020,499.44750675864,0.05,770.0358070647461,323.94313318789284,0.9032183358624,0.08,1.5557369476408616,0.5243838705991635,0.3574487567026676,0.037530406328962984,0.5207167567026674,0.24537257928352038,3.0692428975417108,0.05,4.7320827508473435,1.9907200402240248,45
2021,491.4047672164,0.05,757.635710256548,318.72658848305275,1.1046052460023998,0.08,1.9026132724852658,0.6413036044378122,0.33592215949080106,0.022295277386535473,0.4494061594908009,0.25109512821279667,NA,NA,NA,NA,46
2022,537.10499582568,0.05,828.0951918716934,348.36789220918683,1.3115921576152,0.08,2.2591352487211025,0.7614745460200064,0.34964761742151207,0.020906230283211258,0.46352361742151194,0.263748063256434,3.925208106796537,0.05,6.051788729570767,2.5459016119278903,47
2023,579.3857803196801,0.05,893.2826591642297,375.79133434731585,0.9623610174032001,0.08,1.6576065080807831,0.5587204944613956,0.3233443628078375,0.018804039666652672,0.42252036280783756,0.24744742777558526,NA,NA,NA,NA,48
2024,631.83520387744,0.05,974.147882541745,409.8101859208616,0.8655027053727999,0.08,1.4907741390634461,0.5024872067329006,0.3938278334685443,0.017037708953229647,0.5080958334685443,0.30525808754566286,NA,NA,NA,NA,49
2025,712.61745339328,0.05,1098.6959558841086,462.2057923860143,0.9918725747480001,0.08,1.7084383150988391,0.5758540977701674,0.4201946283549408,0.013003659051205485,0.5250546283549409,0.3362764866039587,NA,NA,NA,NA,50
