year,Source,Sex,length_bin,n,proportion,effn,index
2002,fsh_len,Female,41,1246,0,113.91974785208386,27
2002,fsh_len,Female,43,1246,0,113.91974785208386,27
2002,fsh_len,Female,45,1246,0,113.91974785208386,27
2002,fsh_len,Female,47,1246,0,113.91974785208386,27
2002,fsh_len,Female,49,1246,8.03e-4,113.91974785208386,27
2002,fsh_len,Female,51,1246,0.005618,113.91974785208386,27
2002,fsh_len,Female,53,1246,0.012039,113.91974785208386,27
2002,fsh_len,Female,55,1246,0.020064,113.91974785208386,27
2002,fsh_len,Female,57,1246,0.039326,113.91974785208386,27
2002,fsh_len,Female,59,1246,0.040128,113.91974785208386,27
2002,fsh_len,Female,61,1246,0.050562,113.91974785208386,27
2002,fsh_len,Female,63,1246,0.072231,113.91974785208386,27
2002,fsh_len,Female,65,1246,0.081862,113.91974785208386,27
2002,fsh_len,Female,67,1246,0.086677,113.91974785208386,27
2002,fsh_len,Female,69,1246,0.094703,113.91974785208386,27
2002,fsh_len,Female,71,1246,0.089888,113.91974785208386,27
2002,fsh_len,Female,73,1246,0.073034,113.91974785208386,27
2002,fsh_len,Female,75,1246,0.069021,113.91974785208386,27
2002,fsh_len,Female,77,1246,0.05618,113.91974785208386,27
2002,fsh_len,Female,79,1246,0.053772,113.91974785208386,27
2002,fsh_len,Female,81,1246,0.036918,113.91974785208386,27
2002,fsh_len,Female,83,1246,0.032103,113.91974785208386,27
2002,fsh_len,Female,85,1246,0.022472,113.91974785208386,27
2002,fsh_len,Female,87,1246,0.016051,113.91974785208386,27
2002,fsh_len,Female,89,1246,0.020064,113.91974785208386,27
2002,fsh_len,Female,91,1246,0.010433,113.91974785208386,27
2002,fsh_len,Female,93,1246,8.03e-4,113.91974785208386,27
2002,fsh_len,Female,95,1246,0.006421,113.91974785208386,27
2002,fsh_len,Female,97,1246,0.004013,113.91974785208386,27
2002,fsh_len,Female,99,1246,0.004815,113.91974785208386,27
2002,fsh_len,Male,41,1019,0,95.99697985479706,27
2002,fsh_len,Male,43,1019,0,95.99697985479706,27
2002,fsh_len,Male,45,1019,0,95.99697985479706,27
2002,fsh_len,Male,47,1019,9.81e-4,95.99697985479706,27
2002,fsh_len,Male,49,1019,0.003925,95.99697985479706,27
2002,fsh_len,Male,51,1019,0.008832,95.99697985479706,27
2002,fsh_len,Male,53,1019,0.016683,95.99697985479706,27
2002,fsh_len,Male,55,1019,0.030422,95.99697985479706,27
2002,fsh_len,Male,57,1019,0.058881,95.99697985479706,27
2002,fsh_len,Male,59,1019,0.092247,95.99697985479706,27
2002,fsh_len,Male,61,1019,0.10893,95.99697985479706,27
2002,fsh_len,Male,63,1019,0.151129,95.99697985479706,27
2002,fsh_len,Male,65,1019,0.122669,95.99697985479706,27
2002,fsh_len,Male,67,1019,0.110893,95.99697985479706,27
2002,fsh_len,Male,69,1019,0.093229,95.99697985479706,27
2002,fsh_len,Male,71,1019,0.089303,95.99697985479706,27
2002,fsh_len,Male,73,1019,0.049068,95.99697985479706,27
