year,Source,Sex,length_bin,n,proportion,effn,index
2002,fsh_len,Female,41,1246,0,118.00713194312642,27
2002,fsh_len,Female,43,1246,0,118.00713194312642,27
2002,fsh_len,Female,45,1246,0,118.00713194312642,27
2002,fsh_len,Female,47,1246,0,118.00713194312642,27
2002,fsh_len,Female,49,1246,8.03e-4,118.00713194312642,27
2002,fsh_len,Female,51,1246,0.005618,118.00713194312642,27
2002,fsh_len,Female,53,1246,0.012039,118.00713194312642,27
2002,fsh_len,Female,55,1246,0.020064,118.00713194312642,27
2002,fsh_len,Female,57,1246,0.039326,118.00713194312642,27
2002,fsh_len,Female,59,1246,0.040128,118.00713194312642,27
2002,fsh_len,Female,61,1246,0.050562,118.00713194312642,27
2002,fsh_len,Female,63,1246,0.072231,118.00713194312642,27
2002,fsh_len,Female,65,1246,0.081862,118.00713194312642,27
2002,fsh_len,Female,67,1246,0.086677,118.00713194312642,27
2002,fsh_len,Female,69,1246,0.094703,118.00713194312642,27
2002,fsh_len,Female,71,1246,0.089888,118.00713194312642,27
2002,fsh_len,Female,73,1246,0.073034,118.00713194312642,27
2002,fsh_len,Female,75,1246,0.069021,118.00713194312642,27
2002,fsh_len,Female,77,1246,0.05618,118.00713194312642,27
2002,fsh_len,Female,79,1246,0.053772,118.00713194312642,27
2002,fsh_len,Female,81,1246,0.036918,118.00713194312642,27
2002,fsh_len,Female,83,1246,0.032103,118.00713194312642,27
2002,fsh_len,Female,85,1246,0.022472,118.00713194312642,27
2002,fsh_len,Female,87,1246,0.016051,118.00713194312642,27
2002,fsh_len,Female,89,1246,0.020064,118.00713194312642,27
2002,fsh_len,Female,91,1246,0.010433,118.00713194312642,27
2002,fsh_len,Female,93,1246,8.03e-4,118.00713194312642,27
2002,fsh_len,Female,95,1246,0.006421,118.00713194312642,27
2002,fsh_len,Female,97,1246,0.004013,118.00713194312642,27
2002,fsh_len,Female,99,1246,0.004815,118.00713194312642,27
2002,fsh_len,Male,41,1019,0,102.87271001342107,27
2002,fsh_len,Male,43,1019,0,102.87271001342107,27
2002,fsh_len,Male,45,1019,0,102.87271001342107,27
2002,fsh_len,Male,47,1019,9.81e-4,102.87271001342107,27
2002,fsh_len,Male,49,1019,0.003925,102.87271001342107,27
2002,fsh_len,Male,51,1019,0.008832,102.87271001342107,27
2002,fsh_len,Male,53,1019,0.016683,102.87271001342107,27
2002,fsh_len,Male,55,1019,0.030422,102.87271001342107,27
2002,fsh_len,Male,57,1019,0.058881,102.87271001342107,27
2002,fsh_len,Male,59,1019,0.092247,102.87271001342107,27
2002,fsh_len,Male,61,1019,0.10893,102.87271001342107,27
2002,fsh_len,Male,63,1019,0.151129,102.87271001342107,27
2002,fsh_len,Male,65,1019,0.122669,102.87271001342107,27
2002,fsh_len,Male,67,1019,0.110893,102.87271001342107,27
2002,fsh_len,Male,69,1019,0.093229,102.87271001342107,27
2002,fsh_len,Male,71,1019,0.089303,102.87271001342107,27
2002,fsh_len,Male,73,1019,0.049068,102.87271001342107,27
2002,fsh_len,Male,75,1019,0.020608,102.87271001342107,27
2002,fsh_len,Male,77,1019,0.02159,102.87271001342107,27
2002,fsh_len,Male,79,1019,0.005888,102.87271001342107,27
2002,fsh_len,Male,81,1019,0.005888,102.87271001342107,27
2002,fsh_len,Male,83,1019,0.002944,102.87271001342107,27
2002,fsh_len,Male,85,1019,9.81e-4,102.87271001342107,27
2002,fsh_len,Male,87,1019,0.001963,102.87271001342107,27
2002,fsh_len,Male,89,1019,0.001963,102.87271001342107,27
2002,fsh_len,Male,91,1019,9.81e-4,102.87271001342107,27
2002,fsh_len,Male,93,1019,0,102.87271001342107,27
2002,fsh_len,Male,95,1019,0,102.87271001342107,27
2002,fsh_len,Male,97,1019,0,102.87271001342107,27
2002,fsh_len,Male,99,1019,0,102.87271001342107,27
2002,fsh_len,Sex combined,41,2265,0,118.00713194312642,27
2002,fsh_len,Sex combined,43,2265,0,118.00713194312642,27
2002,fsh_len,Sex combined,45,2265,0,118.00713194312642,27
2002,fsh_len,Sex combined,47,2265,4e-4,118.00713194312642,27
2002,fsh_len,Sex combined,49,2265,0.0022,118.00713194312642,27
2002,fsh_len,Sex combined,51,2265,0.0071,118.00713194312642,27
2002,fsh_len,Sex combined,53,2265,0.0141,118.00713194312642,27
2002,fsh_len,Sex combined,55,2265,0.0247,118.00713194312642,27
2002,fsh_len,Sex combined,57,2265,0.0481,118.00713194312642,27
2002,fsh_len,Sex combined,59,2265,0.0636,118.00713194312642,27
2002,fsh_len,Sex combined,61,2265,0.0768,118.00713194312642,27
2002,fsh_len,Sex combined,63,2265,0.1077,118.00713194312642,27
2002,fsh_len,Sex combined,65,2265,0.1002,118.00713194312642,27
2002,fsh_len,Sex combined,67,2265,0.0976,118.00713194312642,27
2002,fsh_len,Sex combined,69,2265,0.094,118.00713194312642,27
2002,fsh_len,Sex combined,71,2265,0.0896,118.00713194312642,27
2002,fsh_len,Sex combined,73,2265,0.0623,118.00713194312642,27
2002,fsh_len,Sex combined,75,2265,0.0472,118.00713194312642,27
2002,fsh_len,Sex combined,77,2265,0.0406,118.00713194312642,27
2002,fsh_len,Sex combined,79,2265,0.0322,118.00713194312642,27
2002,fsh_len,Sex combined,81,2265,0.023,118.00713194312642,27
2002,fsh_len,Sex combined,83,2265,0.019,118.00713194312642,27
2002,fsh_len,Sex combined,85,2265,0.0128,118.00713194312642,27
2002,fsh_len,Sex combined,87,2265,0.0097,118.00713194312642,27
2002,fsh_len,Sex combined,89,2265,0.0119,118.00713194312642,27
2002,fsh_len,Sex combined,91,2265,0.0062,118.00713194312642,27
2002,fsh_len,Sex combined,93,2265,4e-4,118.00713194312642,27
2002,fsh_len,Sex combined,95,2265,0.0035,118.00713194312642,27
2002,fsh_len,Sex combined,97,2265,0.0022,118.00713194312642,27
2002,fsh_len,Sex combined,99,2265,0.0026,118.00713194312642,27
2003,fsh_len,Female,41,1022,0,118.00713194312642,28
2003,fsh_len,Female,43,1022,0,118.00713194312642,28
2003,fsh_len,Female,45,1022,0,118.00713194312642,28
2003,fsh_len,Female,47,1022,0,118.00713194312642,28
2003,fsh_len,Female,49,1022,9.78e-4,118.00713194312642,28
2003,fsh_len,Female,51,1022,0.003914,118.00713194312642,28
2003,fsh_len,Female,53,1022,0.011742,118.00713194312642,28
2003,fsh_len,Female,55,1022,0.007828,118.00713194312642,28
2003,fsh_len,Female,57,1022,0.022505,118.00713194312642,28
2003,fsh_len,Female,59,1022,0.024462,118.00713194312642,28
2003,fsh_len,Female,61,1022,0.02544,118.00713194312642,28
