Parameter,Estimate,se
log_srv_slx_pars,1.0931013963297478,0.04095515994952223
log_srv_slx_pars.1,0.07278608879562548,0.06670982989599017
log_srv_slx_pars.2,0.7911123530548836,0.03346274616325679
log_srv_slx_pars.3,0.4816618066852559,0.0705840833551795
fsh_logq,-18.009153799518554,0.02557112356040312
fsh_logq.1,-17.59531761519358,0.02194852010755027
fsh_logq.2,-17.1978860806359,0.03551673233248386
srv_logq,-16.894170544543872,0.01729888624999623
mr_logq,-0.09345785474580441,0.009488724342806757
log_rbar,13.114737608324518,0.11288727861585242
log_rinit,13.756333198401261,0.16701593238867038
log_Fbar,-3.172116926612463,0.32309081321586275
log_spr_Fxx,-2.247179958648712,0.2602856602927655
log_spr_Fxx.1,-2.4275917149053523,0.2510353150237148
log_spr_Fxx.2,-2.7786064635748517,0.24863256951293508
log_spr_Fxx.3,-3.1399995357354165,0.2659997525044432
log_spr_Fxx.4,-3.5435615176482242,0.31070078024376524
pred_rec,1449775.4110884941,1253725.0318026643
pred_rec.1,1865218.7084473406,1916589.0917864903
pred_rec.2,2034055.093944221,2154282.845819362
pred_rec.3,1864864.804395708,1909393.6526863393
pred_rec.4,1486248.6017255413,1330904.1111212913
pred_rec.5,16342923.444081374,2369781.622350373
pred_rec.6,1167406.864865127,890614.3229307614
pred_rec.7,1046974.0064276146,714775.4445512424
pred_rec.8,971683.6140512021,605336.7056640191
pred_rec.9,990235.6262550036,583072.0736926924
pred_rec.10,923824.9482695673,530865.2096981503
pred_rec.11,956071.482794854,531266.5204441968
pred_rec.12,1001113.0308627432,498064.61700849375
pred_rec.13,716849.7195779565,345278.26737910457
pred_rec.14,500738.821729958,229499.66946258186
pred_rec.15,455467.99932638166,202069.73063617884
pred_rec.16,618679.6909490909,252134.39308973643
pred_rec.17,869163.990720152,259532.91928961177
pred_rec.18,476884.18060427305,181571.7586296436
pred_rec.19,364865.54915521125,149366.68255536706
pred_rec.20,1156546.2657909987,209376.40932591012
pred_rec.21,879564.4019617287,250963.04662963125
pred_rec.22,1043340.1377219541,271065.14829095715
pred_rec.23,2386741.6556101795,297232.128906109
pred_rec.24,1096380.0634765588,288897.65786717937
pred_rec.25,1485779.0562635292,269782.51422672207
pred_rec.26,1165321.8945636381,254511.70085523665
pred_rec.27,714372.1338507311,214813.50351800845
pred_rec.28,545980.6518963919,177773.46944378086
pred_rec.29,680385.956741581,165314.68743079423
pred_rec.30,569571.5545904768,149354.75257254764
pred_rec.31,528663.7272759967,133938.65406073115
pred_rec.32,440234.0567111219,117986.60004319895
pred_rec.33,350348.80181164196,112114.48244588138
pred_rec.34,1156270.8699349554,122375.56906273997
pred_rec.35,465321.4843608834,98751.5725332605
pred_rec.36,196563.73529791815,69280.16756290116
pred_rec.37,423390.47145005467,84194.29835046592
pred_rec.38,433691.5507316152,105596.9373083684
pred_rec.39,798569.9470159353,140293.05526037575
pred_rec.40,1705790.7289923055,194182.57954636676
pred_rec.41,1647748.6252208538,248934.62900459315
pred_rec.42,2540484.1048146635,332715.46381652734
pred_rec.43,6112028.57353962,422402.0360059614
pred_rec.44,772548.3412741092,376530.48671713896
pred_rec.45,2147133.2721745037,578143.4910200593
pred_rec.46,3642822.0095970104,1100408.5859719992
pred_rec.47,2619798.469792868,1467235.8591121265
