year,Fxx,ABC,discarded
1975,0.35,3281439.8036245457,67236.87127581333
1975,0.4,2762081.8787834,56429.867665281105
1975,0.5,1968839.8934719972,40047.36052972977
1975,0.6,1384848.8851519732,28079.16036564896
1975,0.7,932577.8834259397,18844.273761588214
1976,0.35,3196116.309075154,69507.38923972078
1976,0.4,2690209.5531575033,58328.10779567066
1976,0.5,1917551.8259012336,41386.70258224288
1976,0.6,1348744.8913086588,29014.283542999874
1976,0.7,908250.0920175355,19469.81548198616
1977,0.35,3131280.0459545385,74637.67231465993
1977,0.4,2635542.7966894708,62622.79661531637
1977,0.5,1878486.303721794,44422.852622566286
1977,0.6,1321216.8430890758,31137.133709335947
1977,0.7,889686.586157061,20891.432329496278
1978,0.35,3153842.0448453166,82416.00931362897
1978,0.4,2654403.161802791,69144.96107109146
1978,0.5,1891790.4203812531,49045.14758659065
1978,0.6,1330503.7214930796,34374.799160526825
1978,0.7,895903.9862733206,23062.59251942853
1979,0.35,3175315.5867750277,101210.56871146073
1979,0.4,2672355.6554786814,84873.71662034442
1979,0.5,1904455.841506281,60159.872358553795
1979,0.6,1339345.4117016008,42143.76771963599
1979,0.7,901823.5901105617,28264.086783541934
1980,0.35,3193952.3102204544,125203.89383488764
1980,0.4,2687830.100464982,104944.07713972779
1980,0.5,1915259.0267865292,74332.89198225546
1980,0.6,1346828.8304318674,52045.51064669551
1980,0.7,906803.7339061162,34890.99820359142
1981,0.35,3464204.195043975,208000.17076241662
1981,0.4,2914279.491112006,174266.36496202508
1981,0.5,2075577.9255125336,123352.59956744127
1981,0.6,1459039.2802694107,86325.66087416024
1981,0.7,982083.1792593214,57850.55507024656
1982,0.35,4160574.988957549,272965.6245977222
1982,0.4,3499023.0670400495,228924.73105725943
1982,0.5,2490877.048888513,162285.2727759349
1982,0.6,1750383.847904684,113694.9353211521
1982,0.7,1177882.4571297225,76255.0293142303
1983,0.35,4954869.785137163,271111.7115301853
1983,0.4,4166931.0790627482,227509.12698027547
1983,0.5,2966245.1559003913,161430.3221954202
1983,0.6,2084379.8408434782,113171.47826271445
1983,0.7,1402609.205072797,75942.82208166084
1984,0.35,5723289.1091966955,243109.69481481143
1984,0.4,4813742.079473948,204091.2319721888
1984,0.5,3427306.3942099777,144900.1076750037
1984,0.6,2408684.7770533664,101626.66099230779
1984,0.7,1621001.4503308258,68218.3040242077
1985,0.35,6343866.411076146,208839.28575030374
1985,0.4,5337002.747608343,175346.18206472424
1985,0.5,3801256.8339713304,124518.55339867341
1985,0.6,2672205.386830174,87345.54193954276
1985,0.7,1798712.166350126,58638.92263917309
1986,0.35,6601896.57982611,182406.34895279128
1986,0.4,5555034.124793938,153163.22284944577
1986,0.5,3957570.8154640105,108777.15812476934
1986,0.6,2782611.4041254995,76309.23394534258
1986,0.7,1873296.664546077,51232.70488500713
1987,0.35,6849438.81925852,140894.31679387088
1987,0.4,5764613.798234791,118297.49621360615
1987,0.5,4108265.3678537044,84005.83104145397
1987,0.6,2889272.089848465,58926.77760381424
1987,0.7,1945466.1595630741,39559.87950999979
1988,0.35,6622894.980587479,130323.58888578355
1988,0.4,5574166.849220432,109444.85499468523
1988,0.5,3972769.9946014415,77743.72818722384
1988,0.6,2794097.047563857,54546.58548066569
1988,0.7,1881440.5811265924,36625.69676557167
1989,0.35,6325924.356742876,117168.71629673496
1989,0.4,5324452.471136333,98412.06231894558
1989,0.5,3795042.815269592,69922.27150587653
1989,0.6,2669224.7741879635,49066.881846909775
1989,0.7,1797420.6978144413,32950.43871859551
1990,0.35,6029797.65545266,103239.88092501774
1990,0.4,5075451.546064767,86721.39380279189
1990,0.5,3617828.1034380216,61625.02439697137
1990,0.6,2544715.2650987157,43249.03540632731
1990,0.7,1713646.4107838294,29045.903807303464
1991,0.35,5666269.882020915,94657.84540559017
1991,0.4,4769564.212666525,79517.68200052987
1991,0.5,3399900.5909345276,56511.54685877277
1991,0.6,2391485.9074054975,39663.16863830729
1991,0.7,1610488.9814753581,26639.101143657455
1992,0.35,5292466.368665781,80899.9812251797
1992,0.4,4455127.469905115,67960.7319039682
1992,0.5,3175986.205793427,48298.72807356431
1992,0.6,2234100.16249547,33899.179731829405
1992,0.7,1504560.7704178425,22767.954811366068
1993,0.35,4864162.7956268545,68973.04559143711
1993,0.4,4094762.3218060634,57936.91350363563
1993,0.5,2919275.7729129833,41170.17934090692
1993,0.6,2053616.8842088995,28893.4998509309
1993,0.7,1383063.2581000745,19404.723742471284
1994,0.35,4247807.029329777,61874.37919785143
1994,0.4,3575900.0887154667,51968.6777049678
1994,0.5,2549363.8405451057,36923.38199725305
1994,0.6,1793395.8302895396,25910.160536689655
1994,0.7,1207810.5143931692,17399.635245482186
1995,0.35,3769679.6606867537,54724.92571444491
1995,0.4,3173459.6976000206,45954.10352446214
1995,0.5,2262514.8932787324,32639.729753162006
1995,0.6,1591638.8632612852,22898.961407286697
1995,0.7,1071948.4800939292,15374.809562634455
1996,0.35,3295091.964295171,51303.069573137356
1996,0.4,2773884.425806399,43074.920857380246
1996,0.5,1977585.4501331765,30588.605778526467
1996,0.6,1391169.3522984355,21456.848479947475
1996,0.7,936921.0832034035,14404.946635044058
1997,0.35,2840662.5720144594,48633.70349388513
1997,0.4,2391262.1641594423,40827.64437227362
1997,0.5,1704724.3730088565,28986.32469531261
1997,0.6,1199180.4015200392,20329.6393901786
1997,0.7,807600.4277778936,13646.521717277417
1998,0.35,2432850.431184932,45683.127085623164
1998,0.4,2047931.6439258636,38338.32792348415
1998,0.5,1459927.3890406592,27205.861023330624
1998,0.6,1026960.1222131794,19074.25334403023
1998,0.7,691607.1814495141,12800.410480221846
1999,0.35,2052706.5858833545,47044.44399420724
1999,0.4,1727815.4506070828,39464.75346366745
1999,0.5,1231597.5968419581,27988.14351611803
1999,0.6,866281.7326009021,19614.074769497907
1999,0.7,583365.3677746116,13158.235616237804
2000,0.35,1854119.6059147401,55211.05975427542
2000,0.4,1560474.6742824633,46300.796972251366
2000,0.5,1112118.4065850517,32820.41848283406
2000,0.6,782142.060724457,22992.490120606864
2000,0.7,526653.0531358253,15420.525861135728
2001,0.35,1715416.3734286253,62745.67209178058
2001,0.4,1443506.941819982,52623.57634433014
2001,0.5,1028510.1774162684,37306.67996876779
2001,0.6,723215.2117865991,26137.528745062948
2001,0.7,486909.99239936174,17530.930590027754
2002,0.35,1700314.481391786,69244.9270040865
2002,0.4,1430604.9263318274,58077.91945228276
2002,0.5,1019109.9163649671,41177.199980811885
2002,0.6,716499.7166057177,28851.149019911067
2002,0.7,482334.42074353376,19351.97002175063
2003,0.35,1733148.9730552807,72252.99255890213
2003,0.4,1458088.4429271915,60617.07323203041
2003,0.5,1038535.0226138238,42994.675084146926
2003,0.6,730078.6541327966,30133.292480236072
2003,0.7,491435.1846832379,20216.443259756346
2004,0.35,1774785.4861696695,70478.8606912738
2004,0.4,1493096.564216051,59139.42917033835
2004,0.5,1063447.5444990003,41958.09626684695
2004,0.6,747580.3233740848,29412.62732995229
2004,0.7,503209.9867994274,19735.948840429686
2005,0.35,1797740.431046605,65966.57441436478
2005,0.4,1512462.6872497543,55360.01683828186
2005,0.5,1077299.041122571,39284.02587824857
2005,0.6,757347.068355331,27541.825431926813
2005,0.7,509799.2734681762,18482.548995905974
2006,0.35,1818620.998405985,60493.604932456205
2006,0.4,1530151.7085125342,50769.362134597235
2006,0.5,1090029.0568860676,36028.94027360909
2006,0.6,766362.706204756,25260.96591952744
2006,0.7,515902.2047788704,16952.57827150051
2007,0.35,1803793.6561857252,56547.28489686295
2007,0.4,1517755.472511307,47459.386604183375
2007,0.5,1081283.0797877929,33682.10330701716
2007,0.6,760256.761171077,23616.605977426218
2007,0.7,511813.9391249246,15849.607251915308
2008,0.35,1815473.1978443905,53101.70739673627
2008,0.4,1527675.8937309147,44569.0330125037
2008,0.5,1088450.1555407709,31632.38041388179
2008,0.6,765346.650525397,22180.216252047285
2008,0.7,515266.60868668515,14886.025825916613
2009,0.35,1793646.6668176558,50553.88578981985
2009,0.4,1509357.8084572568,42433.6369360168
2009,0.5,1075450.4271785638,30120.047362404275
2009,0.6,756232.0892697788,21121.439153012
2009,0.7,509143.7460929843,14176.290117458228
2010,0.35,1790084.9873262818,48662.698205719804
2010,0.4,1506413.9241958712,40846.14154132936
2010,0.5,1073409.8242332784,28993.160031243115
2010,0.6,754826.1545528834,20331.203195375998
2010,0.7,508212.08611843846,13645.89704568879
2011,0.35,1783914.9546584461,48145.94206692532
2011,0.4,1501257.3963886409,40408.27095527133
2011,0.5,1069773.8821659652,28677.979774239222
2011,0.6,752288.9461356796,20107.976231017285
2011,0.7,506513.94038149266,13494.939085136737
2012,0.35,1790364.837364624,49003.30413172285
2012,0.4,1506688.8018483976,41127.55011047267
2012,0.5,1073648.0980638315,29188.1199296011
2012,0.6,755015.4262968325,20465.48558566892
2012,0.7,508350.75160144106,13734.77355682509
2013,0.35,1789106.19130278,47503.80788833945
2013,0.4,1505637.9967899667,39875.84286771214
2013,0.5,1072908.2569798795,28307.003641164327
2013,0.6,754499.6773106833,19851.333687759638
2013,0.7,508005.8173092294,13324.47683378074
2014,0.35,1781145.3190722673,43915.470661730455
2014,0.4,1498978.2265243737,36868.54755181929
2014,0.5,1068205.019050099,26177.36381147394
2014,0.6,751213.788280464,18360.47712289485
2014,0.7,505804.5040517187,12325.150281115046
2015,0.35,1770302.959227254,41346.383784908445
2015,0.4,1489910.269395639,34710.41117698756
2015,0.5,1061803.675734767,24643.69473560062
2015,0.6,746742.8897167312,17284.112775354963
2015,0.7,502810.03481864824,11602.264155105764
2016,0.35,1748514.0613525794,40879.22359734766
2016,0.4,1471630.7214022782,34308.64427272189
2016,0.5,1048839.0255465335,24348.270512006453
2016,0.6,737657.0125789138,17071.771192837517
2016,0.7,496708.6062527002,11457.089827520616
2017,0.35,1743771.5365875866,45281.76908727655
2017,0.4,1467632.2390188023,37987.45935344507
2017,0.5,1045982.2722167328,26941.90470514884
2017,0.6,735644.4906074626,18881.592878787185
2017,0.7,495351.8186129502,12667.211175391687
2018,0.35,1757643.7071376313,53495.36556590903
2018,0.4,1479215.6820814314,44870.31054379367
2018,0.5,1054139.6269205278,31815.260423806867
2018,0.6,741331.7841241343,22292.799262886525
2018,0.7,499155.8098996645,14953.55744656018
2019,0.35,1786486.6317416916,63230.48237274149
2019,0.4,1503345.101970338,53031.48696124209
2019,0.5,1071180.4306033843,37597.31598145221
2019,0.6,753237.1806386801,26341.920155950076
2019,0.7,507131.4883738492,17668.426253196965
2020,0.35,1860289.6996380214,76243.89211937891
2020,0.4,1565254.9696722717,63938.075885160404
2020,0.5,1115083.5309800818,45321.380276971184
2020,0.6,784002.624134069,31749.441603319563
2020,0.7,527790.1319126701,21293.26784344762
2021,0.35,1988669.8272105174,91715.42042537911
2021,0.4,1673041.2103166415,76919.12338130934
2021,0.5,1191620.6554085836,54529.727892545205
2021,0.6,837688.1389911465,38203.73230325613
2021,0.7,563865.9119553185,25623.705389312287
2022,0.35,2177146.9219835503,99256.51234347645
2022,0.4,1831470.8984014345,83273.68853206393
2022,0.5,1304318.3557492206,59066.58310889521
2022,0.6,916839.2344811785,41398.44272908488
2022,0.7,617106.3140168242,27774.735900357544
2023,0.35,2384580.237116391,97507.9135486018
2023,0.4,2006022.3944838946,81824.32309129686
2023,0.5,1428685.2565738016,58057.39128807671
2023,0.6,1004288.4826307986,40700.701597813466
2023,0.7,675981.2512422446,27311.54299831722
