year,Fxx,ABC,discarded
1975,0.35,3850073.7479512473,75707.15693190774
1975,0.4,3240155.2346717315,63529.99285979802
1975,0.5,2308561.6077130954,45068.05980723338
1975,0.6,1622691.1050154427,31578.994779440043
1975,0.7,1091507.2341316657,21169.687587868448
1976,0.35,3756730.000173845,76615.80284619253
1976,0.4,3161549.3755401406,64289.150391657306
1976,0.5,2252503.325078058,45603.05000164588
1976,0.6,1583260.8347101004,31952.058029802858
1976,0.7,1064970.5768615855,21418.853457432713
1977,0.35,3677672.0466841985,78440.07505587576
1977,0.4,3094953.842825466,65816.07845038667
1977,0.5,2204989.0273032826,46682.07374993619
1977,0.6,1549829.4472250142,32706.00709047037
1977,0.7,1042465.644518202,21923.191898011966
1978,0.35,3670364.0227920115,81389.61302473422
1978,0.4,3088739.1792479283,68289.55048216751
1978,0.5,2200492.3443813906,48434.98587399161
1978,0.6,1546633.7386609055,33933.36478928649
1978,0.7,1040298.0596615127,22745.514136522466
1979,0.35,3642057.7511616717,93381.83613576011
1979,0.4,3064876.8768979474,78314.9603655137
1979,0.5,2183447.464548972,55506.78257025052
1979,0.6,1534630.6692622376,38868.25380104148
1979,0.7,1032212.690260734,26043.34504626357
1980,0.35,3588060.534427425,111374.4109326078
1980,0.4,3019306.651910074,93351.73529400851
1980,0.5,2150843.818935383,66108.31192093785
1980,0.6,1511644.8269539035,46263.624953985345
1980,0.7,1016715.9687461613,30984.067899263187
1981,0.35,3747278.450444362,180557.7232628072
1981,0.4,3152457.037466022,151259.80772944633
1981,0.5,2244812.3442168646,107031.0614663416
1981,0.6,1577240.6446844118,74858.3184414498
1981,0.7,1060606.2123136118,50112.21628336031
1982,0.35,4271158.5397519125,236627.58540085223
1982,0.4,3592135.625728203,198415.30375741026
1982,0.5,2556781.7125700633,140593.132222722
1982,0.6,1795865.560733512,98430.38686325976
1982,0.7,1207325.9496685076,65942.4680339003
1983,0.35,4884755.09811681,237979.86819407428
1983,0.4,4107889.3256756593,199664.72301769303
1983,0.5,2923562.4904547557,141601.68113417082
1983,0.6,2053326.0231243568,99199.06627328884
1983,0.7,1380326.7201688017,66489.62040156599
1984,0.35,5485939.6889954,216921.08413087693
1984,0.4,4613759.0388477715,182063.98396294334
1984,0.5,3283902.0504130884,129191.39623362754
1984,0.6,2306564.526713607,90541.67940478292
1984,0.7,1550644.7103907643,60705.72794323899
1985,0.35,5979772.203697137,189481.49927123208
1985,0.4,5030039.746222365,159056.50515764306
1985,0.5,3581221.7144855484,112889.81899687208
1985,0.6,2515919.3229040504,79129.36988894685
1985,0.7,1691656.8907535677,53060.45589014234
1986,0.35,6167925.51550459,166226.7818757644
1986,0.4,5189057.60522128,139549.24955141003
1986,0.5,3695237.5527459835,99058.88556688881
1986,0.6,2596426.205549608,69441.87187359418
1986,0.7,1745997.6900918358,46568.158806646235
1987,0.35,6327806.840823861,128526.52083517365
1987,0.4,5324631.453118924,107897.37599599062
1987,0.5,3792925.3066221043,76588.51514415696
