year,index,Fmort,biom,expl_biom,expl_abd,spawn_biom
1975,0,0.030078270021746054,77.96084969386719,51.872664792203715,6.374593612555835,37.16670945406198
1976,1,0.030156251818660752,76.38884174973448,51.0420773392602,6.292523597801375,36.56601085436614
1977,2,0.017543806670844347,75.25054099515052,50.65509792873127,6.255963221589577,36.07578357952196
1978,3,0.02491008407355733,74.07978371448917,50.22317938513284,6.205508669448337,35.83462025936793
1979,4,0.037968004606569655,124.4335783186073,50.156514827321075,6.387558442789085,37.34447573169097
1980,5,0.02766762381412225,126.8013013257886,50.86107380824112,6.671164879274234,36.59128903131853
1981,6,0.020509841064650015,128.33540086648986,54.18588756910248,7.429510272880078,39.259927007031706
1982,7,0.022009834365873233,128.82433710569822,59.62682985854364,8.430672262790171,44.95026440846855
1983,8,0.02945883729170121,127.87566250921824,65.95521246190795,9.4102493973058,50.576402033833965
1984,9,0.025384596258797465,125.82812972010693,72.47554450384708,10.255748363626699,55.69750474067339
1985,10,0.038684667356878234,122.17019579589167,77.04090215056146,10.671756297424565,58.23189792765874
1986,11,0.05325260213875336,116.4512022876708,78.44182880365835,10.599815948011237,58.313300424205714
1987,12,0.0487778769315462,109.83852575363352,79.50301948874989,10.50559593681617,56.3343633138529
1988,13,0.054476693181587967,102.72584485934685,76.80707508568206,9.916952462275846,53.72458838193328
1989,14,0.05091218262888197,95.51290648205841,73.39053531107149,9.279670955722422,50.52795208043128
1990,15,0.04726441209048093,88.74105866945092,69.69210089283544,8.647346622286321,47.36594467690374
1991,16,0.060540592457266784,81.95754182742434,64.77441728216597,7.893947882265836,44.179954098085226
1992,17,0.07091733964785556,75.0503316271511,59.66442690128434,7.172480537066036,40.52369121641324
1993,18,0.10633682826834524,67.30905224409992,53.34826824541754,6.346327432256297,36.54483169119451
1994,19,0.09904821192959888,59.97578251857375,47.04025358723359,5.549186297748126,32.064473374433895
1995,20,0.10424222383622307,53.88637136390597,43.42320491263599,5.217650504336086,28.30974011367098
1996,21,0.12176196179935449,48.59161230937509,37.82867019284738,4.546198865991963,24.86111411499136
1997,22,0.14075633663600504,44.45804575728757,32.607735113266656,3.9461413075508935,21.605527543500287
1998,23,0.15831001883499632,42.139059404757,28.087453277843643,3.45927952063321,18.68526381240963
1999,24,0.11767320707385884,41.30734635321173,25.128617740263458,3.1865941785976823,16.345489624044117
2000,25,0.1288105707287368,40.41442087263112,23.309390553589562,3.077827843935673,15.11554875419717
2001,26,0.09715956545522128,39.770781288659805,22.63910797636834,3.113266613314398,14.372510605145603
2002,27,0.09105443882996811,39.18692709953819,22.705137178329338,3.215078706073723,14.317605896038526
2003,28,0.08971513244881768,37.92077331298028,22.897459207417743,3.2940067340526333,14.439140787933411
2004,29,0.09679038581264328,36.35335999349321,22.887064871000696,3.3059498689315707,14.520031845155394
2005,30,0.08977149062658067,35.29774006768103,22.669970673777083,3.258864945469517,14.399534271995622
2006,31,0.08918746001539804,33.79144785868038,22.257032562789572,3.170835274015191,14.132700106533079
2007,32,0.06949697093340249,32.31628790559116,21.902345327148016,3.0901420205232073,13.763971367084828
2008,33,0.07165494256902293,30.966102479352624,21.448203408709702,2.9949156229042706,13.491662237848997
2009,34,0.054618956716499474,31.82795208655016,21.04378933814023,2.909398865984197,13.213529978700103
2010,35,0.053203323376942044,31.399236955972317,20.68997797842893,2.8408224639198276,12.979249955291673
2011,36,0.04562836103200122,30.226105390290414,20.531011696665374,2.8178057772913103,12.788668137024302
2012,37,0.05268571121402611,29.014981692770306,20.384134069065183,2.795027603677467,12.737639456141158
2013,38,0.05309010344744416,27.82010883965971,20.089426683704826,2.736677198050427,12.580121997873745
2014,39,0.044310491264635946,27.534968071134408,19.713221504204125,2.657134324591387,12.394883291908885
2015,40,0.045528940203543124,29.224472219492593,19.233920501981792,2.5674687409195056,12.23393772857044
2016,41,0.03933051293453955,30.93204163651154,18.20846932351384,2.3808787915366683,12.022214272651635
2017,42,0.042368109240011755,33.221990036795304,18.252267515848306,2.4207742153342093,12.037112414113022
2018,43,0.04965880397720036,44.24244923095397,18.63284742505615,2.5409577537467865,12.63909129791983
2019,44,0.050284852975257734,45.985776072388376,19.45156881957861,2.7399067744290373,13.107368431481987
2020,45,0.056491802668306446,48.2274121702841,21.469926036193172,3.1785922205317205,14.395189275508347
2021,46,0.04918788603658835,50.39897838643905,24.307872933145912,3.691291343645434,16.18810349293443
2022,47,0.04764299584614228,51.43605624293511,26.768140959055238,4.048220006363147,17.982351200075215
2023,NA,NA,52.243680202756984,29.09207259521115,4.347734135456176,19.701166781456486
