STAT,YEAR,PROJECT_CODE,TRIP_NO,TARGET_SPECIES_CODE,ADFG_NO,VESSEL_NAME,TIME_FIRST_BUOY_ONBOARD,NUMBER_OF_STATIONS,HOOKS_PER_SET,HOOK_SIZE,HOOK_SPACING_INCHES,SAMPLE_FREQ,LAST_SKATE_SAMPLED,EFFORT_NO,STATION_NO,SPECIES_CODE,START_LAT,START_LON,END_LAT,END_LON,DEPTH_METERS,LENGTH,WEIGHT,AGE,AGE_TYPE_CODE,AGE_READABILITY_CODE,SEX_CODE,MATURITY_CODE,OTOLITH_CONDITION_CODE,STAT_AREA_TYPE,REGION,WATERS,START_DATE,END_DATE,G_MGT_AREA_DISTRICT,G_NMFS_AREA
345603,2007,603,1,710,33468,MASONIC,2007-08-06T02:17:00Z,14,1125,13,78,20,20,3,52,710,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,74,3.6,31,01,02,02,06,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2007,603,1,710,33468,MASONIC,2007-08-06T02:17:00Z,14,1125,13,78,20,20,3,52,710,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,70,4,42,01,02,01,06,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2007,603,1,710,33468,MASONIC,2007-08-06T02:17:00Z,14,1125,13,78,20,20,3,52,710,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,76,5,28,01,02,02,06,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2007,603,1,710,33468,MASONIC,2007-08-06T02:17:00Z,14,1125,13,78,20,20,3,52,710,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,65,3,9,01,03,01,06,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2007,603,1,710,33468,MASONIC,2007-08-06T02:17:00Z,14,1125,13,78,20,20,3,52,710,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,70,4.3,48,01,03,02,04,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2007,603,1,710,33468,MASONIC,2007-08-06T02:17:00Z,14,1125,13,78,20,20,3,52,710,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,67,3,32,01,02,01,06,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2007,603,1,710,33468,MASONIC,2007-08-06T02:17:00Z,14,1125,13,78,20,20,3,52,710,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,71,4,9,01,03,02,06,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2007,603,1,710,33468,MASONIC,2007-08-06T02:17:00Z,14,1125,13,78,20,20,3,52,710,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,71,3.9,9,01,02,02,06,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2007,603,1,710,33468,MASONIC,2007-08-06T02:17:00Z,14,1125,13,78,20,20,3,52,710,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,66,2.6,14,01,03,02,06,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2007,603,1,710,33468,MASONIC,2007-08-06T02:17:00Z,14,1125,13,78,20,20,3,52,710,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,70,3.6,7,01,03,02,03,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2007,603,1,710,33468,MASONIC,2007-08-06T02:17:00Z,14,1125,13,78,20,20,3,52,710,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,61,2.4,30,01,03,01,06,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2007,603,1,710,33468,MASONIC,2007-08-06T02:17:00Z,14,1125,13,78,20,20,3,52,710,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,64,2.7,9,01,02,01,06,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2007,603,1,710,33468,MASONIC,2007-08-06T02:17:00Z,14,1125,13,78,20,20,3,52,710,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,85,6.6000000000000005,29,01,02,02,06,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2007,603,1,710,33468,MASONIC,2007-08-06T02:17:00Z,14,1125,13,78,20,20,3,52,710,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,64,2.7,7,01,03,01,06,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2007,603,1,710,33468,MASONIC,2007-08-06T02:17:00Z,14,1125,13,78,20,20,3,52,710,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,106,12.1,37,01,02,02,05,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2007,603,1,710,33468,MASONIC,2007-08-06T02:17:00Z,14,1125,13,78,20,20,3,52,710,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,78,5.4,14,01,02,02,06,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2007,603,1,710,33468,MASONIC,2007-08-06T02:17:00Z,14,1125,13,78,20,20,3,52,710,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,62,2.5,16,01,02,01,06,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2007,603,1,710,33468,MASONIC,2007-08-06T02:17:00Z,14,1125,13,78,20,20,3,52,710,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,71,3.6,9,01,03,02,06,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2007,603,1,710,33468,MASONIC,2007-08-06T02:17:00Z,14,1125,13,78,20,20,3,52,710,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,96,10.700000000000001,31,01,02,02,03,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2007,603,1,710,33468,MASONIC,2007-08-06T02:17:00Z,14,1125,13,78,20,20,3,52,710,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,60,2.5,12,01,03,01,06,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2007,603,1,710,33468,MASONIC,2007-08-06T02:17:00Z,14,1125,13,78,20,20,3,52,710,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,68,3.2,26,01,03,01,06,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2007,603,1,710,33468,MASONIC,2007-08-06T02:17:00Z,14,1125,13,78,20,20,3,52,710,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,70,3,11,01,02,02,06,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2007,603,1,710,33468,MASONIC,2007-08-06T02:17:00Z,14,1125,13,78,20,20,3,52,710,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,74,4.1,14,01,02,02,06,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2007,603,1,710,33468,MASONIC,2007-08-06T02:17:00Z,14,1125,13,78,20,20,3,52,710,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,67,3,10,01,03,01,06,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2007,603,1,710,33468,MASONIC,2007-08-06T02:17:00Z,14,1125,13,78,20,20,3,52,710,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,60,2.3000000000000003,13,01,03,01,06,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2007,603,1,710,33468,MASONIC,2007-08-06T02:17:00Z,14,1125,13,78,20,20,3,52,710,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,59,2.1,13,01,03,01,06,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2007,603,1,710,33468,MASONIC,2007-08-06T02:17:00Z,14,1125,13,78,20,20,3,52,710,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,63,2.6,39,01,02,01,05,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2007,603,1,710,33468,MASONIC,2007-08-06T02:17:00Z,14,1125,13,78,20,20,3,52,710,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,59,2.4,15,01,02,01,06,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2007,603,1,710,33468,MASONIC,2007-08-06T02:17:00Z,14,1125,13,78,20,20,3,52,710,56.258500000000005,-134.455,56.233332999999995,-134.455,720.5472000000001,88,7.6000000000000005,23,01,02,02,03,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2007,603,1,710,33468,MASONIC,2007-08-06T17:41:00Z,14,1125,13,78,20,20,4,57,710,56.250833,-134.412167,56.274667,-134.412167,685.8000000000001,61,2.5,36,01,03,01,05,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2007,603,1,710,33468,MASONIC,2007-08-06T17:41:00Z,14,1125,13,78,20,20,4,57,710,56.250833,-134.412167,56.274667,-134.412167,685.8000000000001,72,3.9,8,01,03,02,03,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
345603,2007,603,1,710,33468,MASONIC,2007-08-06T17:41:00Z,14,1125,13,78,20,20,4,57,710,56.250833,-134.412167,56.274667,-134.412167,685.8000000000001,66,2.8000000000000003,15,01,03,02,05,NA,G,1,STATE,1985-01-01T09:00:00Z,NA,NSEI,659
