Parameter,Estimate,se
log_srv_slx_pars,1.4438257561689227,0.3435091802727409
log_srv_slx_pars.1,1.1125744908729955,0.09784296173242851
log_srv_slx_pars.2,-0.5757379164950224,0.4274984141500348
log_srv_slx_pars.3,-0.22049772136257983,0.1372973448255234
log_srv_slx_pars.4,0.6395740355322285,0.20786526725646806
log_srv_slx_pars.5,0.5288250222709548,0.06520401356784486
log_srv_slx_pars.6,0.4217895247594844,0.37452113779066815
log_srv_slx_pars.7,0.8537446025166943,0.18040347953347818
fsh_logq,-17.669682145102687,0.041285321841374595
fsh_logq.1,-17.24259792966352,0.02517559521305522
srv_logq,-16.88043630306507,0.0626744280255029
srv_logq.1,-16.717785073404112,0.03040370722789405
mr_logq,-0.042636308630657344,0.009740429281368496
log_rbar,13.591334969656673,0.09004079810187521
log_rinit,13.835464062844906,0.13894346786726022
log_sigma_r,-0.6526561271639785,0.08752604579754164
log_Fbar,-2.87443452143011,0.323697114809233
log_spr_Fxx,-2.3096292225195496,0.25274475490256343
log_spr_Fxx.1,-2.4852077115571736,0.24482661349261078
log_spr_Fxx.2,-2.8287097575990483,0.24404203998017862
log_spr_Fxx.3,-3.184261120022844,0.2622275129536082
log_spr_Fxx.4,-3.5827161344190412,0.30714875709175193
pred_rec,1105574.3277978185,642508.5160411588
pred_rec.1,1120797.7855030703,657780.4465222029
pred_rec.2,1127940.4897915325,668109.0239004511
pred_rec.3,1100664.948593223,645872.46059949
pred_rec.4,19691634.707800508,2038067.6656274083
pred_rec.5,1074955.6284921106,619652.5754127053
pred_rec.6,1091572.4693952277,624095.5809161988
pred_rec.7,1134221.8337628476,641674.9551328548
pred_rec.8,1145479.5545613058,624577.0515231644
pred_rec.9,1107597.5788582577,573815.336945371
pred_rec.10,996288.6019956246,484725.2189042412
pred_rec.11,862189.9180301743,391756.16369659617
pred_rec.12,747264.2405432716,318868.8272458457
pred_rec.13,643730.9140915513,259915.3565218586
pred_rec.14,563876.5401666767,218534.36161453827
pred_rec.15,537650.9330677023,202936.15155949327
pred_rec.16,565283.2390212602,207843.29408107724
pred_rec.17,602165.928393073,214697.38069789897
pred_rec.18,569350.0541831,200561.6987464202
pred_rec.19,544200.7342752106,190403.17432242126
pred_rec.20,677868.2472860854,233066.4362094509
pred_rec.21,837165.8046275321,290563.49744644907
pred_rec.22,1107059.2476782342,375267.38422257896
pred_rec.23,1562736.5649252571,440312.65544030763
pred_rec.24,1596650.439029346,450303.58456003584
pred_rec.25,1213615.2889029698,394787.4627274279
pred_rec.26,1077414.6402586377,349886.7591037026
pred_rec.27,922715.2462003831,290715.2953542312
pred_rec.28,653135.8512752857,218567.39726789642
pred_rec.29,604423.7711880576,201658.4562951995
pred_rec.30,793131.4361556538,215755.8982889365
pred_rec.31,579125.8352736089,180377.78341773627
pred_rec.32,479167.8569056775,149220.41130467376
pred_rec.33,477127.1781522312,162204.2490664416
pred_rec.34,1233809.037756814,225122.48847945657
pred_rec.35,612230.9519862491,174561.19505938856
pred_rec.36,295375.9050296419,92248.0884568786
pred_rec.37,317475.0060710391,89254.04229761547
pred_rec.38,360375.4840191419,104473.21563540903
pred_rec.39,645725.1246965781,173119.15601959586
pred_rec.40,1308966.2463431528,269981.1328994671
pred_rec.41,1232969.1965040797,332607.2667824076
pred_rec.42,1311611.2589654624,437122.9662239654
pred_rec.43,4607623.334108672,532391.1342979026
pred_rec.44,941959.2804209219,422797.82326648704
pred_rec.45,1273492.1811688389,467377.0434218115
pred_rec.46,1315499.8504136954,620004.8275241262
pred_rec.47,1056530.4508017823,536752.7921239595
