year,catch,sigma_catch,upper_catch,lower_catch,fsh_cpue,sigma_fsh_cpue,upper_fsh_cpue,lower_fsh_cpue,srv_cpue,sigma_srv_cpue,upper_srv_cpue,lower_srv_cpue,mr,sigma_mr,upper_mr,lower_mr,index
2010,512.92681404016,0.05,790.8178694852016,332.6858518417836,0.4971064866952,0.08,0.856234752503387,0.28860643461615104,0.2173171233340382,0.049903233517919476,0.3349171233340383,0.14101020462629127,2.1960929841457775,0.05,3.3858818205156,1.4243924184807757,35
2011,427.33643489328,0.05,658.8567408551304,277.1716782472023,0.5497255627327999,0.08,0.9468678115236693,0.3191556314873624,0.2548210470569009,0.04203447334005195,0.379281047056901,0.17120224310452753,NA,NA,NA,NA,36
2012,481.43555441136004,0.05,742.2654246424504,312.26052751011815,0.5925825224647999,0.08,1.02068623733648,0.34403721054091513,0.27073917366941597,0.03337915085292331,0.38618317366941607,0.18980552534882023,1.8518010423667988,0.05,2.855061024203599,1.2010836446017146,37
2013,471.10474713576,0.05,726.3376416213188,305.55993529185463,0.515012439128,0.08,0.8870766327845359,0.29900214102584316,0.20945739857267057,0.05422481518375366,0.3286253985726706,0.1335027724801035,2.009979505530933,0.05,3.0989366645753855,1.3036786646325136,38
2014,384.36310613368,0.05,592.6015259509372,249.29904984578448,0.5667301371432,0.08,0.9761571246817204,0.329028022462135,0.20792450942882024,0.039179938637057043,0.30533650942882024,0.141590017198038,NA,NA,NA,NA,39
2015,383.50556777808,0.05,591.2793945341062,248.74284792669843,0.5033770332216,0.08,0.867035375703432,0.292246942484214,0.1849086808915049,0.054602424331144706,0.290552680891505,0.11767649213948812,1.886497892777188,0.05,2.9085557695908864,1.2235881246153164,40
2016,316.10695391912,0.05,487.36587946872817,205.02790721613545,0.41358178366,0.08,0.712368688902584,0.24011427571148908,0.20232271446097888,0.04470534673988791,0.30483071446097904,0.134285945755964,NA,NA,NA,NA,41
2017,337.68578138944,0.05,520.6355816932077,219.02399867051625,0.5093440813408,0.08,0.8773132419278004,0.2957112474751108,0.227374829461947,0.06993496494062135,0.37849082946194684,0.13659330437766204,2.0617200047632926,0.05,3.178708885970369,1.3372377057874354,42
2018,396.79726033656004,0.05,611.7721972171151,257.36387911515715,0.6364734451608001,0.08,1.0962855995206184,0.36951908022143004,0.21479724541247544,0.060740405813998644,0.3457252454124755,0.13345237945161154,2.9451891116180566,0.05,4.540819693427935,1.91025838699297,43
2019,412.46991173408,0.05,635.9359033212003,267.52920726350203,0.5044018789864,0.08,0.8688006082708271,0.29284193991459706,0.1920258400714557,0.05319857914647508,0.3000218400714556,0.1229041300672181,3.5082204487622537,0.05,5.40888747679579,2.2754421810240024,44
2020,499.44750675864,0.05,770.0358070647461,323.94313318789284,0.5560138900656,0.08,0.9576990610478013,0.32280646240547006,0.35855439645366516,0.037410249954860086,0.5220183964536649,0.2462772501690242,3.0692428975417108,0.05,4.7320827508473435,1.9907200402240248,45
2021,491.4047672164,0.05,757.635710256548,318.72658848305275,0.6532943148112,0.08,1.1252584927486904,0.3792848172352815,0.33639487696803666,0.022510546337025872,0.4506628769680367,0.25110014388508534,NA,NA,NA,NA,46
2022,537.10499582568,0.05,828.0951918716934,348.36789220918683,0.8883555775168,0.08,1.530136778352857,0.5157549594714856,0.3502196093305652,0.02154557122154932,0.4662516093305653,0.2630634882649683,3.925208106796537,0.05,6.051788729570767,2.5459016119278903,47
2023,579.3857803196801,0.05,893.2826591642297,375.79133434731585,0.5875881570304,0.08,1.0120837560450684,0.34113761852236224,0.3235026693502088,0.018853556167575336,0.42287466935020895,0.24748225576510008,NA,NA,NA,NA,48
2024,631.83520387744,0.05,974.147882541745,409.8101859208616,0.5234045261568,0.08,0.9015314764697628,0.3038743573038325,0.3944759537189804,0.01756237732279331,0.5108999537189808,0.30458268185338844,NA,NA,NA,NA,49
