year,Fxx,ABC,discarded
1975,0.35,2924508.2856813683,54675.394826438474
1975,0.4,2463684.7488574306,45934.8177989644
1975,0.5,1758463.6516209666,32652.00778908094
1975,0.6,1238117.907050585,22921.683488983854
1975,0.7,834418.9084523129,15397.420870684924
1976,0.35,2802527.522155562,54337.88257859439
1976,0.4,2360896.3634121614,45648.048679427
1976,0.5,1685067.4911116753,32444.732655107862
1976,0.6,1186424.7455979702,22774.433876442272
1976,0.7,799572.6952583169,15297.610284462255
1977,0.35,2693272.3217750746,56367.159568252995
1977,0.4,2268803.968719395,47345.235112809954
1977,0.5,1619279.560821304,33642.93647949461
1977,0.6,1140075.2114595156,23611.39457687454
1977,0.7,768320.9516008854,15857.67835716783
1978,0.35,2652692.96964975,71168.22937963699
1978,0.4,2234582.478345378,59732.774820549625
1978,0.5,1594814.57014969,42397.9406622184
1978,0.6,1122829.458425307,29731.819135796835
1978,0.7,756687.861122151,19955.869678350973
1979,0.35,2614417.328792016,85432.06046443403
1979,0.4,2202204.096440412,71675.84672940808
1979,0.5,1571560.908849005,50844.30856150789
1979,0.6,1106383.7267764914,35639.26921499891
1979,0.7,745566.7784137552,23912.886789818724
1980,0.35,2770056.245619627,193533.04944080077
1980,0.4,2332173.780734099,162260.79061086575
1980,0.5,1663103.2417583568,114984.08599146565
1980,0.6,1170215.8570310993,80537.56007696674
1980,0.7,788265.9771562159,54007.01141192324
1981,0.35,3372108.720015555,258614.09702389667
1981,0.4,2837973.080826609,217080.36011463325
1981,0.5,2022629.2928292179,154103.17002205589
1981,0.6,1422593.4091829918,108075.70681649409
1981,0.7,957960.4014875473,72544.77037685348
1982,0.35,4095949.960830993,257590.5316105209
1982,0.4,3446876.049527919,216328.93893388138
1982,0.5,2456288.0442569796,153685.20043460178
1982,0.6,1727443.394649694,107841.47248057458
1982,0.7,1163160.5901373944,72417.95206452676
1983,0.35,4811091.69993244,239364.71977662112
1983,0.4,4049387.612322975,201080.68724413865
1983,0.5,2886390.5995359323,142914.8334955429
1983,0.6,2030302.399124955,100315.72120251412
1983,0.7,1367283.4976913738,67380.70850851125
1984,0.35,5385395.88278104,218392.8981764927
1984,0.4,4533340.250381668,183513.815510894
1984,0.5,3231965.290075626,130483.67668937272
1984,0.6,2273694.7149427067,91617.54052528202
1984,0.7,1531354.6605708145,61552.469413287756
1985,0.35,5946554.334574036,185612.6588555356
1985,0.4,5007127.642544354,155972.67879468197
1985,0.5,3571263.345441946,110905.19271783975
1985,0.6,2513168.7321826397,77872.79473356224
1985,0.7,1693044.2078465086,52319.22779104003
1986,0.35,6376049.018262994,146210.5945075468
1986,0.4,5370111.091838536,122855.0134362177
1986,0.5,3831597.7849209756,87348.43129297039
1986,0.6,2697108.857862405,61327.98270012739
1986,0.7,1817340.3357857792,41201.279126996924
1987,0.35,6205182.669242357,135351.95546803923
1987,0.4,5226416.85923141,113754.86815390032
1987,0.5,3729300.644610819,80904.07145012142
1987,0.6,2625216.976312867,56816.513100814416
1987,0.7,1768958.5884686382,38177.200409915255
1988,0.35,6002756.948963823,122165.48368502081
1988,0.4,5056171.3285169415,102687.82046147014
1988,0.5,3608091.0813129237,73049.56100379476
1988,0.6,2540029.2389466967,51308.991864499934
1988,0.7,1711626.8215524037,34480.86996221668
1989,0.35,5727990.834717966,107522.94450493057
1989,0.4,4824985.634390645,90388.02847362925
1989,0.5,3443387.3367877784,64308.62564038719
1989,0.6,2424219.0501411916,45174.01262718291
1989,0.7,1633658.1678127935,30360.367422272997
1990,0.35,5379712.947702713,98523.58183843012
1990,0.4,4531715.529781395,82828.07249640358
1990,0.5,3234203.1456652256,58935.56818397369
1990,0.6,2277005.1903223023,41402.55484815559
1990,0.7,1534481.240912276,27827.149671174393
1991,0.35,5109202.328574891,85226.35111113149
1991,0.4,4304066.945825575,71650.93220571779
1991,0.5,3071973.0096401144,50984.47982459567
1991,0.6,2162910.7925252416,35817.86115213437
1991,0.7,1457655.6596212082,24074.127680308487
1992,0.35,4750912.189075222,73044.94753957029
1992,0.4,4002419.985648982,61407.85350807083
1992,0.5,2856872.1361431247,43693.7072976973
1992,0.6,2011563.038682597,30694.83950034815
1992,0.7,1355709.3038417855,20630.26089508497
1993,0.35,4299258.61168474,65928.40234194756
1993,0.4,3621952.0027593733,55423.941598946585
1993,0.5,2585330.4549605553,39434.75412598738
1993,0.6,1820382.718394427,27702.31643155954
1993,0.7,1226869.9988256546,18618.64957187774
1994,0.35,3753570.247593793,56274.56012252863
1994,0.4,3162305.7261373885,47301.029561702235
1994,0.5,2257317.39412613,33647.48316024987
1994,0.6,1589463.2628000972,23632.91625799773
1994,0.7,1071260.1890569367,15881.592458994293
1995,0.35,3274081.7382341865,51866.987555292275
1995,0.4,2758312.6656059856,43591.189929701766
1995,0.5,1968902.7262077671,31003.049024738728
1995,0.6,1386360.9959802616,21772.780403098735
1995,0.7,934364.5870655244,14630.133019434554
1996,0.35,2832047.8293403364,48325.68691587638
1996,0.4,2385871.5113321464,40608.14334728193
1996,0.5,1703007.4234157098,28874.183584561535
1996,0.6,1199113.9384323205,20274.0353246312
1996,0.7,808154.2272810884,13621.157617194498
1997,0.35,2425854.5196094676,45501.35410150087
