year,ABC,retro
1975,4.07189807844439,retro_0
1976,4.103163033510489,retro_0
1977,4.1509698494288445,retro_0
1978,4.220551581291035,retro_0
1979,4.248468668864595,retro_0
1980,4.218366767115224,retro_0
1981,4.204389620106309,retro_0
1982,4.2840320500911275,retro_0
1983,4.581438275803139,retro_0
1984,4.9493844680931565,retro_0
1985,5.291097238625458,retro_0
1986,5.4263823804578495,retro_0
1987,5.414682755588325,retro_0
1988,5.341715673847198,retro_0
1989,5.040024611793691,retro_0
1990,4.754021120238623,retro_0
1991,4.478159361305822,retro_0
1992,4.1596268020666205,retro_0
1993,3.7792218744866526,retro_0
1994,3.359828523984333,retro_0
1995,2.9814091656542394,retro_0
1996,2.6489666666414813,retro_0
1997,2.30468171044386,retro_0
1998,1.9940266275113951,retro_0
1999,1.7030366630098397,retro_0
2000,1.5331326780335606,retro_0
2001,1.4033328676629366,retro_0
2002,1.3583411936001601,retro_0
2003,1.3385848142470953,retro_0
2004,1.3252437818091907,retro_0
2005,1.2960436762836915,retro_0
2006,1.263968878359382,retro_0
2007,1.2158300121471282,retro_0
2008,1.184044371687269,retro_0
2009,1.1429764022815434,retro_0
2010,1.1160720656223249,retro_0
2011,1.0899705843352754,retro_0
2012,1.0830041199271105,retro_0
2013,1.0721261456327749,retro_0
2014,1.0582773762632125,retro_0
2015,1.0431615791513575,retro_0
2016,1.026432008942105,retro_0
2017,1.028849388670847,retro_0
2018,1.0494501343453058,retro_0
2019,1.0887506852464373,retro_0
2020,1.1606863431586751,retro_0
2021,1.2550548175694987,retro_0
1975,4.062952636131146,retro_1
1976,4.09596824703871,retro_1
1977,4.149310665444285,retro_1
1978,4.224345741955309,retro_1
1979,4.254301118484779,retro_1
1980,4.220213160004878,retro_1
1981,4.1978400767878075,retro_1
1982,4.268696294019977,retro_1
1983,4.561052248597804,retro_1
1984,4.928500412035981,retro_1
1985,5.271588877930121,retro_1
1986,5.407671334597614,retro_1
1987,5.397074700410164,retro_1
1988,5.326100457395593,retro_1
1989,5.022441673410065,retro_1
1990,4.736260015175243,retro_1
1991,4.460621992908934,retro_1
1992,4.1430685035322155,retro_1
1993,3.7626164447087946,retro_1
1994,3.3443040023366812,retro_1
1995,2.9661960135867536,retro_1
1996,2.634820250688126,retro_1
1997,2.2910709147652484,retro_1
1998,1.9813407536376375,retro_1
1999,1.6909610488519087,retro_1
2000,1.5215208316413114,retro_1
2001,1.3920353582835674,retro_1
2002,1.3472137891650258,retro_1
2003,1.3273479033712285,retro_1
2004,1.3138182704409203,retro_1
2005,1.284380417867109,retro_1
2006,1.2521210035001729,retro_1
2007,1.2038526138165349,retro_1
2008,1.1719660273777688,retro_1
2009,1.13091403380186,retro_1
2010,1.1042003446628863,retro_1
2011,1.0786145611985267,retro_1
2012,1.0726515258791605,retro_1
2013,1.0632244694416217,retro_1
2014,1.051010984879655,retro_1
2015,1.0376245238340798,retro_1
2016,1.02287286014995,retro_1
2017,1.0279178561836624,retro_1
2018,1.0506308551603474,retro_1
2019,1.085036141561148,retro_1
2020,1.1312787029654598,retro_1
1975,4.041502870366507,retro_2
1976,4.074246595647526,retro_2
1977,4.1273631999288645,retro_2
1978,4.202246660397252,retro_2
1979,4.232112121276352,retro_2
1980,4.197970061473073,retro_2
1981,4.1755552592854945,retro_2
1982,4.245976648697909,retro_2
1983,4.536760406341662,retro_2
1984,4.90214588053128,retro_2
1985,5.243268001827236,retro_2
1986,5.378010543147215,retro_2
1987,5.366388459406597,retro_2
1988,5.294642851833884,retro_2
1989,4.991288683745834,retro_2
1990,4.705482710057343,retro_2
1991,4.430315373159305,retro_2
1992,4.113283378533366,retro_2
1993,3.7335675458263413,retro_2
1994,3.3157343638065537,retro_2
1995,2.938338669732984,retro_2
1996,2.6075364800899066,retro_2
1997,2.2645538086266814,retro_2
1998,1.9554040279032994,retro_2
1999,1.665731310829756,retro_2
2000,1.496753262551486,retro_2
2001,1.367518765593772,retro_2
2002,1.3225517673137892,retro_2
2003,1.30245907830982,retro_2
2004,1.288608499951873,retro_2
2005,1.2589413768785322,retro_2
2006,1.2264791450239971,retro_2
2007,1.1781354365370107,retro_2
2008,1.1461919713277133,retro_2
2009,1.1052068462458156,retro_2
2010,1.0787511443909397,retro_2
2011,1.053505726728958,retro_2
2012,1.0481473284759386,retro_2
2013,1.039434222609897,retro_2
2014,1.028019104885537,retro_2
2015,1.0153404699173552,retro_2
2016,1.0013349781236207,retro_2
2017,1.0084097189279544,retro_2
2018,1.0370404567787836,retro_2
2019,1.0789333858596362,retro_2
1975,4.02303463513956,retro_3
1976,4.055310741594712,retro_3
1977,4.107213905758935,retro_3
1978,4.180843272342232,retro_3
1979,4.210115144058983,retro_3
1980,4.17655742806443,retro_3
1981,4.155489317947858,retro_3
1982,4.22682215383066,retro_3
1983,4.516554436582867,retro_3
1984,4.87953138288481,retro_3
1985,5.218004443430822,retro_3
1986,5.3510021116702005,retro_3
1987,5.338050131641586,retro_3
1988,5.26512996287443,retro_3
1989,4.962588675876884,retro_3
1990,4.677320630972328,retro_3
1991,4.402625007350766,retro_3
1992,4.085940337481274,retro_3
1993,3.70706307271212,retro_3
1994,3.289796731397275,retro_3
1995,2.9133205720199795,retro_3
1996,2.5831488585241655,retro_3
1997,2.241145660842175,retro_3
1998,1.9327591656930754,retro_3
1999,1.6439035090426304,retro_3
2000,1.475429833463589,retro_3
2001,1.346392121833707,retro_3
2002,1.3011718326928594,retro_3
2003,1.2805615328128825,retro_3
2004,1.2660999575456309,retro_3
2005,1.2357598937541254,retro_3
2006,1.2026034085731474,retro_3
2007,1.1536836564766972,retro_3
2008,1.1211929055213063,retro_3
2009,1.0798647859270727,retro_3
2010,1.053182756021038,retro_3
2011,1.027996375172814,retro_3
2012,1.0227645830860583,retro_3
2013,1.014684537664207,retro_3
2014,1.004104574452028,retro_3
2015,0.992311459752583,retro_3
2016,0.978247403466758,retro_3
2017,0.9849395701775377,retro_3
2018,1.0171674206958132,retro_3
1975,4.013525424852471,retro_4
1976,4.044829355714638,retro_4
1977,4.0938520859530465,retro_4
1978,4.164599825246764,retro_4
1979,4.192722494171389,retro_4
1980,4.161077188542783,retro_4
1981,4.144074824713071,retro_4
1982,4.219369208299814,retro_4
1983,4.510482910859709,retro_4
1984,4.872302973150302,retro_4
1985,5.208765742944035,retro_4
1986,5.340571968274398,retro_4
1987,5.3266478026728485,retro_4
1988,5.252586309934412,retro_4
1989,4.951679451967675,retro_4
1990,4.667096547436304,retro_4
1991,4.3927168377972645,retro_4
1992,4.075980256835563,retro_4
1993,3.697803048697477,retro_4
1994,3.2807461048237356,retro_4
1995,2.9049715672146195,retro_4
1996,2.575155571110653,retro_4
1997,2.234054685679255,retro_4
1998,1.926309456300551,retro_4
1999,1.638280664994138,retro_4
2000,1.470534370042507,retro_4
2001,1.3420748274514593,retro_4
2002,1.297110408413771,retro_4
2003,1.27664531293894,retro_4
2004,1.2619817981549448,retro_4
2005,1.2311782554146462,retro_4
2006,1.1973549180531469,retro_4
2007,1.1477963889779683,retro_4
2008,1.1148279433031802,retro_4
2009,1.0731785363604502,retro_4
2010,1.0465139637594594,retro_4
2011,1.0219136730222154,retro_4
2012,1.018952223674454,retro_4
2013,1.0145639779023432,retro_4
2014,1.0080468664182898,retro_4
2015,0.9998081650034947,retro_4
2016,0.9889633488969709,retro_4
2017,0.9995153170898722,retro_4
1975,4.024657212360326,retro_5
1976,4.0587790343964,retro_5
1977,4.11720816950455,retro_5
1978,4.197550176451511,retro_5
1979,4.2296801381643485,retro_5
1980,4.192086670734443,retro_5
1981,4.16232949218381,retro_5
1982,4.224679660535051,retro_5
1983,4.508929354688728,retro_5
1984,4.871227697113563,retro_5
1985,5.210976871157748,retro_5
1986,5.344250525896813,retro_5
1987,5.331448056287696,retro_5
1988,5.259820410767587,retro_5
1989,4.954035023061634,retro_5
1990,4.667109568528319,retro_5
