SB,retro
12.508787836638136,retro_0
143.86477278071257,retro_1
12.162193892713914,retro_2
12.635707564920953,retro_3
12.061026173551983,retro_4
12.877797351411873,retro_5
12.991567550844485,retro_6
Inf,retro_7
14.421666594491112,retro_8
13.816643031787425,retro_9
14.167373080968472,retro_10
