SB,retro
14.228749690504785,retro_0
14.081629155725036,retro_1
14.319015243678235,retro_2
14.057212144617573,retro_3
13.9719782351315,retro_4
13.900148191581247,retro_5
13.871036791463155,retro_6
13.146254239628778,retro_7
13.246471155587336,retro_8
13.874225754314432,retro_9
14.686960139325121,retro_10
