year,ABC,retro
1975,2.851455176370373,retro_0
1976,2.801239367593008,retro_0
1977,2.7572128159395084,retro_0
1978,2.7465370943706375,retro_0
1979,2.711230665137125,retro_0
1980,2.657772933098351,retro_0
1981,2.7679488295000634,retro_0
1982,3.1071156459727645,retro_0
1983,3.554681837333402,retro_0
1984,4.004649384297577,retro_0
1985,4.331987522362849,retro_0
1986,4.4380431852908275,retro_0
1987,4.559912289903999,retro_0
1988,4.372075922271226,retro_0
1989,4.1466045581038005,retro_0
1990,3.924129182319483,retro_0
1991,3.6593876259663243,retro_0
1992,3.3992857750929653,retro_0
1993,3.112336691035384,retro_0
1994,2.719647386807986,retro_0
1995,2.416345010261926,retro_0
1996,2.1135373922377108,retro_0
1997,1.8238666341926926,retro_0
1998,1.5672535990787433,retro_0
1999,1.3321984998983418,retro_0
2000,1.2058181985275338,retro_0
2001,1.1143792567735993,retro_0
2002,1.097393215319738,retro_0
2003,1.1032956649202554,retro_0
2004,1.1172956566287404,retro_0
2005,1.1190217521392984,retro_0
2006,1.1175467422063616,retro_0
2007,1.1028492224985134,retro_0
2008,1.0939251659610618,retro_0
2009,1.0733369318114774,retro_0
2010,1.0620086721396909,retro_0
2011,1.049401174485828,retro_0
2012,1.0487215424553815,retro_0
2013,1.0441398364031937,retro_0
2014,1.0332919540991852,retro_0
2015,1.020748149953131,retro_0
2016,0.9992681295024067,retro_0
2017,0.9954857986971046,retro_0
2018,0.9975328847173206,retro_0
2019,1.0165554992774295,retro_0
2020,1.082956838590603,retro_0
2021,1.192706852844889,retro_0
2022,1.3347067891440867,retro_0
2023,1.4855844632670732,retro_0
1975,2.8516076329645963,retro_1
1976,2.801407174128041,retro_1
1977,2.757290966823138,retro_1
1978,2.7462360940606034,retro_1
1979,2.7101416162995506,retro_1
1980,2.655551782156047,retro_1
1981,2.764892096498304,retro_1
1982,3.1039986948931686,retro_1
1983,3.551843810486653,retro_1
1984,4.002320993977949,retro_1
1985,4.329762711609694,retro_1
1986,4.435429011217385,retro_1
1987,4.557532650676139,retro_1
1988,4.368839558910717,retro_1
1989,4.142693235423751,retro_1
1990,3.9197108636262286,retro_1
1991,3.654381597969361,retro_1
1992,3.3940130191081246,retro_1
1993,3.1068436173562786,retro_1
1994,2.7138288330807603,retro_1
1995,2.4102564754019644,retro_1
1996,2.107022651096278,retro_1
1997,1.8168246350518509,retro_1
1998,1.55947199276571,retro_1
1999,1.3233409042102782,retro_1
2000,1.1961198675021871,retro_1
2001,1.1042471780688496,retro_1
2002,1.0872719780463211,retro_1
2003,1.0939473774295856,retro_1
2004,1.1087054949303128,retro_1
2005,1.1109747681409152,retro_1
2006,1.1107370585855216,retro_1
2007,1.0957627904087948,retro_1
2008,1.0877901723958099,retro_1
2009,1.0675590162682453,retro_1
2010,1.0565268538151438,retro_1
2011,1.045125136718287,retro_1
2012,1.0458541128428742,retro_1
2013,1.0419321051963886,retro_1
2014,1.032203423032383,retro_1
2015,1.0205621319011124,retro_1
2016,1.0009859064552278,retro_1
2017,1.000013826518914,retro_1
2018,1.0067774581386082,retro_1
2019,1.0352772002150963,retro_1
2020,1.115064288342705,retro_1
2021,1.238086382144233,retro_1
2022,1.387738679424162,retro_1
1975,2.8381998908002704,retro_2
1976,2.787786272007582,retro_2
1977,2.743674463920782,retro_2
1978,2.7332792260610432,retro_2
1979,2.6987523067684123,retro_2
1980,2.64645958985904,retro_2
1981,2.7571873243303675,retro_2
1982,3.0955397979157926,retro_2
1983,3.541624328030041,retro_2
1984,3.9896896133354676,retro_2
1985,4.315758831331092,retro_2
1986,4.421335644341127,retro_2
1987,4.541541795429665,retro_2
1988,4.354028812325043,retro_2
1989,4.128607383567052,retro_2
1990,3.9059813271851502,retro_2
1991,3.6413897837496436,retro_2
1992,3.380935428636585,retro_2
1993,3.0936049012258486,retro_2
1994,2.700672395721104,retro_2
1995,2.3967183494171067,retro_2
1996,2.0932605290984774,retro_2
1997,1.8026647689037922,retro_2
1998,1.5445627089385279,retro_2
1999,1.3077890587756194,retro_2
2000,1.1801571926352878,retro_2
2001,1.08816141324065,retro_2
2002,1.0713604653727518,retro_2
2003,1.07873034948957,retro_2
2004,1.0941040622149163,retro_2
2005,1.0968870379783953,retro_2
2006,1.097227877499114,retro_2
2007,1.082178095784324,retro_2
2008,1.0748367769829237,retro_2
2009,1.054937963642812,retro_2
2010,1.0444037337635639,retro_2
2011,1.0342763681583653,retro_2
2012,1.0364288028310662,retro_2
2013,1.0338967543945907,retro_2
2014,1.0260323114675682,retro_2
2015,1.0165895919363828,retro_2
2016,1.0003901222292018,retro_2
2017,1.0044695600505311,retro_2
2018,1.0200637948574047,retro_2
2019,1.06120783955515,retro_2
2020,1.1544955714431187,retro_2
2021,1.2886909734977414,retro_2
1975,2.858774947649008,retro_3
1976,2.8056376706678168,retro_3
1977,2.7582232644405598,retro_3
1978,2.7436979224138045,retro_3
1979,2.7042096960127253,retro_3
1980,2.6464578375388097,retro_3
1981,2.7520083166473475,retro_3
1982,3.0862308662905944,retro_3
1983,3.5290562204931284,retro_3
1984,3.974768584423263,retro_3
1985,4.298727775901445,retro_3
1986,4.402317043069658,retro_3
1987,4.5214457420481935,retro_3
1988,4.3323905016951105,retro_3
1989,4.1060508476017326,retro_3
1990,3.8831084691998035,retro_3
1991,3.6186644910147243,retro_3
1992,3.3591150071782265,retro_3
1993,3.073092251690838,retro_3
1994,2.6816518764473227,retro_3
1995,2.3790162475100782,retro_3
1996,2.0767121797453125,retro_3
