sigmaR,retro
0.5200415999091206,retro_0
0.519226392958914,retro_1
0.5197128633075204,retro_2
0.4849321871508826,retro_3
0.49157667562328705,retro_4
0.5023198975336969,retro_5
0.4863239303975409,retro_6
0.46832090405178606,retro_7
0.47381988084062,retro_8
0.4599185989227409,retro_9
0.4625701804240138,retro_10
