retro,mgc
retro_0,4.305806524351752e-4
retro_1,0.0025155057387585833
retro_2,2.908421604515682e-4
retro_3,0.0015240989957495676
retro_4,4.55586374682293e-4
retro_5,2.118230021699227e-4
retro_6,2.046789491393225e-4
retro_7,2.2347480464657288e-4
retro_8,6.487487932304026e-4
retro_9,3.510671364159138e-4
retro_10,0.0017096628539853276
