SB,retro
28.45749976231436,retro_0
28.163258301449886,retro_1
28.638028914966508,retro_2
28.11442099031227,retro_3
27.943953899535792,retro_4
27.800299554360617,retro_5
27.7420731032425,retro_6
26.292515338689572,retro_7
26.492941331530886,retro_8
27.74845167133939,retro_9
29.37396791078396,retro_10
