year,rec,retro
1980,1055346.605691855,retro_4
1981,1069335.2336736259,retro_4
1982,1105267.2702693727,retro_4
1983,1112930.6080594552,retro_4
1984,1075945.9237435015,retro_4
1985,972292.154848525,retro_4
1986,844779.4355325055,retro_4
1987,732147.47189982,retro_4
1988,630755.6198053189,retro_4
1989,552108.678514306,retro_4
1990,520960.95202868455,retro_4
1991,539975.5403303877,retro_4
1992,567346.322049566,retro_4
1993,541563.3515901013,retro_4
1994,524702.0396588726,retro_4
1995,641460.5155120958,retro_4
1996,783223.9587080757,retro_4
1997,1078801.5567270482,retro_4
1998,1675662.349885839,retro_4
1999,1471188.877848724,retro_4
2000,1383983.7080606052,retro_4
2001,1065886.3076234104,retro_4
2002,828828.2658548255,retro_4
2003,670968.9823698159,retro_4
2004,651590.345903504,retro_4
2005,714945.0113593194,retro_4
2006,585818.6631600886,retro_4
2007,521299.4203717974,retro_4
2008,597074.7448097616,retro_4
2009,1145361.2827427995,retro_4
2010,660475.8137795788,retro_4
2011,367281.47634495853,retro_4
2012,395986.8197093957,retro_4
2013,443006.37342605664,retro_4
2014,795739.6907951768,retro_4
2015,2068991.691611778,retro_4
2016,2010166.6782061893,retro_4
2017,1528439.3218745359,retro_4
2018,1056623.8433265483,retro_4
1975,1072644.852940563,retro_5
1976,1088057.981855663,retro_5
1977,1095819.4299997052,retro_5
1978,1071868.0131501334,retro_5
1979,19553689.450858224,retro_5
1980,1047207.0679451159,retro_5
1981,1061114.6728954315,retro_5
1982,1098302.1450606592,retro_5
1983,1107238.5114945169,retro_5
1984,1070843.5880282244,retro_5
1985,966072.8731929834,retro_5
1986,837255.5411940407,retro_5
1987,723485.0316108126,retro_5
1988,620586.5205013525,retro_5
1989,539854.0448502693,retro_5
1990,511053.20332541154,retro_5
1991,532112.1716304256,retro_5
1992,561373.8940633915,retro_5
1993,535344.8240770212,retro_5
1994,518199.50179336156,retro_5
1995,636789.7845901336,retro_5
1996,777855.1781880836,retro_5
1997,1065708.1569945973,retro_5
1998,1689520.7689270396,retro_5
1999,1454633.2538068881,retro_5
2000,1381890.093272329,retro_5
2001,1061432.968376779,retro_5
2002,816172.222368863,retro_5
2003,657637.9017119417,retro_5
2004,654769.1396306533,retro_5
2005,710916.2182649564,retro_5
2006,580154.7890904169,retro_5
2007,517989.5800846881,retro_5
2008,603042.3502329107,retro_5
2009,1185970.518668928,retro_5
2010,658307.2499729479,retro_5
2011,376007.14776491193,retro_5
2012,409983.75355087756,retro_5
2013,451645.8918639796,retro_5
2014,779778.1906608923,retro_5
2015,2700514.892904762,retro_5
2016,2316927.9869984635,retro_5
2017,1092642.073641329,retro_5
1975,1061994.0816850793,retro_6
1976,1077974.5252763245,retro_6
1977,1086992.9363836744,retro_6
1978,1066646.0573059244,retro_6
1979,19526983.666972425,retro_6
1980,1045790.8426774319,retro_6
1981,1059249.8803147434,retro_6
1982,1093565.1684445045,retro_6
1983,1100239.9388361142,retro_6
1984,1063047.7042919816,retro_6
1985,960474.556688174,retro_6
1986,833743.9357358633,retro_6
1987,720036.5689530908,retro_6
1988,616380.3546354343,retro_6
1989,539730.2919917575,retro_6
1990,511894.054610789,retro_6
1991,531875.9669840299,retro_6
1992,559935.4616240654,retro_6
1993,536364.1196157186,retro_6
1994,522000.8652390875,retro_6
1995,641339.7825372953,retro_6
1996,785054.3952808074,retro_6
1997,1082209.3998749559,retro_6
1998,1714832.895840372,retro_6
1999,1475784.7594625172,retro_6
2000,1418220.3603210293,retro_6
2001,1056793.6064242632,retro_6
2002,803576.6500484262,retro_6
2003,669039.4653523385,retro_6
2004,660349.7270512105,retro_6
2005,706878.0275940523,retro_6
2006,588688.3117585768,retro_6
2007,532092.7008997478,retro_6
2008,619994.9915515997,retro_6
2009,1261360.3118014603,retro_6
2010,709490.0465589423,retro_6
2011,415311.5282139213,retro_6
2012,454824.9158163114,retro_6
2013,505306.0243559648,retro_6
2014,830232.6719811374,retro_6
2015,2528422.6020769356,retro_6
2016,1492716.3840627554,retro_6
1975,991127.6153848299,retro_7
1976,1005092.5140139153,retro_7
1977,1013550.8863043841,retro_7
1978,999000.0585233424,retro_7
1979,19825659.92502465,retro_7
1980,988730.1161749574,retro_7
1981,1006455.850626158,retro_7
1982,1044978.6655879277,retro_7
1983,1061957.827609654,retro_7
1984,1037309.3859238155,retro_7
1985,944367.7986199384,retro_7
1986,821059.171141859,retro_7
1987,706476.8944624261,retro_7
1988,608774.1922100143,retro_7
1989,535467.5905852701,retro_7
1990,508497.403362094,retro_7
1991,527527.015014238,retro_7
1992,554369.5109018714,retro_7
1993,531786.3177930168,retro_7
1994,519014.5279571385,retro_7
1995,636425.736080128,retro_7
1996,779518.603256045,retro_7
1997,1077357.9492290327,retro_7
1998,1719536.6543700388,retro_7
1999,1468016.8790496837,retro_7
2000,1427597.3699341374,retro_7
2001,1049375.0328369017,retro_7
2002,785021.6220357238,retro_7
2003,669577.9803808645,retro_7
2004,658626.6082856447,retro_7
2005,692410.8335541693,retro_7
2006,590507.9799686937,retro_7
2007,544445.7043216667,retro_7
2008,645511.6471246185,retro_7
2009,1308070.879716173,retro_7
2010,741967.9658255712,retro_7
2011,417422.91350430564,retro_7
2012,441874.1486556228,retro_7
2013,501590.46096119995,retro_7
2014,748991.7593488353,retro_7
2015,936208.4712322213,retro_7
1975,1002161.9795788621,retro_8
1976,1016361.7541943704,retro_8
1977,1024654.9937218148,retro_8
1978,1008710.8821075775,retro_8
1979,19785625.89144966,retro_8
1980,995802.785180216,retro_8
1981,1012587.8115703447,retro_8
1982,1050146.5638788715,retro_8
1983,1065056.5194331638,retro_8
1984,1037485.6668927567,retro_8
1985,941458.5112309135,retro_8
1986,815983.8713406902,retro_8
1987,702621.4957305025,retro_8
1988,605238.3379035718,retro_8
1989,532141.0092857816,retro_8
1990,505228.84617353603,retro_8
1991,524584.0066044666,retro_8
1992,551298.6347221633,retro_8
1993,529000.7776148734,retro_8
1994,517512.45468259486,retro_8
1995,639860.9056793642,retro_8
1996,785641.8081341409,retro_8
1997,1106993.6194867422,retro_8
1998,1748401.3070949826,retro_8
1999,1494401.02371339,retro_8
2000,1484600.6291445026,retro_8
2001,1039441.538396531,retro_8
2002,779902.8029036744,retro_8
2003,686299.1541217981,retro_8
2004,658328.7466868287,retro_8
2005,701023.7959435816,retro_8
2006,611025.2225409437,retro_8
2007,583409.1790031162,retro_8
2008,675624.446521797,retro_8
2009,1415096.0759138856,retro_8
2010,924525.4120059031,retro_8
2011,470889.3136377924,retro_8
2012,446598.6455104923,retro_8
2013,454059.58595451724,retro_8
2014,594921.0845505662,retro_8
1975,1056861.9967461345,retro_9
1976,1074501.5006908611,retro_9
1977,1086082.074436739,retro_9
1978,1070482.5795721677,retro_9
1979,19153438.858029474,retro_9
1980,1052121.646338065,retro_9
1981,1061676.3623512287,retro_9
1982,1086518.847895095,retro_9
1983,1081816.2763890016,retro_9
1984,1034335.4630920647,retro_9
1985,928974.5964669252,retro_9
1986,804727.2361324275,retro_9
1987,693788.8650711845,retro_9
1988,599344.0205990254,retro_9
1989,528480.7921878252,retro_9
1990,501444.4198349415,retro_9
1991,517854.19193732046,retro_9
1992,543232.4598248973,retro_9
1993,524557.8344706101,retro_9
1994,518229.9212167069,retro_9
1995,641445.1372698969,retro_9
1996,793326.3087311485,retro_9
1997,1118473.2911214298,retro_9
1998,1726340.4785620153,retro_9
1999,1524666.0243028258,retro_9
2000,1487378.7605351114,retro_9
2001,1016599.2765007414,retro_9
2002,767444.336440823,retro_9
2003,687847.0183314645,retro_9
2004,649964.2165516901,retro_9
2005,685120.2368115188,retro_9
2006,605373.6135775448,retro_9
2007,590752.8439336988,retro_9
2008,680869.4623990894,retro_9
2009,1312248.7075344292,retro_9
2010,1257269.2321106463,retro_9
2011,648570.9326735438,retro_9
2012,666266.0937048648,retro_9
2013,643405.7730996183,retro_9
1975,1133334.9650530943,retro_10
1976,1155000.1647228904,retro_10
1977,1169554.0190163811,retro_10
1978,1150686.0654558425,retro_10
1979,18634753.98951215,retro_10
1980,1120406.4702892066,retro_10
1981,1120726.5288494783,retro_10
1982,1131751.554795518,retro_10
1983,1105657.5872833582,retro_10
1984,1036670.3178210097,retro_10
1985,927876.8994530773,retro_10
1986,804614.3319452786,retro_10
1987,695084.6314361363,retro_10
1988,601190.804827658,retro_10
1989,530475.6206724455,retro_10
1990,502950.0325199715,retro_10
1991,519326.3854432933,retro_10
1992,544791.2152992442,retro_10
1993,527590.8985913456,retro_10
1994,524092.07340358803,retro_10
1995,655210.0484249536,retro_10
1996,814872.5016020833,retro_10
1997,1146458.1923159892,retro_10
1998,1760276.808095724,retro_10
1999,1570566.504949305,retro_10
2000,1508905.4385329827,retro_10
2001,1021064.1257710902,retro_10
2002,776640.4992040852,retro_10
2003,705491.7467708541,retro_10
2004,656521.1700231964,retro_10
2005,707315.200536622,retro_10
2006,621563.9867677902,retro_10
2007,612992.7550791791,retro_10
2008,695654.2841811092,retro_10
2009,1126072.9066480144,retro_10
2010,1948030.3833004031,retro_10
2011,982821.7014208535,retro_10
2012,952839.2975437598,retro_10
