year,spawn_biom,retro
1975,35.59824563091519,retro_0
1976,34.96396783382067,retro_0
1977,34.44989567981488,retro_0
1978,34.21002020768829,retro_0
1979,35.700688098517446,retro_0
1980,35.003816277099105,retro_0
1981,37.6725390390453,retro_0
1982,43.30320638349276,retro_0
1983,48.86685129349143,retro_0
1984,53.92207487373442,retro_0
1985,56.44185567148807,retro_0
1986,56.5390929183436,retro_0
1987,54.60316151016551,retro_0
1988,52.051080276845845,retro_0
1989,48.9221099138257,retro_0
1990,45.83359907785848,retro_0
1991,42.72591881780091,retro_0
1992,39.151867408792796,retro_0
1993,35.256594018957074,retro_0
1994,30.858456592403165,retro_0
1995,27.18170896135844,retro_0
1996,23.810880304389524,retro_0
1997,20.632126246302985,retro_0
1998,17.79018202736563,retro_0
1999,15.534008044171767,retro_0
2000,14.36712510878414,retro_0
2001,13.68764866331414,retro_0
2002,13.68883990439288,retro_0
2003,13.862864315796777,retro_0
2004,13.997841763291797,retro_0
2005,13.930386863187012,retro_0
2006,13.716021848638396,retro_0
2007,13.398395853430545,retro_0
2008,13.176939844607578,retro_0
2009,12.95200091505714,retro_0
2010,12.76831786311694,retro_0
2011,12.63244859414407,retro_0
2012,12.640400579984064,retro_0
2013,12.542357341167495,retro_0
2014,12.412572512628252,retro_0
2015,12.297193872220507,retro_0
2016,12.127317363277378,retro_0
2017,12.170082307994425,retro_0
2018,12.79915473092246,retro_0
2019,13.27712649988026,retro_0
2020,14.55781046169391,retro_0
2021,16.33710911263593,retro_0
2022,18.11885486449693,retro_0
2023,19.82110511840512,retro_0
1975,35.60591598040262,retro_1
1976,34.97016615466754,retro_1
1977,34.452182965441565,retro_1
1978,34.203657964086865,retro_1
1979,35.68988205698541,retro_1
1980,34.97543284541042,retro_1
1981,37.638015485052186,retro_1
1982,43.27442877937834,retro_1
1983,48.84497169355245,retro_1
1984,53.907836806353494,retro_1
1985,56.426501554681984,retro_1
1986,56.51809009965237,retro_1
1987,54.57365910425143,retro_1
1988,52.01347984983928,retro_1
1989,48.87748508445043,retro_1
1990,45.783239084953834,retro_1
1991,42.67067252561828,retro_1
1992,39.09219940459737,retro_1
1993,35.192759283235254,retro_1
1994,30.79065294181757,retro_1
1995,27.108530863331005,retro_1
1996,23.730573031741862,retro_1
1997,20.541762635433297,retro_1
1998,17.697687454255238,retro_1
1999,15.419453271004393,retro_1
2000,14.254642370351384,retro_1
2001,13.573804831421612,retro_1
2002,13.5752579806284,retro_1
2003,13.764633188032949,retro_1
2004,13.911363916877173,retro_1
2005,13.84811130467258,retro_1
2006,13.639509619144313,retro_1
2007,13.326426782314876,retro_1
2008,13.110845199197149,retro_1
2009,12.88995193538642,retro_1
2010,12.713425034782905,retro_1
2011,12.5958649351859,retro_1
2012,12.61765607718519,retro_1
2013,12.53169766202205,retro_1
2014,12.415801464944597,retro_1
2015,12.324670737133674,retro_1
2016,12.187091135333239,retro_1
2017,12.31551884660246,retro_1
2018,13.01117415528213,retro_1
2019,13.627787980550789,retro_1
2020,15.047450120700173,retro_1
2021,16.919684772568132,retro_1
2022,18.73199083613754,retro_1
1975,35.4027184010514,retro_2
1976,34.7682414901938,retro_2
1977,34.25677038614545,retro_2
1978,34.02531462546587,retro_2
1979,35.51405149810632,retro_2
1980,34.83642829593995,retro_2
1981,37.50242842925507,retro_2
1982,43.10809001172233,retro_2
1983,48.644352912596524,retro_2
1984,53.67040960792265,retro_2
1985,56.17670226726051,retro_2
1986,56.26874853361097,retro_2
1987,54.33356318886199,retro_2
1988,51.78297386877899,retro_2
1989,48.65545136952833,retro_2
1990,45.56770868268752,retro_2
1991,42.46063742115251,retro_2
1992,38.88711232542023,retro_2
1993,34.99221121676461,retro_2
1994,30.59314002965393,retro_2
1995,26.91149514268903,retro_2
1996,23.53173934257296,retro_2
1997,20.340833303611753,retro_2
1998,17.495878243282835,retro_2
1999,15.209957774973665,retro_2
2000,14.049586154860096,retro_2
2001,13.370038298392654,retro_2
2002,13.374352661688173,retro_2
2003,13.575656320002842,retro_2
2004,13.729642259022969,retro_2
2005,13.668892104194244,retro_2
2006,13.463851918931557,retro_2
2007,13.154242405468032,retro_2
2008,12.944464312541978,retro_2
2009,12.72765320578907,retro_2
2010,12.56486185913126,retro_2
2011,12.465098187058008,retro_2
2012,12.50572877745323,retro_2
2013,12.443333895250243,retro_2
2014,12.35512366725158,retro_2
2015,12.315926529646239,retro_2
2016,12.234364525381947,retro_2
2017,12.46972846047699,retro_2
2018,13.25984159823367,retro_2
2019,14.07114601374203,retro_2
2020,15.63945458241155,retro_2
2021,17.6162607718516,retro_2
1975,35.66481003818114,retro_3
1976,34.98983632731118,retro_3
1977,34.42975722992663,retro_3
1978,34.13971921524426,retro_3
1979,35.57128167335943,retro_3
1980,34.82409035305896,retro_3
1981,37.437190233577994,retro_3
1982,43.00933614222183,retro_3
1983,48.521795837107184,retro_3
1984,53.53214089698867,retro_3
1985,56.01898174215705,retro_3
1986,56.09055998879005,retro_3
1987,54.135420074811876,retro_3
1988,51.56992038555515,retro_3
1989,48.43448092081949,retro_3
1990,45.34606054664241,retro_3
1991,42.244305460722664,retro_3
1992,38.68088668053713,retro_3
1993,34.79888654446753,retro_3
1994,30.412812670922126,retro_3
1995,26.741033893546835,retro_3
1996,23.370305722683458,retro_3
1997,20.191269470813715,retro_3
1998,17.35774447688701,retro_3
1999,15.084791893308338,retro_3
2000,13.953871895833643,retro_3
2001,13.295767849441448,retro_3
2002,13.327772785294096,retro_3
2003,13.56750607210414,retro_3
2004,13.74085239932697,retro_3
2005,13.690137084708251,retro_3
2006,13.492556948810648,retro_3
2007,13.183103602537116,retro_3
2008,12.97423423931062,retro_3
2009,12.747597076820377,retro_3
2010,12.602251781549846,retro_3
2011,12.507994374318924,retro_3
2012,12.552648018287483,retro_3
2013,12.505334029292122,retro_3
2014,12.43641442388122,retro_3
2015,12.43450018997673,retro_3
2016,12.386051560518897,retro_3
2017,12.609763391751748,retro_3
2018,13.173807171092841,retro_3
2019,13.915970423090489,retro_3
2020,14.955993414962894,retro_3
1975,35.34237031854804,retro_4
1976,34.67308642989595,retro_4
1977,34.11970149128479,retro_4
1978,33.837626174531316,retro_4
1979,35.27089315280876,retro_4
1980,34.53226118426391,retro_4
1981,37.142296925203226,retro_4
1982,42.699836139512485,retro_4
1983,48.19530066363621,retro_4
1984,53.18704198142172,retro_4
1985,55.662583946054134,retro_4
1986,55.72788265791878,retro_4
1987,53.7711846770886,retro_4
1988,51.20653151624942,retro_4
1989,48.07319089958242,retro_4
1990,44.98691361440944,retro_4
1991,41.88742833002607,retro_4
1992,38.326070620379944,retro_4
1993,34.44564166116125,retro_4
1994,30.06134162725959,retro_4
1995,26.39068607371893,retro_4
1996,23.02080659624321,retro_4
1997,19.843409737994627,retro_4
