year,Mgmt_area,Project_cde,trip_no,Adfg,Vessel,date,julian_day,Stat,Spp_cde,set,start_lat,start_lon,end_lat,end_lon,depth,length,weight,age,Sex,Maturity,age_type_code,age_readability,tag_no,discard_status,release_condition_cde
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,T-097070,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,T-097071,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,T-097072,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,T-097073,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,T-097074,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,T-097075,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,T-097076,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,68,NA,NA,NA,NA,NA,NA,T-097077,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,T-097078,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,T-097079,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,T-097080,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,T-097081,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,T-097082,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,T-097083,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,T-097084,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,T-097085,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,T-097086,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,T-097087,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,T-097088,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,T-097089,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,T-097090,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,T-097091,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,T-097092,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,T-097093,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,T-097094,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,T-097095,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,T-097096,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,T-097097,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,T-097098,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,T-097099,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,T-097100,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,T-097101,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,T-097102,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,T-097103,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,T-097104,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,T-097105,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,T-097106,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,T-097107,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,T-097108,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,T-097109,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,T-097110,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,T-097111,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,T-097112,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,T-097113,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,T-097114,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,T-097115,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,T-097116,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,T-097117,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,T-097118,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,T-097119,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,T-097120,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,T-097121,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,T-097122,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,T-097123,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,T-097124,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,T-097125,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,T-097126,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,T-097127,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,T-097128,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,T-097129,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,T-097130,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,T-097131,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,T-097132,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,T-097133,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,T-097134,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,T-097135,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,T-097136,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,T-097137,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,46,NA,NA,NA,NA,NA,NA,T-097138,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,76,NA,NA,NA,NA,NA,NA,T-097139,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,T-097140,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,T-097141,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,T-097142,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,75,NA,NA,NA,NA,NA,NA,T-097143,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,T-097144,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,T-097145,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,T-097146,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,T-097147,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,T-097148,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,56,NA,NA,NA,NA,NA,NA,T-097149,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,T-097150,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,T-097151,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,T-097152,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,T-097153,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,T-097154,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,T-097155,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,T-097156,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,T-097157,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,69,NA,NA,NA,NA,NA,NA,T-097158,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,81,NA,NA,NA,NA,NA,NA,T-097159,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,T-097160,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,T-097161,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,T-097162,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,T-097163,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,T-097164,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,T-097165,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,T-097166,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,T-097167,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,T-097168,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,T-097169,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,T-097170,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,T-097171,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,T-097172,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,T-097173,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,T-097174,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,T-097175,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,T-097176,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,71,NA,NA,NA,NA,NA,NA,T-097177,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,T-097178,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,T-097179,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,T-097180,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,T-097181,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,T-097182,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,T-097183,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,T-097184,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,T-097185,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,T-097187,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,T-097188,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,T-097189,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,T-097190,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,T-097191,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,T-097192,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,T-097193,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,T-097194,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,T-097195,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,48,NA,NA,NA,NA,NA,NA,T-097196,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,T-097197,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,T-097198,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,T-097199,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,T-097200,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,T-097201,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,47,NA,NA,NA,NA,NA,NA,T-097202,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,66,NA,NA,NA,NA,NA,NA,T-097203,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,T-097204,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,T-097205,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,T-097206,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,53,NA,NA,NA,NA,NA,NA,T-097207,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,T-097208,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,T-097209,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,51,NA,NA,NA,NA,NA,NA,T-097210,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,T-097211,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,T-097212,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,T-097213,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,T-097214,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,T-097215,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,T-097216,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,T-097217,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,T-097218,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,T-097219,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,T-097220,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,T-097221,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,T-097222,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,T-097223,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,T-097224,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,T-097225,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,67,NA,NA,NA,NA,NA,NA,T-097226,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,T-097227,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,58,NA,NA,NA,NA,NA,NA,T-097228,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,63,NA,NA,NA,NA,NA,NA,T-097229,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,T-097230,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,NA,T-097231,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,72,NA,NA,NA,NA,NA,NA,T-097232,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,70,NA,NA,NA,NA,NA,NA,T-097233,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,54,NA,NA,NA,NA,NA,NA,T-097234,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,T-097235,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,T-097236,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,T-097237,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,74,NA,NA,NA,NA,NA,NA,T-097238,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,59,NA,NA,NA,NA,NA,NA,T-097239,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,T-097240,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,T-097241,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,T-097242,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,T-097243,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,T-097244,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,61,NA,NA,NA,NA,NA,NA,T-097245,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,55,NA,NA,NA,NA,NA,NA,T-097246,Tagged and released,01
2019,NA,66,1,NA,NA,NA,NA,NA,710,11,NA,NA,NA,NA,NA,57,NA,NA,NA,NA,NA,NA,T-097247,Tagged and released,01
