year,index,Fmort,pred_rec,biom,expl_biom,expl_abd,spawn_biom
1975,0,0.0346714191506665,0.9535393416221234,65.58276120163775,50.75365735455149,6.7008025399821545,30.909841435141225
1976,1,0.034951673833280836,0.9819663314174509,64.0091167100808,49.69318718257897,6.567136356939019,30.185934630135293
1977,2,0.020443143718626065,1.0071436218356886,62.94234313715169,49.116885718678695,6.4954888887148465,29.553980703224116
1978,3,0.029191554758762218,1.0387631590453137,62.02584563812873,48.392435386763296,6.394602909604015,29.187021502037055
1979,4,0.04518719165136557,19.90649058128244,109.74999611233679,47.079466275896365,6.227083282530553,28.79599785410728
1980,5,0.03372662379627476,1.0509436422902045,112.77661821920508,46.20024469146179,6.162642835578848,29.030971528692014
1981,6,0.026204010792641248,1.0753962178012482,114.99568264788488,48.50953747053429,6.809315606324805,30.04326566202419
1982,7,0.027627807160715667,1.10614173165377,116.08580979645562,61.910255382668154,9.608879938356948,35.53545220401402
1983,8,0.034611542508637586,1.0920116822051011,115.59855916691303,73.5031384315712,11.451149493958802,40.77052743941076
1984,9,0.028440563417717255,1.0795525900655336,114.00452167689579,84.01547914171987,13.035418128866684,46.52293110911017
1985,10,0.04031556144682446,1.0079064145820886,110.85332875425124,93.81046957428005,14.401971256115049,50.558500268454736
1986,11,0.055844311752435385,0.9073593498218598,105.72520889669666,91.261002838518,13.495070584388007,51.284108738549875
1987,12,0.05337677190798001,0.7740757626137441,99.66213970393962,86.28763969146713,12.323638889477559,49.57166775119847
1988,13,0.058862791524533345,0.6272403822288123,93.04089055353637,80.92148793195987,11.231236647024645,47.420314201152294
1989,14,0.055669924505853785,0.517423403403828,86.26709906318841,75.63072490462922,10.252496234195155,44.49696801249823
1990,15,0.05207573093418551,0.4433925005788774,79.78171440875845,70.62370024114546,9.383849529770565,41.71976258363169
1991,16,0.06622587918985705,0.4056344855121061,73.07833441658151,65.12846981657647,8.503646157917272,38.7778651780724
1992,17,0.07807507457680612,0.3928307459169101,66.07648324780219,59.07004324387312,7.594480843725637,35.569248711242935
1993,18,0.11950402558265115,0.41385599322221384,58.33138411082126,51.81182207237031,6.575171797812751,31.81494305930137
1994,19,0.11218482561073136,0.5137461157497027,51.307235218247385,44.94496095917487,5.64333101782226,27.47231486193026
1995,20,0.1260810918667232,0.65527803817644,45.56075988217781,38.61826357582778,4.805761624050868,23.787770056015017
1996,21,0.14957628823269312,0.7751289642632676,40.58658120904693,32.64756648752311,4.044045484834031,20.352762781421937
1997,22,0.17820184630821664,1.1394619021941756,37.019198818706855,27.114491267778927,3.3655148108318684,17.15303558811362
1998,23,0.20829343901299874,1.5726161259875293,35.220127376517645,22.30569549611021,2.8055717228659613,14.322384150741971
1999,24,0.1619919267816236,1.0197327921694912,33.54091273010627,19.31654611793369,2.4953787341286775,12.13759905325083
2000,25,0.18408539129540147,0.6917504107650411,31.772011180185064,17.443311401811318,2.3431353922101037,11.050734676714749
2001,26,0.14546210184744945,0.9079567514692972,31.115659218030085,17.017231976867766,2.404817701601551,10.445606652154767
2002,27,0.13803021567486776,1.0819555968749413,31.317555810991777,17.938003823588247,2.663181527288989,10.421997051277641
2003,28,0.1359067209486336,0.5965039897087759,30.33363099948926,18.763770651527956,2.8473654907900765,10.511945111729528
2004,29,0.15082350733529357,0.6192049408614627,29.19848145334573,18.425890947414278,2.7924947208244824,10.51563587394297
2005,30,0.1429401115340737,0.7857663678012317,28.496944967592384,17.933675963388225,2.7135587622296478,10.346960754186908
2006,31,0.14080971021002123,0.6837445140370081,27.64851342447495,17.886108814274557,2.7172151691538025,10.135285129495742
2007,32,0.10904537899070742,0.7772412884877888,27.356955668509684,17.82327940339365,2.692945545789773,9.93332677174803
2008,33,0.11204329627441435,0.8889738896749005,27.54391390350455,17.353721489300877,2.592413407096293,9.887594015192747
2009,34,0.08276515992226977,0.6250935390965366,27.34087490765549,17.304614818527767,2.5720276428377407,9.809975147741975
2010,35,0.07810876580408817,0.6093350774601213,27.25485653859823,17.528222492714015,2.5974141342740555,9.946435331888804
2011,36,0.06429289856220911,0.9345967218012917,28.10223983563651,17.917612474029184,2.649702110474493,10.162428834160606
2012,37,0.07104850965757965,1.9631176856812684,31.648114170934548,18.45439374066531,2.730225662718704,10.444816136810626
2013,38,0.06862706350995255,1.355164928075303,33.81624077783421,18.763020605375463,2.7626818732541305,10.70924896546501
2014,39,0.05504938821506489,1.0578193452744613,35.36955337848298,18.92427088404409,2.7654793083377127,11.080489122412956
2015,40,0.053138041904025386,0.953009712544911,36.651764866413416,19.672181852742668,2.8908665115483236,11.831203653841184
2016,NA,NA,NA,37.64361421176784,21.973558134224092,3.312456719843002,12.73951378108842
