year,Source,Sex,length_bin,n,proportion,effn,index
2002,fsh_len,Female,41,4632,0,68.05879810869422,22
2003,fsh_len,Female,41,3612,0,60.09991680526688,23
2004,fsh_len,Female,41,4752,0,68.93475175845634,24
2005,fsh_len,Female,41,3536,0,59.464274989274024,25
2006,fsh_len,Female,41,3382,0,58.154965394194846,26
2007,fsh_len,Female,41,3024,0,54.99090833947008,27
2008,fsh_len,Female,41,3102,0,55.695601262577284,28
2009,fsh_len,Female,41,3138,0,56.01785429664367,29
2010,fsh_len,Female,41,3092,0,55.60575509783138,30
2011,fsh_len,Female,41,2950,0,54.31390245600108,31
2012,fsh_len,Female,41,3076,0,55.46169849544819,32
2013,fsh_len,Female,41,2802,0,52.933921071464184,33
2014,fsh_len,Female,41,2710,0,52.05766033928148,34
2015,fsh_len,Female,41,2420,0,49.193495504995376,35
2016,fsh_len,Female,41,2922,0,54.055527006958314,36
2017,fsh_len,Female,41,2886,0,53.72150407425317,37
2018,fsh_len,Female,41,2646,0,51.43928459844674,38
2002,srv_len,Female,41,1342,0,36.6333181680284,22
2003,srv_len,Female,41,1620,0,40.24922359499622,23
2004,srv_len,Female,41,1558,0,39.4715087119811,24
2005,srv_len,Female,41,1798,0,42.40283009422838,25
2006,srv_len,Female,41,1504,0,38.781438859330635,26
2007,srv_len,Female,41,1566,0,39.57271787481876,27
2008,srv_len,Female,41,1270,0,35.63705936241092,28
2009,srv_len,Female,41,1240,0,35.21363372331802,29
2010,srv_len,Female,41,1222,0,34.95711658589707,30
2011,srv_len,Female,41,1364,0,36.932370625238775,31
2012,srv_len,Female,41,1478,0.0024,38.44476557348217,32
2013,srv_len,Female,41,1106,0,33.25657829663178,33
2014,srv_len,Female,41,1150,0,33.91164991562634,34
2015,srv_len,Female,41,1004,0,31.68595903550972,35
2016,srv_len,Female,41,1128,0,33.58571124749333,36
2017,srv_len,Female,41,1226,0,35.014282800023196,37
2018,srv_len,Female,41,1180,0,34.351128074635334,38
1997,srv_len,Female,41,1162,0.007,34.08812109811862,17
1998,srv_len,Female,41,734,0,27.09243436828813,18
1999,srv_len,Female,41,686,0,26.19160170741759,19
2e3,srv_len,Female,41,848,0,29.120439557122072,20
2001,srv_len,Female,41,1490,0,38.600518131237564,21
2002,fsh_len,Male,41,4632,0,68.05879810869422,22
2003,fsh_len,Male,41,3612,0,60.09991680526688,23
2004,fsh_len,Male,41,4752,0,68.93475175845634,24
2005,fsh_len,Male,41,3536,0,59.464274989274024,25
2006,fsh_len,Male,41,3382,0,58.154965394194846,26
2007,fsh_len,Male,41,3024,0,54.99090833947008,27
2008,fsh_len,Male,41,3102,0,55.695601262577284,28
2009,fsh_len,Male,41,3138,0,56.01785429664367,29
2010,fsh_len,Male,41,3092,0,55.60575509783138,30
2011,fsh_len,Male,41,2950,0,54.31390245600108,31
2012,fsh_len,Male,41,3076,0,55.46169849544819,32
2013,fsh_len,Male,41,2802,0,52.933921071464184,33
2014,fsh_len,Male,41,2710,0,52.05766033928148,34
